variant,project,tp,fp,fn,f1,f2
Full,mediastore,19,0,12,0.760000,0.664336
NoFullNameValid,mediastore,19,0,12,0.760000,0.664336
NoPartialNameValid,mediastore,19,0,12,0.760000,0.664336
NoCitation,mediastore,25,9,6,0.769231,0.791139
NoValidator,mediastore,25,9,6,0.769231,0.791139
