variant,project,tp,fp,fn,f1,f2
Full,teastore,21,0,6,0.875000,0.813953
NoFullNameValid,teastore,21,0,6,0.875000,0.813953
NoPartialNameValid,teastore,21,0,6,0.875000,0.813953
NoCitation,teastore,22,18,5,0.656716,0.743243
NoValidator,teastore,22,18,5,0.656716,0.743243
