variant,project,tp,fp,fn,f1,f2
Full,jabref,18,2,0,0.947368,0.978261
NoFullNameValid,jabref,18,2,0,0.947368,0.978261
NoPartialNameValid,jabref,18,2,0,0.947368,0.978261
NoCitation,jabref,18,10,0,0.782609,0.900000
NoValidator,jabref,18,10,0,0.782609,0.900000
