variant,project,tp,fp,fn,f1,f2
Full,teastore,20,0,7,0.851064,0.781250
NoNameValid,teastore,20,0,7,0.851064,0.781250
NoCitation,teastore,25,5,2,0.877193,0.905797
NoValidator,teastore,25,5,2,0.877193,0.905797
