variant,project,tp,fp,fn,f1,f2
Full,bigbluebutton,56,8,6,0.888889,0.897436
NoNameValid,bigbluebutton,62,30,0,0.805195,0.911765
NoCitation,bigbluebutton,56,25,6,0.783217,0.851064
NoValidator,bigbluebutton,62,45,0,0.733728,0.873239
