variant,project,tp,fp,fn,f1,f2
Full,bigbluebutton,54,13,8,0.837209,0.857143
NoNameValid,bigbluebutton,60,31,2,0.784314,0.884956
NoCitation,bigbluebutton,56,21,6,0.805755,0.861538
NoValidator,bigbluebutton,60,38,2,0.750000,0.867052
