variant,project,tp,fp,fn,f1,f2
Full,jabref,18,3,0,0.923077,0.967742
NoFullNameValid,jabref,18,3,0,0.923077,0.967742
NoPartialNameValid,jabref,18,3,0,0.923077,0.967742
NoCitation,jabref,18,10,0,0.782609,0.900000
NoValidator,jabref,18,10,0,0.782609,0.900000
