variant,project,tp,fp,fn,f1,f2
Full,bigbluebutton,58,8,4,0.906250,0.923567
NoNameValid,bigbluebutton,62,30,0,0.805195,0.911765
NoCitation,bigbluebutton,60,28,2,0.800000,0.892857
NoValidator,bigbluebutton,62,49,0,0.716763,0.863510
