backend,run,variant,doc_to_code_file_precision,doc_to_code_file_recall,doc_to_code_file_f1,doc_to_code_file_f2,doc_to_code_component_micro_f1,doc_to_code_component_micro_f2,doc_to_code_worst_component_f1,doc_to_code_worst_component_f2,doc_to_code_harmonic_component_f1,doc_to_code_harmonic_component_f2,delta_doc_to_code_file_f1_vs_full,delta_doc_to_code_file_f2_vs_full,delta_doc_to_code_worst_component_f1_vs_full,delta_doc_to_code_worst_component_f2_vs_full,delta_doc_to_code_harmonic_component_f1_vs_full,delta_doc_to_code_harmonic_component_f2_vs_full
terra,run1,Full,0.953284,0.739156,0.806556,0.760448,0.845729,0.800388,0.464410,0.450554,0.546712,0.538493,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
terra,run1,NoNameValid,0.829510,0.774626,0.753070,0.756520,0.823703,0.819796,0.268772,0.372929,0.438699,0.507044,-0.053486,-0.003929,-0.195638,-0.077625,-0.108013,-0.031449
terra,run1,NoCitation,0.852156,0.757384,0.775994,0.760051,0.831181,0.813346,0.422642,0.444103,0.522984,0.536942,-0.030562,-0.000398,-0.041769,-0.006452,-0.023728,-0.001550
terra,run1,NoValidator,0.775034,0.785616,0.734875,0.754330,0.798886,0.815730,0.268772,0.372929,0.430902,0.503414,-0.071681,-0.006118,-0.195638,-0.077625,-0.115810,-0.035079
terra,run2,Full,0.959018,0.738450,0.807836,0.760656,0.849325,0.800669,0.491346,0.461238,0.556012,0.546194,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
terra,run2,NoNameValid,0.829840,0.770709,0.748702,0.752218,0.819901,0.814705,0.268772,0.372929,0.439184,0.508180,-0.059134,-0.008438,-0.222574,-0.088309,-0.116828,-0.038013
terra,run2,NoCitation,0.837161,0.760027,0.767201,0.757435,0.825542,0.812540,0.410147,0.453989,0.506978,0.532340,-0.040635,-0.003221,-0.081199,-0.007249,-0.049034,-0.013854
terra,run2,NoValidator,0.769878,0.785616,0.730112,0.751743,0.796462,0.814710,0.268772,0.372929,0.429128,0.502010,-0.077724,-0.008913,-0.222574,-0.088309,-0.126884,-0.044184
terra,run3,Full,0.932495,0.740283,0.799142,0.758610,0.847674,0.803633,0.464410,0.450554,0.546357,0.540614,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
terra,run3,NoNameValid,0.821100,0.775037,0.747640,0.754111,0.823757,0.820878,0.268772,0.372929,0.438191,0.507392,-0.051501,-0.004500,-0.195638,-0.077625,-0.108166,-0.033222
terra,run3,NoCitation,0.832140,0.755596,0.767790,0.755839,0.813931,0.804147,0.398026,0.432372,0.509026,0.530293,-0.031351,-0.002771,-0.066384,-0.018182,-0.037331,-0.010320
terra,run3,NoValidator,0.763528,0.784570,0.733148,0.753925,0.792981,0.813552,0.268772,0.372929,0.432025,0.503911,-0.065993,-0.004686,-0.195638,-0.077625,-0.114332,-0.036702
terra,average,Full,0.948266,0.739296,0.804511,0.759905,0.847576,0.801563,0.473389,0.454115,0.549694,0.541767,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
terra,average,NoCitation,0.840486,0.757669,0.770328,0.757775,0.823551,0.810011,0.410272,0.443488,0.512996,0.533192,-0.034183,-0.002130,-0.063117,-0.010628,-0.036698,-0.008575
terra,average,NoNameValid,0.826817,0.773457,0.749804,0.754283,0.822454,0.818460,0.268772,0.372929,0.438691,0.507539,-0.054707,-0.005622,-0.204617,-0.081186,-0.111002,-0.034228
terra,average,NoValidator,0.769480,0.785267,0.732712,0.753333,0.796110,0.814664,0.268772,0.372929,0.430685,0.503112,-0.071799,-0.006572,-0.204617,-0.081186,-0.119009,-0.038655
