variant,project,tp,fp,fn,f1,f2
Full,teastore,20,0,7,0.851064,0.781250
NoNameValid,teastore,20,0,7,0.851064,0.781250
NoCitation,teastore,23,14,4,0.718750,0.793103
NoValidator,teastore,23,14,4,0.718750,0.793103
