variant,project,tp,fp,fn,f1,f2
Full,bigbluebutton,56,8,6,0.888889,0.897436
NoNameValid,bigbluebutton,62,30,0,0.805195,0.911765
NoCitation,bigbluebutton,56,32,6,0.746667,0.833333
NoValidator,bigbluebutton,62,52,0,0.704545,0.856354
