variant,project,tp,fp,fn,f1,f2
Full,bigbluebutton,58,14,4,0.865672,0.906250
NoFullNameValid,bigbluebutton,58,14,4,0.865672,0.906250
NoPartialNameValid,bigbluebutton,62,38,0,0.765432,0.890805
NoCitation,bigbluebutton,61,34,1,0.777070,0.889213
NoValidator,bigbluebutton,62,56,0,0.688889,0.846995
