project,detector,text_source,encoding_method,imbalance_strategy,ml_model,run_name,accuracy,precision,recall,f1,cv_accuracy_mean,cv_accuracy_std,cv_f1_mean,cv_f1_std,random_baseline_f1,random_baseline_accuracy,random_baseline_cv_f1,f1_improvement_over_random,wilcoxon_p_value,significant_improvement,num_samples,runtime_seconds,error
inkscape,acdc,description,tfidf,class_weight,knn,inkscape_acdc_description_tfidf_class_weight_knn,0.9002624671916011,0.6666666666666666,0.05128205128205128,0.09523809523809523,0.89859592649733,0.006825209729307781,0.07959444314124117,0.06891327475967311,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.042606516290726815,0.828125,False,2536,0.24541068077087402,
inkscape,acdc,description,tfidf,random_undersample,knn,inkscape_acdc_description_tfidf_random_undersample_knn,0.5669291338582677,0.14606741573033707,0.6666666666666666,0.23963133640552994,0.5955041192973408,0.06132971235668722,0.20330353132395265,0.020831424664644344,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.18699975745816153,0.0390625,True,2536,0.11060333251953125,
inkscape,acdc,description,tfidf,none,naive_bayes,inkscape_acdc_description_tfidf_none_naive_bayes,0.8923884514435696,0.3333333333333333,0.05128205128205128,0.08888888888888889,0.8980379428855977,0.0069894436065748265,0.06800375322542809,0.08730411861906724,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.036257309941520474,0.71875,False,2536,0.08233261108398438,
inkscape,acdc,description,tfidf,class_weight,naive_bayes,inkscape_acdc_description_tfidf_class_weight_naive_bayes,0.8556430446194225,0.3,0.3076923076923077,0.3037974683544304,0.8332473756985909,0.02096641862170719,0.24815561376089543,0.06373886183095709,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.25116588940706197,0.0078125,True,2536,0.07665514945983887,
inkscape,acdc,description,tfidf,random_undersample,naive_bayes,inkscape_acdc_description_tfidf_random_undersample_naive_bayes,0.5511811023622047,0.14130434782608695,0.6666666666666666,0.23318385650224216,0.5605934633664862,0.060382025789851586,0.22904041113465673,0.02438592500268305,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.18055227755487374,0.015625,True,2536,0.07500791549682617,
inkscape,acdc,description,tfidf,none,xgboost,inkscape_acdc_description_tfidf_none_xgboost,0.9028871391076115,0.75,0.07692307692307693,0.13953488372093023,0.8957748858467791,0.005088715185176506,0.10303002786714847,0.07080942725227442,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.08690330477356181,0.40625,False,2536,79.92934584617615,
inkscape,acdc,description,tfidf,class_weight,xgboost,inkscape_acdc_description_tfidf_class_weight_xgboost,0.89501312335958,0.46153846153846156,0.15384615384615385,0.23076923076923078,0.8816852438899684,0.00876228857665243,0.12328777650145585,0.05346541161768777,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.17813765182186236,0.1484375,False,2536,80.26187491416931,
inkscape,acdc,description,tfidf,random_undersample,xgboost,inkscape_acdc_description_tfidf_random_undersample_xgboost,0.5538057742782152,0.10778443113772455,0.46153846153846156,0.17475728155339806,0.5571232943708123,0.038476966235059556,0.20353058430931956,0.04031964481988737,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.12212570260602965,0.0234375,True,2536,32.54882216453552,
inkscape,acdc,description,sbert_avg,none,logistic_regression,inkscape_acdc_description_sbert_avg_none_logistic_regression,0.8976377952755905,0.0,0.0,0.0,0.8980290507164864,0.00130076660633907,0.0,0.0,0.05263157894736842,0.8110236220472441,0.09164420485175202,-0.05263157894736842,1.0,False,2536,0.7231185436248779,
inkscape,acdc,description,sbert_avg,class_weight,logistic_regression,inkscape_acdc_description_sbert_avg_class_weight_logistic_regression,0.14960629921259844,0.10526315789473684,0.9743589743589743,0.19,0.13294459734035222,0.011328213381520168,0.18959292479523923,0.003983684950906613,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.13736842105263158,0.0390625,True,2536,0.605506181716919,
inkscape,acdc,description,sbert_avg,random_undersample,logistic_regression,inkscape_acdc_description_sbert_avg_random_undersample_logistic_regression,0.5433070866141733,0.13513513513513514,0.6410256410256411,0.22321428571428573,0.5605623407745969,0.04250826911434756,0.2034798746724675,0.03269728067047515,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.1705827067669173,0.015625,True,2536,0.1109311580657959,
inkscape,acdc,description,sbert_avg,none,random_forest,inkscape_acdc_description_sbert_avg_none_random_forest,0.8976377952755905,0.0,0.0,0.0,0.8980290507164864,0.00130076660633907,0.0,0.0,0.05263157894736842,0.8110236220472441,0.09164420485175202,-0.05263157894736842,1.0,False,2536,36.61387586593628,
inkscape,acdc,description,sbert_avg,class_weight,random_forest,inkscape_acdc_description_sbert_avg_class_weight_random_forest,0.32020997375328086,0.11267605633802817,0.8205128205128205,0.19814241486068113,0.3701254240453145,0.022590657788021044,0.1939880656200323,0.02271221878107874,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.1455108359133127,0.0390625,True,2536,33.24415159225464,
inkscape,acdc,description,sbert_avg,random_undersample,random_forest,inkscape_acdc_description_sbert_avg_random_undersample_random_forest,0.5826771653543307,0.13855421686746988,0.5897435897435898,0.22439024390243903,0.6084689018615757,0.023810203548968796,0.22137403987065735,0.019571742395139112,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.1717586649550706,0.015625,True,2536,4.981531381607056,
inkscape,acdc,description,sbert_avg,none,svm,inkscape_acdc_description_sbert_avg_none_svm,0.8976377952755905,0.0,0.0,0.0,0.8980290507164864,0.00130076660633907,0.0,0.0,0.05263157894736842,0.8110236220472441,0.09164420485175202,-0.05263157894736842,1.0,False,2536,9.539028882980347,
inkscape,acdc,description,sbert_avg,class_weight,svm,inkscape_acdc_description_sbert_avg_class_weight_svm,0.6430446194225722,0.15602836879432624,0.5641025641025641,0.24444444444444444,0.6247838091384822,0.009699299815461183,0.2454634202514016,0.04169285322896935,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.19181286549707602,0.0078125,True,2536,17.237104654312134,
inkscape,acdc,description,sbert_avg,random_undersample,svm,inkscape_acdc_description_sbert_avg_random_undersample_svm,0.6115485564304461,0.16149068322981366,0.6666666666666666,0.26,0.6129727855164351,0.041808999084315734,0.2177422626632929,0.038653916740260065,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.2073684210526316,0.015625,True,2536,0.7073690891265869,
inkscape,acdc,description,sbert_avg,none,knn,inkscape_acdc_description_sbert_avg_none_knn,0.9081364829396326,1.0,0.10256410256410256,0.18604651162790697,0.8946522494964809,0.004947348499657102,0.1266633840309306,0.06421438337710875,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.13341493268053856,0.1875,False,2536,0.11873483657836914,
inkscape,acdc,description,sbert_avg,class_weight,knn,inkscape_acdc_description_sbert_avg_class_weight_knn,0.9081364829396326,1.0,0.10256410256410256,0.18604651162790697,0.8946522494964809,0.004947348499657102,0.1266633840309306,0.06421438337710875,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.13341493268053856,0.1875,False,2536,0.12070608139038086,
inkscape,acdc,description,sbert_avg,random_undersample,knn,inkscape_acdc_description_sbert_avg_random_undersample_knn,0.6194225721784777,0.14666666666666667,0.5641025641025641,0.2328042328042328,0.5944059364120988,0.04390018985632072,0.2439099193065581,0.010365148833192502,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.18017265385686437,0.015625,True,2536,0.09040999412536621,
inkscape,acdc,description,sbert_avg,none,naive_bayes,inkscape_acdc_description_sbert_avg_none_naive_bayes,0.7480314960629921,0.2,0.48717948717948717,0.2835820895522388,0.7228199735902577,0.03631953271399905,0.21961973793465286,0.030776163424551993,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.23095051060487037,0.015625,True,2536,0.0901329517364502,
inkscape,acdc,description,sbert_avg,class_weight,naive_bayes,inkscape_acdc_description_sbert_avg_class_weight_naive_bayes,0.6955380577427821,0.17094017094017094,0.5128205128205128,0.2564102564102564,0.6839389641512202,0.03579972748255111,0.22678006335740236,0.021484489863163453,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.20377867746288797,0.015625,True,2536,0.12571978569030762,
inkscape,acdc,description,sbert_avg,random_undersample,naive_bayes,inkscape_acdc_description_sbert_avg_random_undersample_naive_bayes,0.5564304461942258,0.13068181818181818,0.5897435897435898,0.21395348837209302,0.5791514203017113,0.04657014429184416,0.2085421713908147,0.021814296149524987,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.1613219094247246,0.0234375,True,2536,0.07505655288696289,
inkscape,acdc,description,sbert_avg,none,xgboost,inkscape_acdc_description_sbert_avg_none_xgboost,0.9002624671916011,1.0,0.02564102564102564,0.05,0.8974688440624764,0.0028319656580585504,0.010582010582010581,0.025920526378657965,0.05263157894736842,0.8110236220472441,0.09164420485175202,-0.0026315789473684154,1.0,False,2536,60.13469624519348,
inkscape,acdc,description,sbert_avg,class_weight,xgboost,inkscape_acdc_description_sbert_avg_class_weight_xgboost,0.9002624671916011,1.0,0.02564102564102564,0.05,0.8952169022350468,0.00498048201024236,0.04961294862772695,0.060853299784378534,0.05263157894736842,0.8110236220472441,0.09164420485175202,-0.0026315789473684154,0.96875,False,2536,77.00210976600647,
inkscape,acdc,description,sbert_avg,random_undersample,xgboost,inkscape_acdc_description_sbert_avg_random_undersample_xgboost,0.5748031496062992,0.1317365269461078,0.5641025641025641,0.21359223300970873,0.6017130763792865,0.035267456440957835,0.21859423713845835,0.04303075707372157,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.1609606540623403,0.0078125,True,2536,36.91590356826782,
inkscape,acdc,description,sbert_avg,none,feedforward_nn,inkscape_acdc_description_sbert_avg_none_feedforward_nn,0.8976377952755905,0.0,0.0,0.0,0.894076481546526,0.008394909377173998,0.008403361344537815,0.020583947418346037,0.05263157894736842,0.8110236220472441,0.09164420485175202,-0.05263157894736842,0.96875,False,2536,3.2747602462768555,
inkscape,acdc,description,sbert_avg,class_weight,feedforward_nn,inkscape_acdc_description_sbert_avg_class_weight_feedforward_nn,0.8976377952755905,0.0,0.0,0.0,0.894076481546526,0.008394909377173998,0.008403361344537815,0.020583947418346037,0.05263157894736842,0.8110236220472441,0.09164420485175202,-0.05263157894736842,0.96875,False,2536,3.7469255924224854,
inkscape,acdc,description,sbert_avg,random_undersample,feedforward_nn,inkscape_acdc_description_sbert_avg_random_undersample_feedforward_nn,0.6561679790026247,0.16176470588235295,0.5641025641025641,0.25142857142857145,0.6128927559944335,0.07189794148960213,0.21088077637356578,0.03899830082986519,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.19879699248120303,0.0078125,True,2536,1.3859317302703857,
inkscape,acdc,description,sbert_max,none,logistic_regression,inkscape_acdc_description_sbert_max_none_logistic_regression,0.8976377952755905,0.0,0.0,0.0,0.8980290507164864,0.00130076660633907,0.0,0.0,0.05263157894736842,0.8110236220472441,0.09164420485175202,-0.05263157894736842,1.0,False,2536,0.5885624885559082,
inkscape,acdc,description,sbert_max,class_weight,logistic_regression,inkscape_acdc_description_sbert_max_class_weight_logistic_regression,0.14960629921259844,0.10526315789473684,0.9743589743589743,0.19,0.13407167977520595,0.011766458826860407,0.18979371247509305,0.003976365291038384,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.13736842105263158,0.0390625,True,2536,0.9084539413452148,
inkscape,acdc,description,sbert_max,random_undersample,logistic_regression,inkscape_acdc_description_sbert_max_random_undersample_logistic_regression,0.5485564304461942,0.14054054054054055,0.6666666666666666,0.23214285714285715,0.5673181662568859,0.03910101561306515,0.20801589196197828,0.033973944732355245,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.17951127819548873,0.0078125,True,2536,0.1683495044708252,
inkscape,acdc,description,sbert_max,none,random_forest,inkscape_acdc_description_sbert_max_none_random_forest,0.8976377952755905,0.0,0.0,0.0,0.8980290507164864,0.00130076660633907,0.0,0.0,0.05263157894736842,0.8110236220472441,0.09164420485175202,-0.05263157894736842,1.0,False,2536,40.93572497367859,
inkscape,acdc,description,sbert_max,class_weight,random_forest,inkscape_acdc_description_sbert_max_class_weight_random_forest,0.30446194225721784,0.1076388888888889,0.7948717948717948,0.18960244648318042,0.3526589808684982,0.02397297870802886,0.19223878708220382,0.018841677333382684,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.136970867535812,0.0390625,True,2536,37.846132040023804,
inkscape,acdc,description,sbert_max,random_undersample,random_forest,inkscape_acdc_description_sbert_max_random_undersample_random_forest,0.5905511811023622,0.16184971098265896,0.717948717948718,0.2641509433962264,0.5989009278978468,0.026917757151811692,0.2132180602508101,0.02990146460768298,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.211519364448858,0.015625,True,2536,5.5390625,
inkscape,acdc,description,sbert_max,none,svm,inkscape_acdc_description_sbert_max_none_svm,0.8976377952755905,0.0,0.0,0.0,0.8980290507164864,0.00130076660633907,0.0,0.0,0.05263157894736842,0.8110236220472441,0.09164420485175202,-0.05263157894736842,1.0,False,2536,14.145382642745972,
inkscape,acdc,description,sbert_max,class_weight,svm,inkscape_acdc_description_sbert_max_class_weight_svm,0.6509186351706037,0.16428571428571428,0.5897435897435898,0.2569832402234637,0.6343584522290444,0.019222775505628016,0.2503802113355705,0.04255797663965515,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.20435166127609528,0.0078125,True,2536,25.578343629837036,
inkscape,acdc,description,sbert_max,random_undersample,svm,inkscape_acdc_description_sbert_max_random_undersample_svm,0.6141732283464567,0.1625,0.6666666666666666,0.2613065326633166,0.617478892213572,0.038860958503110866,0.219896584016823,0.04047602881953691,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.20867495371594819,0.015625,True,2536,0.8265395164489746,
inkscape,acdc,description,sbert_max,none,knn,inkscape_acdc_description_sbert_max_none_knn,0.9028871391076115,1.0,0.05128205128205128,0.0975609756097561,0.8957771088890568,0.0045826052549212005,0.1111792350112706,0.07164932212486652,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.04492939666238768,0.46875,False,2536,0.13082218170166016,
inkscape,acdc,description,sbert_max,class_weight,knn,inkscape_acdc_description_sbert_max_class_weight_knn,0.9028871391076115,1.0,0.05128205128205128,0.0975609756097561,0.8957771088890568,0.0045826052549212005,0.1111792350112706,0.07164932212486652,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.04492939666238768,0.46875,False,2536,0.13012480735778809,
inkscape,acdc,description,sbert_max,random_undersample,knn,inkscape_acdc_description_sbert_max_random_undersample_knn,0.6220472440944882,0.152317880794702,0.5897435897435898,0.24210526315789474,0.5994633575941348,0.03364714175648778,0.23318279601378097,0.021984086614066988,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.18947368421052632,0.015625,True,2536,0.09158802032470703,
inkscape,acdc,description,sbert_max,none,naive_bayes,inkscape_acdc_description_sbert_max_none_naive_bayes,0.7532808398950132,0.1978021978021978,0.46153846153846156,0.27692307692307694,0.7352201034159267,0.029261079218036563,0.23021833779148754,0.0157691612989623,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.22429149797570852,0.015625,True,2536,0.09984445571899414,
inkscape,acdc,description,sbert_max,class_weight,naive_bayes,inkscape_acdc_description_sbert_max_class_weight_naive_bayes,0.7034120734908137,0.17543859649122806,0.5128205128205128,0.26143790849673204,0.6929422853763832,0.027325094381230333,0.227223060931366,0.02767683919484725,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.20880632954936362,0.015625,True,2536,0.14974021911621094,
inkscape,acdc,description,sbert_max,random_undersample,naive_bayes,inkscape_acdc_description_sbert_max_random_undersample_naive_bayes,0.5879265091863517,0.1402439024390244,0.5897435897435898,0.22660098522167488,0.5808342633060196,0.0442866404708277,0.20898725497631046,0.025795122682748067,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.17396940627430646,0.0234375,True,2536,0.08034205436706543,
inkscape,acdc,description,sbert_max,none,xgboost,inkscape_acdc_description_sbert_max_none_xgboost,0.9002624671916011,1.0,0.02564102564102564,0.05,0.8991583561936182,0.0017557925106848758,0.021164021164021163,0.03346325566315745,0.05263157894736842,0.8110236220472441,0.09164420485175202,-0.0026315789473684154,1.0,False,2536,72.91145849227905,
inkscape,acdc,description,sbert_max,class_weight,xgboost,inkscape_acdc_description_sbert_max_class_weight_xgboost,0.8976377952755905,0.5,0.02564102564102564,0.04878048780487805,0.8985937034550523,0.004007758672628544,0.07110277061015977,0.05309688678294686,0.05263157894736842,0.8110236220472441,0.09164420485175202,-0.0038510911424903677,0.65625,False,2536,107.7767903804779,
inkscape,acdc,description,sbert_max,random_undersample,xgboost,inkscape_acdc_description_sbert_max_random_undersample_xgboost,0.5721784776902887,0.14367816091954022,0.6410256410256411,0.2347417840375587,0.5887505168573296,0.03453155078229137,0.2033437714591239,0.038022540730448535,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.18211020509019027,0.0390625,True,2536,39.04958200454712,
inkscape,acdc,description,sbert_max,none,feedforward_nn,inkscape_acdc_description_sbert_max_none_feedforward_nn,0.8976377952755905,0.0,0.0,0.0,0.8952057870236575,0.005629599889510287,0.01913265306122449,0.030345350136148773,0.05263157894736842,0.8110236220472441,0.09164420485175202,-0.05263157894736842,0.9453125,False,2536,3.3422703742980957,
inkscape,acdc,description,sbert_max,class_weight,feedforward_nn,inkscape_acdc_description_sbert_max_class_weight_feedforward_nn,0.8976377952755905,0.0,0.0,0.0,0.8952057870236575,0.005629599889510287,0.01913265306122449,0.030345350136148773,0.05263157894736842,0.8110236220472441,0.09164420485175202,-0.05263157894736842,0.9453125,False,2536,3.348747491836548,
inkscape,acdc,description,sbert_max,random_undersample,feedforward_nn,inkscape_acdc_description_sbert_max_random_undersample_feedforward_nn,0.6666666666666666,0.16153846153846155,0.5384615384615384,0.2485207100591716,0.5757368273629827,0.08835764796642186,0.22057277008461723,0.041649591473727945,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.19588913111180317,0.0078125,True,2536,1.3406071662902832,
inkscape,acdc,description,sbert_tfidf_weighted,none,logistic_regression,inkscape_acdc_description_sbert_tfidf_weighted_none_logistic_regression,0.8976377952755905,0.0,0.0,0.0,0.8980290507164864,0.00130076660633907,0.0,0.0,0.05263157894736842,0.8110236220472441,0.09164420485175202,-0.05263157894736842,1.0,False,2536,0.7261843681335449,
inkscape,acdc,description,sbert_tfidf_weighted,class_weight,logistic_regression,inkscape_acdc_description_sbert_tfidf_weighted_class_weight_logistic_regression,0.15223097112860892,0.10555555555555556,0.9743589743589743,0.19047619047619047,0.13407167977520595,0.01098795850835237,0.18979064194309436,0.0038978032725660926,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.13784461152882205,0.0390625,True,2536,0.9699211120605469,
inkscape,acdc,description,sbert_tfidf_weighted,random_undersample,logistic_regression,inkscape_acdc_description_sbert_tfidf_weighted_random_undersample_logistic_regression,0.5459317585301837,0.13186813186813187,0.6153846153846154,0.2171945701357466,0.5650640013871784,0.04138415946224051,0.20958987542396215,0.03579659094673197,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.1645629911883782,0.0078125,True,2536,0.14094805717468262,
inkscape,acdc,description,sbert_tfidf_weighted,none,random_forest,inkscape_acdc_description_sbert_tfidf_weighted_none_random_forest,0.8976377952755905,0.0,0.0,0.0,0.8980290507164864,0.00130076660633907,0.0,0.0,0.05263157894736842,0.8110236220472441,0.09164420485175202,-0.05263157894736842,1.0,False,2536,41.906428813934326,
inkscape,acdc,description,sbert_tfidf_weighted,class_weight,random_forest,inkscape_acdc_description_sbert_tfidf_weighted_class_weight_random_forest,0.3228346456692913,0.11307420494699646,0.8205128205128205,0.19875776397515527,0.37125695256472385,0.02124862374716881,0.19542644884337942,0.02324000297223927,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.14612618502778685,0.0390625,True,2536,36.53149056434631,
inkscape,acdc,description,sbert_tfidf_weighted,random_undersample,random_forest,inkscape_acdc_description_sbert_tfidf_weighted_random_undersample_random_forest,0.5774278215223098,0.1411764705882353,0.6153846153846154,0.22966507177033493,0.6107008363085049,0.017157664676801195,0.2290791869726915,0.013529591266326529,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.17703349282296652,0.015625,True,2536,5.830778360366821,
inkscape,acdc,description,sbert_tfidf_weighted,none,svm,inkscape_acdc_description_sbert_tfidf_weighted_none_svm,0.8976377952755905,0.0,0.0,0.0,0.8980290507164864,0.00130076660633907,0.0,0.0,0.05263157894736842,0.8110236220472441,0.09164420485175202,-0.05263157894736842,1.0,False,2536,14.980556011199951,
inkscape,acdc,description,sbert_tfidf_weighted,class_weight,svm,inkscape_acdc_description_sbert_tfidf_weighted_class_weight_svm,0.6456692913385826,0.15714285714285714,0.5641025641025641,0.24581005586592178,0.6242236024844721,0.01349621691349412,0.24560365146243,0.03530091276571965,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.19317847691855336,0.0078125,True,2536,23.24520468711853,
inkscape,acdc,description,sbert_tfidf_weighted,random_undersample,svm,inkscape_acdc_description_sbert_tfidf_weighted_random_undersample_svm,0.6194225721784777,0.16455696202531644,0.6666666666666666,0.2639593908629442,0.6219738836993203,0.049794029331838796,0.22276038629467093,0.04204264828424729,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.21132781191557576,0.015625,True,2536,0.6981573104858398,
inkscape,acdc,description,sbert_tfidf_weighted,none,knn,inkscape_acdc_description_sbert_tfidf_weighted_none_knn,0.9081364829396326,1.0,0.10256410256410256,0.18604651162790697,0.8929605143230613,0.0064306054288638306,0.125179153975272,0.06303157818484159,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.13341493268053856,0.1875,False,2536,0.1733846664428711,
inkscape,acdc,description,sbert_tfidf_weighted,class_weight,knn,inkscape_acdc_description_sbert_tfidf_weighted_class_weight_knn,0.9081364829396326,1.0,0.10256410256410256,0.18604651162790697,0.8929605143230613,0.0064306054288638306,0.125179153975272,0.06303157818484159,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.13341493268053856,0.1875,False,2536,0.17918872833251953,
inkscape,acdc,description,sbert_tfidf_weighted,random_undersample,knn,inkscape_acdc_description_sbert_tfidf_weighted_random_undersample_knn,0.6089238845144357,0.14285714285714285,0.5641025641025641,0.22797927461139897,0.5898976066726839,0.042494073645617324,0.23864676197363316,0.007728186679301161,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.17534769566403055,0.015625,True,2536,0.11379599571228027,
inkscape,acdc,description,sbert_tfidf_weighted,none,naive_bayes,inkscape_acdc_description_sbert_tfidf_weighted_none_naive_bayes,0.7637795275590551,0.21348314606741572,0.48717948717948717,0.296875,0.7262056669793747,0.03639669205858036,0.2295678312969005,0.028298781509402134,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.24424342105263158,0.015625,True,2536,0.15268230438232422,
inkscape,acdc,description,sbert_tfidf_weighted,class_weight,naive_bayes,inkscape_acdc_description_sbert_tfidf_weighted_class_weight_naive_bayes,0.6929133858267716,0.1694915254237288,0.5128205128205128,0.25477707006369427,0.6845058399320638,0.03447503654757909,0.22929687087058712,0.022598119302275673,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.20214549111632585,0.015625,True,2536,0.18663525581359863,
inkscape,acdc,description,sbert_tfidf_weighted,random_undersample,naive_bayes,inkscape_acdc_description_sbert_tfidf_weighted_random_undersample_naive_bayes,0.5538057742782152,0.12994350282485875,0.5897435897435898,0.21296296296296297,0.5819746839945402,0.04446450686739162,0.20879266665640642,0.026036845966384004,0.05263157894736842,0.8110236220472441,0.09164420485175202,0.16033138401559455,0.0234375,True,2536,0.1083376407623291,
inkscape,acdc,description,sbert_tfidf_weighted,none,xgboost,inkscape_acdc_description_sbert_tfidf_weighted_none_xgboost,0.9002624671916011,1.0,0.02564102564102564,0.05,0.8980334968010422,0.0031091660352089846,0.021164021164021163,0.03346325566315745,0.05263157894736842,0.8110236220472441,0.09164420485175202,-0.0026315789473684154,1.0,False,2536,85.75898003578186,
