variant,project,tp,fp,fn,f1,f2
Full,teammates,57,30,0,0.791667,0.904762
NoFullNameValid,teammates,57,49,0,0.699387,0.853293
NoPartialNameValid,teammates,57,59,0,0.658960,0.828488
NoCitation,teammates,57,82,0,0.581633,0.776567
NoValidator,teammates,57,121,0,0.485106,0.701970
