task,system,config,backend,knowledge,run,project,n_links,P,R,F1,src,sha
model-doc,aalinker,terra_s121ctl,gpt-5.6-terra,full,run1,mediastore,34,0.9118,1.0000,0.9538,results/s121ctl_extracts/terra/run1/mediastore.json,d7a5a87865cbc2a9
model-doc,aalinker,terra_s121ctl,gpt-5.6-terra,full,run1,teastore,26,1.0000,0.9630,0.9811,results/s121ctl_extracts/terra/run1/teastore.json,1aff3b38886f3190
model-doc,aalinker,terra_s121ctl,gpt-5.6-terra,full,run1,teammates,61,0.8689,0.9298,0.8983,results/s121ctl_extracts/terra/run1/teammates.json,8c71a3b59be716a8
model-doc,aalinker,terra_s121ctl,gpt-5.6-terra,full,run1,bigbluebutton,64,0.8281,0.8548,0.8413,results/s121ctl_extracts/terra/run1/bigbluebutton.json,c28b0da18da10303
model-doc,aalinker,terra_s121ctl,gpt-5.6-terra,full,run1,jabref,19,0.9474,1.0000,0.9730,results/s121ctl_extracts/terra/run1/jabref.json,29b2d5836251a9ab
model-doc,aalinker,terra_s121ctl,gpt-5.6-terra,full,run2,mediastore,34,0.9118,1.0000,0.9538,results/s121ctl_extracts/terra/run2/mediastore.json,ca31ce99c650c9f9
model-doc,aalinker,terra_s121ctl,gpt-5.6-terra,full,run2,teastore,27,1.0000,1.0000,1.0000,results/s121ctl_extracts/terra/run2/teastore.json,dbd6d85f0326c091
model-doc,aalinker,terra_s121ctl,gpt-5.6-terra,full,run2,teammates,63,0.8254,0.9123,0.8667,results/s121ctl_extracts/terra/run2/teammates.json,916fd4026a79ee00
model-doc,aalinker,terra_s121ctl,gpt-5.6-terra,full,run2,bigbluebutton,65,0.8308,0.8710,0.8504,results/s121ctl_extracts/terra/run2/bigbluebutton.json,9bbed5a3351267b6
model-doc,aalinker,terra_s121ctl,gpt-5.6-terra,full,run2,jabref,19,0.9474,1.0000,0.9730,results/s121ctl_extracts/terra/run2/jabref.json,d27af65fc7cb6695
model-doc,aalinker,terra_s121ctl,gpt-5.6-terra,full,run3,mediastore,34,0.9118,1.0000,0.9538,results/s121ctl_extracts/terra/run3/mediastore.json,d9f65d491df63ea6
model-doc,aalinker,terra_s121ctl,gpt-5.6-terra,full,run3,teastore,26,1.0000,0.9630,0.9811,results/s121ctl_extracts/terra/run3/teastore.json,21034b7caaf414b8
model-doc,aalinker,terra_s121ctl,gpt-5.6-terra,full,run3,teammates,62,0.8710,0.9474,0.9076,results/s121ctl_extracts/terra/run3/teammates.json,1897a2d37e0454a2
model-doc,aalinker,terra_s121ctl,gpt-5.6-terra,full,run3,bigbluebutton,65,0.8308,0.8710,0.8504,results/s121ctl_extracts/terra/run3/bigbluebutton.json,659d7c440679f3b5
model-doc,aalinker,terra_s121ctl,gpt-5.6-terra,full,run3,jabref,18,1.0000,1.0000,1.0000,results/s121ctl_extracts/terra/run3/jabref.json,78d4bc78657d8db1
