task,system,config,backend,knowledge,run,project,n_links,P,R,F1,src,sha
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run1,mediastore,34,0.9118,1.0000,0.9538,results/s110_extracts/terra/run1/mediastore.json,9448422c9aeef7ce
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run1,teastore,26,1.0000,0.9630,0.9811,results/s110_extracts/terra/run1/teastore.json,383da99b3e225b2f
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run1,teammates,69,0.7826,0.9474,0.8571,results/s110_extracts/terra/run1/teammates.json,0ff343d22412243d
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run1,bigbluebutton,66,0.8636,0.9194,0.8906,results/s110_extracts/terra/run1/bigbluebutton.json,2a264cd52691bd0c
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run1,jabref,18,1.0000,1.0000,1.0000,results/s110_extracts/terra/run1/jabref.json,a6c6b17fe94567aa
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run2,mediastore,34,0.9118,1.0000,0.9538,results/s110_extracts/terra/run2/mediastore.json,d9dbdad5cbd24144
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run2,teastore,26,1.0000,0.9630,0.9811,results/s110_extracts/terra/run2/teastore.json,b9b1ed2736a8790d
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run2,teammates,64,0.8125,0.9123,0.8595,results/s110_extracts/terra/run2/teammates.json,05ebedd206004d63
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run2,bigbluebutton,68,0.8676,0.9516,0.9077,results/s110_extracts/terra/run2/bigbluebutton.json,e0e01afcdee8948c
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run2,jabref,18,1.0000,1.0000,1.0000,results/s110_extracts/terra/run2/jabref.json,12e6b41f14054199
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run3,mediastore,34,0.9118,1.0000,0.9538,results/s110_extracts/terra/run3/mediastore.json,7eea36801bf500f5
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run3,teastore,26,1.0000,0.9630,0.9811,results/s110_extracts/terra/run3/teastore.json,b2c658dbbc4352c7
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run3,teammates,66,0.8333,0.9649,0.8943,results/s110_extracts/terra/run3/teammates.json,9e7b7dc97ba35978
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run3,bigbluebutton,70,0.8143,0.9194,0.8636,results/s110_extracts/terra/run3/bigbluebutton.json,d18449f2e44b86a6
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run3,jabref,18,1.0000,1.0000,1.0000,results/s110_extracts/terra/run3/jabref.json,c715e73f4cf9a6b6
