task,system,config,backend,knowledge,run,project,n_links,P,R,F1,src,sha
model-doc,aalinker,terra_s124,gpt-5.6-terra,full,run1,mediastore,30,1.0000,0.9677,0.9836,results/s124_extracts/terra/run1/mediastore.json,bcb5420ff2061664
model-doc,aalinker,terra_s124,gpt-5.6-terra,full,run1,teastore,27,1.0000,1.0000,1.0000,results/s124_extracts/terra/run1/teastore.json,92150460e88827a8
model-doc,aalinker,terra_s124,gpt-5.6-terra,full,run1,teammates,58,0.8621,0.8772,0.8696,results/s124_extracts/terra/run1/teammates.json,fed269a4b7dd9e7e
model-doc,aalinker,terra_s124,gpt-5.6-terra,full,run1,bigbluebutton,63,0.8889,0.9032,0.8960,results/s124_extracts/terra/run1/bigbluebutton.json,f133573623b31cc7
model-doc,aalinker,terra_s124,gpt-5.6-terra,full,run1,jabref,19,0.9474,1.0000,0.9730,results/s124_extracts/terra/run1/jabref.json,09f97fe6d97b7a61
model-doc,aalinker,terra_s124,gpt-5.6-terra,full,run2,mediastore,31,1.0000,1.0000,1.0000,results/s124_extracts/terra/run2/mediastore.json,198fa4f8dfc7941a
model-doc,aalinker,terra_s124,gpt-5.6-terra,full,run2,teastore,26,1.0000,0.9630,0.9811,results/s124_extracts/terra/run2/teastore.json,b6a1c660414879a6
model-doc,aalinker,terra_s124,gpt-5.6-terra,full,run2,teammates,60,0.8833,0.9298,0.9060,results/s124_extracts/terra/run2/teammates.json,e80942040aacfce6
model-doc,aalinker,terra_s124,gpt-5.6-terra,full,run2,bigbluebutton,60,0.8667,0.8387,0.8525,results/s124_extracts/terra/run2/bigbluebutton.json,05722f2b6df444d9
model-doc,aalinker,terra_s124,gpt-5.6-terra,full,run2,jabref,19,0.9474,1.0000,0.9730,results/s124_extracts/terra/run2/jabref.json,5063c89bfe67fe4b
model-doc,aalinker,terra_s124,gpt-5.6-terra,full,run3,mediastore,33,0.9091,0.9677,0.9375,results/s124_extracts/terra/run3/mediastore.json,2c2e5b5c5866200f
model-doc,aalinker,terra_s124,gpt-5.6-terra,full,run3,teastore,26,1.0000,0.9630,0.9811,results/s124_extracts/terra/run3/teastore.json,57aba254823e4174
model-doc,aalinker,terra_s124,gpt-5.6-terra,full,run3,teammates,61,0.8525,0.9123,0.8814,results/s124_extracts/terra/run3/teammates.json,f1bb831962ccf6c4
model-doc,aalinker,terra_s124,gpt-5.6-terra,full,run3,bigbluebutton,60,0.8667,0.8387,0.8525,results/s124_extracts/terra/run3/bigbluebutton.json,5ce833e1e3251bf3
model-doc,aalinker,terra_s124,gpt-5.6-terra,full,run3,jabref,19,0.9474,1.0000,0.9730,results/s124_extracts/terra/run3/jabref.json,044df4f60623eafd
