task,system,config,backend,knowledge,run,project,n_links,P,R,F1,src,sha
model-doc,aalinker,luna_s120,gpt-5.6-luna,full,run1,mediastore,34,0.9118,1.0000,0.9538,results/s120_extracts/luna/run1/mediastore.json,0157488f0358e6b1
model-doc,aalinker,luna_s120,gpt-5.6-luna,full,run1,teastore,29,0.9310,1.0000,0.9643,results/s120_extracts/luna/run1/teastore.json,a0e60c216fc820d9
model-doc,aalinker,luna_s120,gpt-5.6-luna,full,run1,teammates,74,0.7027,0.9123,0.7939,results/s120_extracts/luna/run1/teammates.json,3b258d65c6c14201
model-doc,aalinker,luna_s120,gpt-5.6-luna,full,run1,bigbluebutton,73,0.8493,1.0000,0.9185,results/s120_extracts/luna/run1/bigbluebutton.json,95fc1fea2e37ddc6
model-doc,aalinker,luna_s120,gpt-5.6-luna,full,run1,jabref,17,1.0000,0.9444,0.9714,results/s120_extracts/luna/run1/jabref.json,87837bfda46a14c4
model-doc,aalinker,luna_s120,gpt-5.6-luna,full,run2,mediastore,34,0.9118,1.0000,0.9538,results/s120_extracts/luna/run2/mediastore.json,28f02cd385dfbacc
model-doc,aalinker,luna_s120,gpt-5.6-luna,full,run2,teastore,28,0.9286,0.9630,0.9455,results/s120_extracts/luna/run2/teastore.json,ab4acf8f3574d1eb
model-doc,aalinker,luna_s120,gpt-5.6-luna,full,run2,teammates,101,0.5545,0.9825,0.7089,results/s120_extracts/luna/run2/teammates.json,a99c3030d40e5df8
model-doc,aalinker,luna_s120,gpt-5.6-luna,full,run2,bigbluebutton,75,0.8000,0.9677,0.8759,results/s120_extracts/luna/run2/bigbluebutton.json,4958cdf1ea1f8c75
model-doc,aalinker,luna_s120,gpt-5.6-luna,full,run2,jabref,17,1.0000,0.9444,0.9714,results/s120_extracts/luna/run2/jabref.json,ce520fe93dc80638
model-doc,aalinker,luna_s120,gpt-5.6-luna,full,run3,mediastore,33,0.9091,0.9677,0.9375,results/s120_extracts/luna/run3/mediastore.json,77970808ab282d4e
model-doc,aalinker,luna_s120,gpt-5.6-luna,full,run3,teastore,29,0.9310,1.0000,0.9643,results/s120_extracts/luna/run3/teastore.json,24737a55c2cb767e
model-doc,aalinker,luna_s120,gpt-5.6-luna,full,run3,teammates,116,0.4828,0.9825,0.6474,results/s120_extracts/luna/run3/teammates.json,765c7d8673bcdf2f
model-doc,aalinker,luna_s120,gpt-5.6-luna,full,run3,bigbluebutton,76,0.8158,1.0000,0.8986,results/s120_extracts/luna/run3/bigbluebutton.json,d73b6b59506fb4e7
model-doc,aalinker,luna_s120,gpt-5.6-luna,full,run3,jabref,18,1.0000,1.0000,1.0000,results/s120_extracts/luna/run3/jabref.json,f545efdc2eb50f3c
