task,system,config,backend,knowledge,run,project,n_links,P,R,F1,src,sha
model-doc,aalinker,luna_s124,gpt-5.6-luna,full,run1,mediastore,32,0.9062,0.9355,0.9206,results/s124_extracts/luna/run1/mediastore.json,b9b1d2550625ae5b
model-doc,aalinker,luna_s124,gpt-5.6-luna,full,run1,teastore,29,0.8966,0.9630,0.9286,results/s124_extracts/luna/run1/teastore.json,5b436d54796c05ee
model-doc,aalinker,luna_s124,gpt-5.6-luna,full,run1,teammates,73,0.7671,0.9825,0.8615,results/s124_extracts/luna/run1/teammates.json,fa00d92348ba34c3
model-doc,aalinker,luna_s124,gpt-5.6-luna,full,run1,bigbluebutton,65,0.8308,0.8710,0.8504,results/s124_extracts/luna/run1/bigbluebutton.json,68900b2c1579a7ab
model-doc,aalinker,luna_s124,gpt-5.6-luna,full,run1,jabref,18,1.0000,1.0000,1.0000,results/s124_extracts/luna/run1/jabref.json,0cb00ca76702be7d
model-doc,aalinker,luna_s124,gpt-5.6-luna,full,run2,mediastore,32,0.9375,0.9677,0.9524,results/s124_extracts/luna/run2/mediastore.json,a734c1d3f50246e2
model-doc,aalinker,luna_s124,gpt-5.6-luna,full,run2,teastore,27,0.9630,0.9630,0.9630,results/s124_extracts/luna/run2/teastore.json,dbd4c4b04baa8b94
model-doc,aalinker,luna_s124,gpt-5.6-luna,full,run2,teammates,76,0.7105,0.9474,0.8120,results/s124_extracts/luna/run2/teammates.json,f0894dd4de0ad9ec
model-doc,aalinker,luna_s124,gpt-5.6-luna,full,run2,bigbluebutton,63,0.7937,0.8065,0.8000,results/s124_extracts/luna/run2/bigbluebutton.json,27728cfe7b943d39
model-doc,aalinker,luna_s124,gpt-5.6-luna,full,run2,jabref,18,1.0000,1.0000,1.0000,results/s124_extracts/luna/run2/jabref.json,6590517bd67af0c9
model-doc,aalinker,luna_s124,gpt-5.6-luna,full,run3,mediastore,33,0.9091,0.9677,0.9375,results/s124_extracts/luna/run3/mediastore.json,d9a0399ad892e765
model-doc,aalinker,luna_s124,gpt-5.6-luna,full,run3,teastore,28,0.9286,0.9630,0.9455,results/s124_extracts/luna/run3/teastore.json,a436d667852fe6f0
model-doc,aalinker,luna_s124,gpt-5.6-luna,full,run3,teammates,76,0.7105,0.9474,0.8120,results/s124_extracts/luna/run3/teammates.json,b3b2ff2d3ade353f
model-doc,aalinker,luna_s124,gpt-5.6-luna,full,run3,bigbluebutton,73,0.7123,0.8387,0.7704,results/s124_extracts/luna/run3/bigbluebutton.json,19c0ac19778d5e91
model-doc,aalinker,luna_s124,gpt-5.6-luna,full,run3,jabref,19,0.9474,1.0000,0.9730,results/s124_extracts/luna/run3/jabref.json,725ab56fa9ac8968
