task,system,config,backend,knowledge,run,project,n_links,P,R,F1,src,sha
model-doc,aalinker,terra_s120,gpt-5.6-terra,full,run1,mediastore,31,1.0000,1.0000,1.0000,results/s120_extracts/terra/run1/mediastore.json,5e0a723724edb209
model-doc,aalinker,terra_s120,gpt-5.6-terra,full,run1,teastore,26,1.0000,0.9630,0.9811,results/s120_extracts/terra/run1/teastore.json,908c396327962a1b
model-doc,aalinker,terra_s120,gpt-5.6-terra,full,run1,teammates,62,0.8226,0.8947,0.8571,results/s120_extracts/terra/run1/teammates.json,8c4165c0754b60af
model-doc,aalinker,terra_s120,gpt-5.6-terra,full,run1,bigbluebutton,72,0.8611,1.0000,0.9254,results/s120_extracts/terra/run1/bigbluebutton.json,55e8d16e8b71bc0a
model-doc,aalinker,terra_s120,gpt-5.6-terra,full,run1,jabref,19,0.9474,1.0000,0.9730,results/s120_extracts/terra/run1/jabref.json,798cd884c9769ede
model-doc,aalinker,terra_s120,gpt-5.6-terra,full,run2,mediastore,31,1.0000,1.0000,1.0000,results/s120_extracts/terra/run2/mediastore.json,a204b5276eef31df
model-doc,aalinker,terra_s120,gpt-5.6-terra,full,run2,teastore,26,1.0000,0.9630,0.9811,results/s120_extracts/terra/run2/teastore.json,9e8130ebfc23f76d
model-doc,aalinker,terra_s120,gpt-5.6-terra,full,run2,teammates,66,0.8182,0.9474,0.8780,results/s120_extracts/terra/run2/teammates.json,aac833298823186a
model-doc,aalinker,terra_s120,gpt-5.6-terra,full,run2,bigbluebutton,66,0.8788,0.9355,0.9062,results/s120_extracts/terra/run2/bigbluebutton.json,e275adeeabb9d5e6
model-doc,aalinker,terra_s120,gpt-5.6-terra,full,run2,jabref,18,1.0000,1.0000,1.0000,results/s120_extracts/terra/run2/jabref.json,4651f86d7b68a0a3
model-doc,aalinker,terra_s120,gpt-5.6-terra,full,run3,mediastore,31,1.0000,1.0000,1.0000,results/s120_extracts/terra/run3/mediastore.json,7874e3adad2e0f75
model-doc,aalinker,terra_s120,gpt-5.6-terra,full,run3,teastore,26,1.0000,0.9630,0.9811,results/s120_extracts/terra/run3/teastore.json,d42e976d8f74e42b
model-doc,aalinker,terra_s120,gpt-5.6-terra,full,run3,teammates,69,0.7971,0.9649,0.8730,results/s120_extracts/terra/run3/teammates.json,a297a06598298064
model-doc,aalinker,terra_s120,gpt-5.6-terra,full,run3,bigbluebutton,73,0.8493,1.0000,0.9185,results/s120_extracts/terra/run3/bigbluebutton.json,a50f23629bdd538c
model-doc,aalinker,terra_s120,gpt-5.6-terra,full,run3,jabref,18,1.0000,1.0000,1.0000,results/s120_extracts/terra/run3/jabref.json,cc38711ba1797b37
