variant,project,tp,fp,fn,f1,f2
Full,mediastore,19,0,12,0.760000,0.664336
NoNameValid,mediastore,19,0,12,0.760000,0.664336
NoCitation,mediastore,26,2,5,0.881356,0.855263
NoValidator,mediastore,26,2,5,0.881356,0.855263
