variant,project,tp,fp,fn,f1,f2
Full,teastore,27,0,0,1.000000,1.000000
NoNameValid,teastore,27,4,0,0.931034,0.971223
NoCitation,teastore,27,5,0,0.915254,0.964286
NoValidator,teastore,27,9,0,0.857143,0.937500
