variant,project,tp,fp,fn,f1,f2
Full,jabref,18,0,0,1.000000,1.000000
NoFullNameValid,jabref,18,2,0,0.947368,0.978261
NoPartialNameValid,jabref,18,0,0,1.000000,1.000000
NoCitation,jabref,18,4,0,0.900000,0.957447
NoValidator,jabref,18,5,0,0.878049,0.947368
