task,system,config,backend,knowledge,run,project,n_links,P,R,F1,src,sha
doc-code,aalinker-composed,luna_s123ctl,gpt-5.6-luna,full,run1,mediastore,58,,,,model-doc/aalinker/luna_s123ctl/run1/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,luna_s123ctl,gpt-5.6-luna,full,run1,teastore,709,,,,model-doc/aalinker/luna_s123ctl/run1/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,luna_s123ctl,gpt-5.6-luna,full,run1,teammates,7990,,,,model-doc/aalinker/luna_s123ctl/run1/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,luna_s123ctl,gpt-5.6-luna,full,run1,bigbluebutton,1986,,,,model-doc/aalinker/luna_s123ctl/run1/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,luna_s123ctl,gpt-5.6-luna,full,run1,jabref,8272,,,,model-doc/aalinker/luna_s123ctl/run1/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,luna_s123ctl,gpt-5.6-luna,full,run2,mediastore,56,,,,model-doc/aalinker/luna_s123ctl/run2/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,luna_s123ctl,gpt-5.6-luna,full,run2,teastore,685,,,,model-doc/aalinker/luna_s123ctl/run2/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,luna_s123ctl,gpt-5.6-luna,full,run2,teammates,7051,,,,model-doc/aalinker/luna_s123ctl/run2/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,luna_s123ctl,gpt-5.6-luna,full,run2,bigbluebutton,1838,,,,model-doc/aalinker/luna_s123ctl/run2/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,luna_s123ctl,gpt-5.6-luna,full,run2,jabref,9244,,,,model-doc/aalinker/luna_s123ctl/run2/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,luna_s123ctl,gpt-5.6-luna,full,run3,mediastore,56,,,,model-doc/aalinker/luna_s123ctl/run3/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,luna_s123ctl,gpt-5.6-luna,full,run3,teastore,683,,,,model-doc/aalinker/luna_s123ctl/run3/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,luna_s123ctl,gpt-5.6-luna,full,run3,teammates,7130,,,,model-doc/aalinker/luna_s123ctl/run3/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,luna_s123ctl,gpt-5.6-luna,full,run3,bigbluebutton,2068,,,,model-doc/aalinker/luna_s123ctl/run3/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,luna_s123ctl,gpt-5.6-luna,full,run3,jabref,8290,,,,model-doc/aalinker/luna_s123ctl/run3/jabref.csv o model-code/arcotl/jabref.csv,
