task,system,config,backend,knowledge,run,project,n_links,P,R,F1,src,sha
doc-code,aalinker-composed,terra_s124,gpt-5.6-terra,full,run1,mediastore,49,,,,model-doc/aalinker/terra_s124/run1/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,terra_s124,gpt-5.6-terra,full,run1,teastore,707,,,,model-doc/aalinker/terra_s124/run1/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,terra_s124,gpt-5.6-terra,full,run1,teammates,6231,,,,model-doc/aalinker/terra_s124/run1/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,terra_s124,gpt-5.6-terra,full,run1,bigbluebutton,1879,,,,model-doc/aalinker/terra_s124/run1/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,terra_s124,gpt-5.6-terra,full,run1,jabref,9244,,,,model-doc/aalinker/terra_s124/run1/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,terra_s124,gpt-5.6-terra,full,run2,mediastore,52,,,,model-doc/aalinker/terra_s124/run2/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,terra_s124,gpt-5.6-terra,full,run2,teastore,677,,,,model-doc/aalinker/terra_s124/run2/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,terra_s124,gpt-5.6-terra,full,run2,teammates,6302,,,,model-doc/aalinker/terra_s124/run2/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,terra_s124,gpt-5.6-terra,full,run2,bigbluebutton,1771,,,,model-doc/aalinker/terra_s124/run2/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,terra_s124,gpt-5.6-terra,full,run2,jabref,9244,,,,model-doc/aalinker/terra_s124/run2/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,terra_s124,gpt-5.6-terra,full,run3,mediastore,58,,,,model-doc/aalinker/terra_s124/run3/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,terra_s124,gpt-5.6-terra,full,run3,teastore,677,,,,model-doc/aalinker/terra_s124/run3/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,terra_s124,gpt-5.6-terra,full,run3,teammates,6927,,,,model-doc/aalinker/terra_s124/run3/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,terra_s124,gpt-5.6-terra,full,run3,bigbluebutton,1833,,,,model-doc/aalinker/terra_s124/run3/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,terra_s124,gpt-5.6-terra,full,run3,jabref,9244,,,,model-doc/aalinker/terra_s124/run3/jabref.csv o model-code/arcotl/jabref.csv,
