group,model,arm,run,project,label,chars
resolve3,terra,ctl,2,teastore,Coref batch 5,2504
resolve3,terra,ctl,2,teastore,Validation pass,9842
resolve3,terra,ctl,2,teastore,Validation pass,4249
resolve3,terra,nocasectx,2,teastore,Coref batch 1,4003
resolve3,terra,nocasectx,2,teastore,Coref batch 2,5024
resolve3,terra,nocasectx,2,teastore,Coref batch 3,4836
resolve3,terra,nocasectx,2,teastore,Coref batch 4,4686
resolve3,terra,nocasectx,2,teastore,Coref batch 5,2402
resolve3,terra,nocasectx,2,teastore,Validation pass,10070
resolve3,terra,nocasectx,2,teastore,Validation pass,3149
resolve3,terra,notargetrows,2,teastore,Coref batch 1,3210
resolve3,terra,notargetrows,2,teastore,Coref batch 2,4022
resolve3,terra,notargetrows,2,teastore,Coref batch 3,3960
resolve3,terra,notargetrows,2,teastore,Coref batch 4,3638
resolve3,terra,notargetrows,2,teastore,Coref batch 5,2172
resolve3,terra,notargetrows,2,teastore,Validation pass,10322
resolve3,terra,notargetrows,2,teastore,Validation pass,2045
resolve3,terra,ctl,2,teammates,Coref batch 1,4283
resolve3,terra,ctl,2,teammates,Coref batch 2,4574
resolve3,terra,ctl,2,teammates,Coref batch 3,4498
resolve3,terra,ctl,2,teammates,Coref batch 4,4579
resolve3,terra,ctl,2,teammates,Coref batch 5,4985
resolve3,terra,ctl,2,teammates,Coref batch 6,4980
resolve3,terra,ctl,2,teammates,Coref batch 7,5005
resolve3,terra,ctl,2,teammates,Coref batch 8,5262
resolve3,terra,ctl,2,teammates,Coref batch 9,4528
resolve3,terra,ctl,2,teammates,Coref batch 10,4333
resolve3,terra,ctl,2,teammates,Coref batch 11,4358
resolve3,terra,ctl,2,teammates,Coref batch 12,4368
resolve3,terra,ctl,2,teammates,Coref batch 13,4812
resolve3,terra,ctl,2,teammates,Coref batch 14,5138
resolve3,terra,ctl,2,teammates,Coref batch 15,4805
resolve3,terra,ctl,2,teammates,Coref batch 16,4422
resolve3,terra,ctl,2,teammates,Coref batch 17,4646
resolve3,terra,ctl,2,teammates,Coref batch 18,4819
resolve3,terra,ctl,2,teammates,Coref batch 19,4859
resolve3,terra,ctl,2,teammates,Coref batch 20,3536
resolve3,terra,ctl,2,teammates,Validation pass,9598
resolve3,terra,ctl,2,teammates,Validation pass,9769
resolve3,terra,ctl,2,teammates,Validation pass,11164
resolve3,terra,ctl,2,teammates,Validation pass,1986
resolve3,terra,nocasectx,2,teammates,Coref batch 1,3957
resolve3,terra,nocasectx,2,teammates,Coref batch 2,4238
resolve3,terra,nocasectx,2,teammates,Coref batch 3,4158
resolve3,terra,nocasectx,2,teammates,Coref batch 4,4239
resolve3,terra,nocasectx,2,teammates,Coref batch 5,4645
resolve3,terra,nocasectx,2,teammates,Coref batch 6,4640
resolve3,terra,nocasectx,2,teammates,Coref batch 7,4665
resolve3,terra,nocasectx,2,teammates,Coref batch 8,4922
resolve3,terra,nocasectx,2,teammates,Coref batch 9,4188
resolve3,terra,nocasectx,2,teammates,Coref batch 10,3987
resolve3,terra,nocasectx,2,teammates,Coref batch 11,4002
resolve3,terra,nocasectx,2,teammates,Coref batch 12,4008
resolve3,terra,nocasectx,2,teammates,Coref batch 13,4452
resolve3,terra,nocasectx,2,teammates,Coref batch 14,4778
resolve3,terra,nocasectx,2,teammates,Coref batch 15,4445
resolve3,terra,nocasectx,2,teammates,Coref batch 16,4062
resolve3,terra,nocasectx,2,teammates,Coref batch 17,4286
resolve3,terra,nocasectx,2,teammates,Coref batch 18,4459
resolve3,terra,nocasectx,2,teammates,Coref batch 19,4499
resolve3,terra,nocasectx,2,teammates,Coref batch 20,3248
resolve3,terra,nocasectx,2,teammates,Validation pass,8819
resolve3,terra,nocasectx,2,teammates,Validation pass,10648
resolve3,terra,nocasectx,2,teammates,Validation pass,6661
resolve3,terra,notargetrows,2,teammates,Coref batch 1,3048
resolve3,terra,notargetrows,2,teammates,Coref batch 2,3487
resolve3,terra,notargetrows,2,teammates,Coref batch 3,3441
resolve3,terra,notargetrows,2,teammates,Coref batch 4,3468
resolve3,terra,notargetrows,2,teammates,Coref batch 5,3695
resolve3,terra,notargetrows,2,teammates,Coref batch 6,3793
resolve3,terra,notargetrows,2,teammates,Coref batch 7,3848
resolve3,terra,notargetrows,2,teammates,Coref batch 8,3813
resolve3,terra,notargetrows,2,teammates,Coref batch 9,3442
resolve3,terra,notargetrows,2,teammates,Coref batch 10,3364
resolve3,terra,notargetrows,2,teammates,Coref batch 11,3326
resolve3,terra,notargetrows,2,teammates,Coref batch 12,3347
resolve3,terra,notargetrows,2,teammates,Coref batch 13,3670
resolve3,terra,notargetrows,2,teammates,Coref batch 14,3870
resolve3,terra,notargetrows,2,teammates,Coref batch 15,3601
resolve3,terra,notargetrows,2,teammates,Coref batch 16,3429
resolve3,terra,notargetrows,2,teammates,Coref batch 17,3513
resolve3,terra,notargetrows,2,teammates,Coref batch 18,3662
resolve3,terra,notargetrows,2,teammates,Coref batch 19,3662
resolve3,terra,notargetrows,2,teammates,Coref batch 20,2627
resolve3,terra,notargetrows,2,teammates,Validation pass,9550
resolve3,terra,notargetrows,2,teammates,Validation pass,9935
resolve3,terra,notargetrows,2,teammates,Validation pass,4565
resolve3,terra,ctl,2,bigbluebutton,Coref batch 1,4504
resolve3,terra,ctl,2,bigbluebutton,Coref batch 2,5534
resolve3,terra,ctl,2,bigbluebutton,Coref batch 3,5380
resolve3,terra,ctl,2,bigbluebutton,Coref batch 4,5373
resolve3,terra,ctl,2,bigbluebutton,Coref batch 5,4633
resolve3,terra,ctl,2,bigbluebutton,Coref batch 6,4495
resolve3,terra,ctl,2,bigbluebutton,Coref batch 7,4683
resolve3,terra,ctl,2,bigbluebutton,Coref batch 8,4744
resolve3,terra,ctl,2,bigbluebutton,Coref batch 9,3355
resolve3,terra,ctl,2,bigbluebutton,Validation pass,12382
resolve3,terra,ctl,2,bigbluebutton,Validation pass,10400
resolve3,terra,ctl,2,bigbluebutton,Validation pass,4038
resolve3,terra,nocasectx,2,bigbluebutton,Coref batch 1,4178
resolve3,terra,nocasectx,2,bigbluebutton,Coref batch 2,5198
resolve3,terra,nocasectx,2,bigbluebutton,Coref batch 3,5040
resolve3,terra,nocasectx,2,bigbluebutton,Coref batch 4,5033
resolve3,terra,nocasectx,2,bigbluebutton,Coref batch 5,4293
resolve3,terra,nocasectx,2,bigbluebutton,Coref batch 6,4155
resolve3,terra,nocasectx,2,bigbluebutton,Coref batch 7,4343
resolve3,terra,nocasectx,2,bigbluebutton,Coref batch 8,4404
resolve3,terra,nocasectx,2,bigbluebutton,Coref batch 9,3117
resolve3,terra,nocasectx,2,bigbluebutton,Validation pass,12165
resolve3,terra,nocasectx,2,bigbluebutton,Validation pass,10715
resolve3,terra,nocasectx,2,bigbluebutton,Validation pass,2215
resolve3,terra,notargetrows,2,bigbluebutton,Coref batch 1,3242
resolve3,terra,notargetrows,2,bigbluebutton,Coref batch 2,4094
resolve3,terra,notargetrows,2,bigbluebutton,Coref batch 3,4183
resolve3,terra,notargetrows,2,bigbluebutton,Coref batch 4,3978
resolve3,terra,notargetrows,2,bigbluebutton,Coref batch 5,3525
resolve3,terra,notargetrows,2,bigbluebutton,Coref batch 6,3422
resolve3,terra,notargetrows,2,bigbluebutton,Coref batch 7,3594
resolve3,terra,notargetrows,2,bigbluebutton,Coref batch 8,3634
resolve3,terra,notargetrows,2,bigbluebutton,Coref batch 9,2585
resolve3,terra,notargetrows,2,bigbluebutton,Validation pass,11591
resolve3,terra,notargetrows,2,bigbluebutton,Validation pass,5464
resolve3,terra,ctl,2,jabref,Coref batch 1,4559
resolve3,terra,ctl,2,jabref,Coref batch 2,2444
resolve3,terra,ctl,2,jabref,Validation pass,6052
resolve3,terra,nocasectx,2,jabref,Coref batch 1,4233
resolve3,terra,nocasectx,2,jabref,Coref batch 2,2345
resolve3,terra,nocasectx,2,jabref,Validation pass,4658
resolve3,terra,notargetrows,2,jabref,Coref batch 1,3076
resolve3,terra,notargetrows,2,jabref,Coref batch 2,2087
resolve3,terra,notargetrows,2,jabref,Validation pass,5749
resolve3,terra,ctl,3,mediastore,Coref batch 1,4706
resolve3,terra,ctl,3,mediastore,Coref batch 2,5387
resolve3,terra,ctl,3,mediastore,Coref batch 3,5205
resolve3,terra,ctl,3,mediastore,Coref batch 4,3671
resolve3,terra,ctl,3,mediastore,Validation pass,5859
resolve3,terra,nocasectx,3,mediastore,Coref batch 1,4380
resolve3,terra,nocasectx,3,mediastore,Coref batch 2,5051
resolve3,terra,nocasectx,3,mediastore,Coref batch 3,4865
resolve3,terra,nocasectx,3,mediastore,Coref batch 4,3433
resolve3,terra,nocasectx,3,mediastore,Validation pass,7026
resolve3,terra,notargetrows,3,mediastore,Coref batch 1,3354
resolve3,terra,notargetrows,3,mediastore,Coref batch 2,4028
resolve3,terra,notargetrows,3,mediastore,Coref batch 3,4019
resolve3,terra,notargetrows,3,mediastore,Coref batch 4,2787
resolve3,terra,notargetrows,3,mediastore,Validation pass,7090
resolve3,terra,ctl,3,teastore,Coref batch 1,4329
resolve3,terra,ctl,3,teastore,Coref batch 2,5360
resolve3,terra,ctl,3,teastore,Coref batch 3,5176
resolve3,terra,ctl,3,teastore,Coref batch 4,5026
resolve3,terra,ctl,3,teastore,Coref batch 5,2504
resolve3,terra,ctl,3,teastore,Validation pass,9842
resolve3,terra,ctl,3,teastore,Validation pass,4249
resolve3,terra,nocasectx,3,teastore,Coref batch 1,4003
resolve3,terra,nocasectx,3,teastore,Coref batch 2,5024
resolve3,terra,nocasectx,3,teastore,Coref batch 3,4836
resolve3,terra,nocasectx,3,teastore,Coref batch 4,4686
resolve3,terra,nocasectx,3,teastore,Coref batch 5,2402
resolve3,terra,nocasectx,3,teastore,Validation pass,9878
resolve3,terra,nocasectx,3,teastore,Validation pass,3879
resolve3,terra,notargetrows,3,teastore,Coref batch 1,3210
resolve3,terra,notargetrows,3,teastore,Coref batch 2,4022
resolve3,terra,notargetrows,3,teastore,Coref batch 3,3960
resolve3,terra,notargetrows,3,teastore,Coref batch 4,3638
resolve3,terra,notargetrows,3,teastore,Coref batch 5,2172
resolve3,terra,notargetrows,3,teastore,Validation pass,10738
resolve3,terra,notargetrows,3,teastore,Validation pass,4003
resolve3,terra,ctl,3,teammates,Coref batch 1,4283
resolve3,terra,ctl,3,teammates,Coref batch 2,4574
resolve3,terra,ctl,3,teammates,Coref batch 3,4498
resolve3,terra,ctl,3,teammates,Coref batch 4,4579
resolve3,terra,ctl,3,teammates,Coref batch 5,4985
resolve3,terra,ctl,3,teammates,Coref batch 6,4980
resolve3,terra,ctl,3,teammates,Coref batch 7,5005
resolve3,terra,ctl,3,teammates,Coref batch 8,5262
resolve3,terra,ctl,3,teammates,Coref batch 9,4528
resolve3,terra,ctl,3,teammates,Coref batch 10,4333
resolve3,terra,ctl,3,teammates,Coref batch 11,4358
resolve3,terra,ctl,3,teammates,Coref batch 12,4368
resolve3,terra,ctl,3,teammates,Coref batch 13,4812
resolve3,terra,ctl,3,teammates,Coref batch 14,5138
resolve3,terra,ctl,3,teammates,Coref batch 15,4805
resolve3,terra,ctl,3,teammates,Coref batch 16,4422
resolve3,terra,ctl,3,teammates,Coref batch 17,4646
resolve3,terra,ctl,3,teammates,Coref batch 18,4819
resolve3,terra,ctl,3,teammates,Coref batch 19,4859
resolve3,terra,ctl,3,teammates,Coref batch 20,3536
resolve3,terra,ctl,3,teammates,Validation pass,9598
resolve3,terra,ctl,3,teammates,Validation pass,9798
resolve3,terra,ctl,3,teammates,Validation pass,11080
resolve3,terra,ctl,3,teammates,Validation pass,1986
resolve3,terra,nocasectx,3,teammates,Coref batch 1,3957
resolve3,terra,nocasectx,3,teammates,Coref batch 2,4238
resolve3,terra,nocasectx,3,teammates,Coref batch 3,4158
resolve3,terra,nocasectx,3,teammates,Coref batch 4,4239
resolve3,terra,nocasectx,3,teammates,Coref batch 5,4645
resolve3,terra,nocasectx,3,teammates,Coref batch 6,4640
resolve3,terra,nocasectx,3,teammates,Coref batch 7,4665
resolve3,terra,nocasectx,3,teammates,Coref batch 8,4922
resolve3,terra,nocasectx,3,teammates,Coref batch 9,4188
resolve3,terra,nocasectx,3,teammates,Coref batch 10,3987
resolve3,terra,nocasectx,3,teammates,Coref batch 11,4002
resolve3,terra,nocasectx,3,teammates,Coref batch 12,4008
resolve3,terra,nocasectx,3,teammates,Coref batch 13,4452
resolve3,terra,nocasectx,3,teammates,Coref batch 14,4778
resolve3,terra,nocasectx,3,teammates,Coref batch 15,4445
resolve3,terra,nocasectx,3,teammates,Coref batch 16,4062
resolve3,terra,nocasectx,3,teammates,Coref batch 17,4286
resolve3,terra,nocasectx,3,teammates,Coref batch 18,4459
resolve3,terra,nocasectx,3,teammates,Coref batch 19,4499
resolve3,terra,nocasectx,3,teammates,Coref batch 20,3248
resolve3,terra,nocasectx,3,teammates,Validation pass,8870
resolve3,terra,nocasectx,3,teammates,Validation pass,10405
resolve3,terra,nocasectx,3,teammates,Validation pass,9194
resolve3,terra,notargetrows,3,teammates,Coref batch 1,3048
resolve3,terra,notargetrows,3,teammates,Coref batch 2,3487
resolve3,terra,notargetrows,3,teammates,Coref batch 3,3441
resolve3,terra,notargetrows,3,teammates,Coref batch 4,3468
resolve3,terra,notargetrows,3,teammates,Coref batch 5,3695
resolve3,terra,notargetrows,3,teammates,Coref batch 6,3793
resolve3,terra,notargetrows,3,teammates,Coref batch 7,3848
resolve3,terra,notargetrows,3,teammates,Coref batch 8,3813
resolve3,terra,notargetrows,3,teammates,Coref batch 9,3442
resolve3,terra,notargetrows,3,teammates,Coref batch 10,3364
resolve3,terra,notargetrows,3,teammates,Coref batch 11,3326
resolve3,terra,notargetrows,3,teammates,Coref batch 12,3347
resolve3,terra,notargetrows,3,teammates,Coref batch 13,3670
resolve3,terra,notargetrows,3,teammates,Coref batch 14,3870
resolve3,terra,notargetrows,3,teammates,Coref batch 15,3601
resolve3,terra,notargetrows,3,teammates,Coref batch 16,3429
resolve3,terra,notargetrows,3,teammates,Coref batch 17,3513
resolve3,terra,notargetrows,3,teammates,Coref batch 18,3662
resolve3,terra,notargetrows,3,teammates,Coref batch 19,3662
resolve3,terra,notargetrows,3,teammates,Coref batch 20,2627
resolve3,terra,notargetrows,3,teammates,Validation pass,9550
resolve3,terra,notargetrows,3,teammates,Validation pass,10159
resolve3,terra,notargetrows,3,teammates,Validation pass,4565
resolve3,terra,ctl,3,bigbluebutton,Coref batch 1,4504
resolve3,terra,ctl,3,bigbluebutton,Coref batch 2,5534
resolve3,terra,ctl,3,bigbluebutton,Coref batch 3,5380
resolve3,terra,ctl,3,bigbluebutton,Coref batch 4,5373
resolve3,terra,ctl,3,bigbluebutton,Coref batch 5,4633
resolve3,terra,ctl,3,bigbluebutton,Coref batch 6,4495
resolve3,terra,ctl,3,bigbluebutton,Coref batch 7,4683
resolve3,terra,ctl,3,bigbluebutton,Coref batch 8,4744
resolve3,terra,ctl,3,bigbluebutton,Coref batch 9,3355
resolve3,terra,ctl,3,bigbluebutton,Validation pass,12444
resolve3,terra,ctl,3,bigbluebutton,Validation pass,10684
resolve3,terra,ctl,3,bigbluebutton,Validation pass,4378
resolve3,terra,nocasectx,3,bigbluebutton,Coref batch 1,4178
resolve3,terra,nocasectx,3,bigbluebutton,Coref batch 2,5198
resolve3,terra,nocasectx,3,bigbluebutton,Coref batch 3,5040
resolve3,terra,nocasectx,3,bigbluebutton,Coref batch 4,5033
resolve3,terra,nocasectx,3,bigbluebutton,Coref batch 5,4293
resolve3,terra,nocasectx,3,bigbluebutton,Coref batch 6,4155
resolve3,terra,nocasectx,3,bigbluebutton,Coref batch 7,4343
resolve3,terra,nocasectx,3,bigbluebutton,Coref batch 8,4404
resolve3,terra,nocasectx,3,bigbluebutton,Coref batch 9,3117
resolve3,terra,nocasectx,3,bigbluebutton,Validation pass,12164
resolve3,terra,nocasectx,3,bigbluebutton,Validation pass,10715
resolve3,terra,nocasectx,3,bigbluebutton,Validation pass,2215
resolve3,terra,notargetrows,3,bigbluebutton,Coref batch 1,3242
resolve3,terra,notargetrows,3,bigbluebutton,Coref batch 2,4094
resolve3,terra,notargetrows,3,bigbluebutton,Coref batch 3,4183
resolve3,terra,notargetrows,3,bigbluebutton,Coref batch 4,3978
resolve3,terra,notargetrows,3,bigbluebutton,Coref batch 5,3525
resolve3,terra,notargetrows,3,bigbluebutton,Coref batch 6,3422
resolve3,terra,notargetrows,3,bigbluebutton,Coref batch 7,3594
resolve3,terra,notargetrows,3,bigbluebutton,Coref batch 8,3634
resolve3,terra,notargetrows,3,bigbluebutton,Coref batch 9,2585
resolve3,terra,notargetrows,3,bigbluebutton,Validation pass,11591
resolve3,terra,notargetrows,3,bigbluebutton,Validation pass,5464
resolve3,terra,ctl,3,jabref,Coref batch 1,4559
resolve3,terra,ctl,3,jabref,Coref batch 2,2444
resolve3,terra,ctl,3,jabref,Validation pass,10146
resolve3,terra,nocasectx,3,jabref,Coref batch 1,4233
resolve3,terra,nocasectx,3,jabref,Coref batch 2,2345
resolve3,terra,nocasectx,3,jabref,Validation pass,4658
resolve3,terra,notargetrows,3,jabref,Coref batch 1,3076
resolve3,terra,notargetrows,3,jabref,Coref batch 2,2087
resolve3,terra,notargetrows,3,jabref,Validation pass,5749
fullname5,luna,ctl,1,mediastore,Validation pass,16007
fullname5,luna,ctl,1,mediastore,Validation pass,2481
fullname5,luna,anchorblock,1,mediastore,Validation pass,13520
fullname5,luna,anchorblock,1,mediastore,Validation pass,2481
fullname5,luna,anchorref,1,mediastore,Validation pass,13990
fullname5,luna,anchorref,1,mediastore,Validation pass,2481
fullname5,luna,nosource,1,mediastore,Validation pass,15557
fullname5,luna,nosource,1,mediastore,Validation pass,2445
fullname5,luna,ctl,1,teastore,Validation pass,14219
fullname5,luna,anchorblock,1,teastore,Validation pass,11085
fullname5,luna,anchorref,1,teastore,Validation pass,11563
fullname5,luna,nosource,1,teastore,Validation pass,13841
fullname5,luna,ctl,1,teammates,Validation pass,23779
fullname5,luna,ctl,1,teammates,Validation pass,24489
fullname5,luna,ctl,1,teammates,Validation pass,22738
fullname5,luna,anchorblock,1,teammates,Validation pass,14127
fullname5,luna,anchorblock,1,teammates,Validation pass,12831
fullname5,luna,anchorblock,1,teammates,Validation pass,14531
fullname5,luna,anchorref,1,teammates,Validation pass,14953
fullname5,luna,anchorref,1,teammates,Validation pass,13777
fullname5,luna,anchorref,1,teammates,Validation pass,15217
fullname5,luna,nosource,1,teammates,Validation pass,23329
fullname5,luna,nosource,1,teammates,Validation pass,24039
fullname5,luna,nosource,1,teammates,Validation pass,22342
fullname5,luna,ctl,1,bigbluebutton,Validation pass,18332
fullname5,luna,ctl,1,bigbluebutton,Validation pass,15745
fullname5,luna,anchorblock,1,bigbluebutton,Validation pass,13021
fullname5,luna,anchorblock,1,bigbluebutton,Validation pass,11725
fullname5,luna,anchorref,1,bigbluebutton,Validation pass,13769
fullname5,luna,anchorref,1,bigbluebutton,Validation pass,12290
fullname5,luna,nosource,1,bigbluebutton,Validation pass,17882
fullname5,luna,nosource,1,bigbluebutton,Validation pass,15367
fullname5,luna,ctl,1,jabref,Validation pass,20052
fullname5,luna,anchorblock,1,jabref,Validation pass,11862
fullname5,luna,anchorref,1,jabref,Validation pass,12496
fullname5,luna,nosource,1,jabref,Validation pass,19710
fullname5,luna,ctl,2,mediastore,Validation pass,15879
fullname5,luna,ctl,2,mediastore,Validation pass,3035
fullname5,luna,anchorblock,2,mediastore,Validation pass,13392
fullname5,luna,anchorblock,2,mediastore,Validation pass,3035
fullname5,luna,anchorref,2,mediastore,Validation pass,13862
fullname5,luna,anchorref,2,mediastore,Validation pass,3035
fullname5,luna,nosource,2,mediastore,Validation pass,15429
fullname5,luna,nosource,2,mediastore,Validation pass,2981
fullname5,luna,ctl,2,teastore,Validation pass,15109
fullname5,luna,anchorblock,2,teastore,Validation pass,11499
fullname5,luna,anchorref,2,teastore,Validation pass,12025
fullname5,luna,nosource,2,teastore,Validation pass,14713
fullname5,luna,ctl,2,teammates,Validation pass,24892
fullname5,luna,ctl,2,teammates,Validation pass,25949
fullname5,luna,ctl,2,teammates,Validation pass,15616
fullname5,luna,anchorblock,2,teammates,Validation pass,13847
fullname5,luna,anchorblock,2,teammates,Validation pass,13657
fullname5,luna,anchorblock,2,teammates,Validation pass,11709
fullname5,luna,anchorref,2,teammates,Validation pass,14708
fullname5,luna,anchorref,2,teammates,Validation pass,14543
fullname5,luna,anchorref,2,teammates,Validation pass,11996
fullname5,luna,nosource,2,teammates,Validation pass,24442
fullname5,luna,nosource,2,teammates,Validation pass,25499
fullname5,luna,nosource,2,teammates,Validation pass,15382
fullname5,luna,ctl,2,bigbluebutton,Validation pass,18337
fullname5,luna,ctl,2,bigbluebutton,Validation pass,14667
fullname5,luna,anchorblock,2,bigbluebutton,Validation pass,13026
fullname5,luna,anchorblock,2,bigbluebutton,Validation pass,11152
fullname5,luna,anchorref,2,bigbluebutton,Validation pass,13774
fullname5,luna,anchorref,2,bigbluebutton,Validation pass,11679
fullname5,luna,nosource,2,bigbluebutton,Validation pass,17887
fullname5,luna,nosource,2,bigbluebutton,Validation pass,14307
fullname5,luna,ctl,2,jabref,Validation pass,20052
fullname5,luna,anchorblock,2,jabref,Validation pass,11862
fullname5,luna,anchorref,2,jabref,Validation pass,12496
fullname5,luna,nosource,2,jabref,Validation pass,19710
fullname5,luna,ctl,3,mediastore,Validation pass,16007
fullname5,luna,ctl,3,mediastore,Validation pass,2481
fullname5,luna,anchorblock,3,mediastore,Validation pass,13520
fullname5,luna,anchorblock,3,mediastore,Validation pass,2481
fullname5,luna,anchorref,3,mediastore,Validation pass,13990
fullname5,luna,anchorref,3,mediastore,Validation pass,2481
fullname5,luna,nosource,3,mediastore,Validation pass,15557
fullname5,luna,nosource,3,mediastore,Validation pass,2445
fullname5,luna,ctl,3,teastore,Validation pass,14412
fullname5,luna,anchorblock,3,teastore,Validation pass,11121
fullname5,luna,anchorref,3,teastore,Validation pass,11599
fullname5,luna,nosource,3,teastore,Validation pass,14034
fullname5,luna,ctl,3,teammates,Validation pass,24458
fullname5,luna,ctl,3,teammates,Validation pass,24992
fullname5,luna,ctl,3,teammates,Validation pass,24531
fullname5,luna,ctl,3,teammates,Validation pass,5213
fullname5,luna,anchorblock,3,teammates,Validation pass,14277
fullname5,luna,anchorblock,3,teammates,Validation pass,13012
fullname5,luna,anchorblock,3,teammates,Validation pass,14831
fullname5,luna,anchorblock,3,teammates,Validation pass,4137
fullname5,luna,anchorref,3,teammates,Validation pass,15102
fullname5,luna,anchorref,3,teammates,Validation pass,13965
fullname5,luna,anchorref,3,teammates,Validation pass,15689
fullname5,luna,anchorref,3,teammates,Validation pass,4139
fullname5,luna,nosource,3,teammates,Validation pass,24008
fullname5,luna,nosource,3,teammates,Validation pass,24542
fullname5,luna,nosource,3,teammates,Validation pass,24081
fullname5,luna,nosource,3,teammates,Validation pass,5141
fullname5,luna,ctl,3,bigbluebutton,Validation pass,18703
fullname5,luna,ctl,3,bigbluebutton,Validation pass,9642
fullname5,luna,anchorblock,3,bigbluebutton,Validation pass,13386
fullname5,luna,anchorblock,3,bigbluebutton,Validation pass,7988
fullname5,luna,anchorref,3,bigbluebutton,Validation pass,14104
fullname5,luna,anchorref,3,bigbluebutton,Validation pass,8233
fullname5,luna,nosource,3,bigbluebutton,Validation pass,18253
fullname5,luna,nosource,3,bigbluebutton,Validation pass,9408
fullname5,luna,ctl,3,jabref,Validation pass,20052
fullname5,luna,anchorblock,3,jabref,Validation pass,11862
fullname5,luna,anchorref,3,jabref,Validation pass,12496
fullname5,luna,nosource,3,jabref,Validation pass,19710
coref5,luna,ctl,1,mediastore,Validation pass,5836
coref5,luna,noartifact,1,mediastore,Validation pass,5620
coref5,luna,ctl,1,teastore,Validation pass,12047
coref5,luna,ctl,1,teastore,Validation pass,3810
coref5,luna,noartifact,1,teastore,Validation pass,11831
coref5,luna,noartifact,1,teastore,Validation pass,3594
coref5,luna,ctl,1,teammates,Validation pass,12271
coref5,luna,ctl,1,teammates,Validation pass,11114
coref5,luna,ctl,1,teammates,Validation pass,11412
coref5,luna,ctl,1,teammates,Validation pass,11057
coref5,luna,ctl,1,teammates,Validation pass,11714
coref5,luna,ctl,1,teammates,Validation pass,3611
coref5,luna,noartifact,1,teammates,Validation pass,12055
coref5,luna,noartifact,1,teammates,Validation pass,10898
coref5,luna,noartifact,1,teammates,Validation pass,11196
coref5,luna,noartifact,1,teammates,Validation pass,10841
coref5,luna,noartifact,1,teammates,Validation pass,11498
coref5,luna,noartifact,1,teammates,Validation pass,3395
coref5,luna,ctl,1,bigbluebutton,Validation pass,11607
coref5,luna,ctl,1,bigbluebutton,Validation pass,13073
coref5,luna,ctl,1,bigbluebutton,Validation pass,11225
coref5,luna,noartifact,1,bigbluebutton,Validation pass,11391
coref5,luna,noartifact,1,bigbluebutton,Validation pass,12857
coref5,luna,noartifact,1,bigbluebutton,Validation pass,11009
coref5,luna,ctl,1,jabref,Validation pass,9384
coref5,luna,noartifact,1,jabref,Validation pass,9168
coref5,luna,ctl,2,mediastore,Validation pass,10132
coref5,luna,noartifact,2,mediastore,Validation pass,9916
coref5,luna,ctl,2,teastore,Validation pass,12041
coref5,luna,ctl,2,teastore,Validation pass,4186
coref5,luna,noartifact,2,teastore,Validation pass,11825
coref5,luna,noartifact,2,teastore,Validation pass,3970
coref5,luna,ctl,2,teammates,Validation pass,12142
coref5,luna,ctl,2,teammates,Validation pass,10818
coref5,luna,ctl,2,teammates,Validation pass,11411
coref5,luna,ctl,2,teammates,Validation pass,10900
coref5,luna,ctl,2,teammates,Validation pass,8387
coref5,luna,noartifact,2,teammates,Validation pass,11926
coref5,luna,noartifact,2,teammates,Validation pass,10602
coref5,luna,noartifact,2,teammates,Validation pass,11195
coref5,luna,noartifact,2,teammates,Validation pass,10684
coref5,luna,noartifact,2,teammates,Validation pass,8171
coref5,luna,ctl,2,bigbluebutton,Validation pass,10331
coref5,luna,ctl,2,bigbluebutton,Validation pass,13535
coref5,luna,ctl,2,bigbluebutton,Validation pass,10879
coref5,luna,ctl,2,bigbluebutton,Validation pass,3498
coref5,luna,noartifact,2,bigbluebutton,Validation pass,10115
coref5,luna,noartifact,2,bigbluebutton,Validation pass,13319
coref5,luna,noartifact,2,bigbluebutton,Validation pass,10663
coref5,luna,noartifact,2,bigbluebutton,Validation pass,3282
coref5,luna,ctl,2,jabref,Validation pass,8557
coref5,luna,noartifact,2,jabref,Validation pass,8341
coref5,luna,ctl,3,mediastore,Validation pass,11884
coref5,luna,noartifact,3,mediastore,Validation pass,11668
coref5,luna,ctl,3,teastore,Validation pass,12027
coref5,luna,ctl,3,teastore,Validation pass,4569
coref5,luna,noartifact,3,teastore,Validation pass,11811
coref5,luna,noartifact,3,teastore,Validation pass,4353
coref5,luna,ctl,3,teammates,Validation pass,12224
coref5,luna,ctl,3,teammates,Validation pass,11554
coref5,luna,ctl,3,teammates,Validation pass,11286
coref5,luna,ctl,3,teammates,Validation pass,11414
coref5,luna,ctl,3,teammates,Validation pass,11659
coref5,luna,ctl,3,teammates,Validation pass,2109
coref5,luna,noartifact,3,teammates,Validation pass,12008
coref5,luna,noartifact,3,teammates,Validation pass,11338
coref5,luna,noartifact,3,teammates,Validation pass,11070
coref5,luna,noartifact,3,teammates,Validation pass,11198
coref5,luna,noartifact,3,teammates,Validation pass,11443
coref5,luna,noartifact,3,teammates,Validation pass,1893
coref5,luna,ctl,3,bigbluebutton,Validation pass,10331
coref5,luna,ctl,3,bigbluebutton,Validation pass,13605
coref5,luna,ctl,3,bigbluebutton,Validation pass,10649
coref5,luna,ctl,3,bigbluebutton,Validation pass,2245
