variant,project,tp,fp,fn,f1,f2
Full,mediastore,20,0,11,0.784314,0.694444
NoFullNameValid,mediastore,20,0,11,0.784314,0.694444
NoPartialNameValid,mediastore,20,0,11,0.784314,0.694444
NoCitation,mediastore,20,1,11,0.769231,0.689655
NoValidator,mediastore,20,1,11,0.769231,0.689655
