variant,project,tp,fp,fn,f1,f2
Full,mediastore,30,3,1,0.937500,0.955414
NoNameValid,mediastore,31,3,0,0.953846,0.981013
NoCitation,mediastore,30,8,1,0.869565,0.925926
NoValidator,mediastore,31,8,0,0.885714,0.950920
