backend,run,variant,project,doc_to_code_file_precision,doc_to_code_file_recall,doc_to_code_file_f1,doc_to_code_file_f2,doc_to_code_component_micro_f1,doc_to_code_component_micro_f2,doc_to_code_worst_component_f1,doc_to_code_worst_component_f2,doc_to_code_harmonic_component_f1,doc_to_code_harmonic_component_f2
terra,run1,Full,mediastore,0.852459,0.881356,0.866667,0.875421,0.949153,0.979021,0.724138,0.739437,0.959391,0.962322
terra,run1,NoFullNameValid,mediastore,0.852459,0.881356,0.866667,0.875421,0.949153,0.979021,0.724138,0.739437,0.959391,0.962322
terra,run1,NoPartialNameValid,mediastore,0.852459,0.881356,0.866667,0.875421,0.949153,0.979021,0.724138,0.739437,0.959391,0.962322
terra,run1,NoCitation,mediastore,0.825397,0.881356,0.852459,0.869565,0.918033,0.965517,0.666667,0.739437,0.899465,0.937268
terra,run1,NoValidator,mediastore,0.825397,0.881356,0.852459,0.869565,0.918033,0.965517,0.666667,0.739437,0.899465,0.937268
terra,run1,Full,teastore,1.000000,0.957567,0.978324,0.965763,0.981132,0.970149,0.909091,0.862069,0.983607,0.974026
terra,run1,NoFullNameValid,teastore,0.899070,0.957567,0.927397,0.945267,0.912281,0.942029,0.750000,0.862069,0.932642,0.953390
terra,run1,NoPartialNameValid,teastore,1.000000,0.957567,0.978324,0.965763,0.981132,0.970149,0.909091,0.862069,0.983607,0.974026
terra,run1,NoCitation,teastore,0.925393,1.000000,0.961251,0.984131,0.915254,0.964286,0.750000,0.882353,0.906801,0.960512
terra,run1,NoValidator,teastore,0.841667,1.000000,0.914027,0.963740,0.857143,0.937500,0.705882,0.857143,0.863309,0.940439
terra,run1,Full,teammates,0.980181,0.775719,0.866046,0.809491,0.634146,0.523139,0.715990,0.611746,0.827791,0.783388
terra,run1,NoFullNameValid,teammates,0.733791,0.936520,0.822853,0.887482,0.747475,0.696798,0.646617,0.750000,0.785618,0.866653
terra,run1,NoPartialNameValid,teammates,0.910379,0.777819,0.838894,0.801150,0.546392,0.502846,0.210526,0.400000,0.589578,0.692918
terra,run1,NoCitation,teammates,0.652366,0.784982,0.712556,0.754314,0.609626,0.548077,0.666667,0.597134,0.731745,0.769245
terra,run1,NoValidator,teammates,0.580463,0.938619,0.717319,0.835514,0.619835,0.652174,0.210526,0.400000,0.539415,0.736548
