backend,run,linker_set,doc_to_code_file_precision,doc_to_code_file_recall,doc_to_code_file_f1,doc_to_code_file_f2,doc_to_code_component_micro_f1,doc_to_code_component_micro_f2,doc_to_code_worst_component_f1,doc_to_code_worst_component_f2,doc_to_code_harmonic_component_f1,doc_to_code_harmonic_component_f2,delta_doc_to_code_file_f1_vs_full,delta_doc_to_code_file_f2_vs_full,delta_doc_to_code_worst_component_f1_vs_full,delta_doc_to_code_worst_component_f2_vs_full,delta_doc_to_code_harmonic_component_f1_vs_full,delta_doc_to_code_harmonic_component_f2_vs_full
terra,run1,Full,0.926364,0.909848,0.914535,0.910933,0.898428,0.885529,0.808974,0.760297,0.933523,0.923931,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
terra,run1,FullNameOnly,0.935967,0.804549,0.861414,0.825640,0.823363,0.774249,0.677180,0.609159,0.859656,0.811226,-0.053121,-0.085293,-0.131794,-0.151138,-0.073867,-0.112704
terra,run1,PartialNameOnly,0.114130,0.027469,0.044280,0.032387,0.090090,0.071839,0.000000,0.000000,0.000000,0.000000,-0.870255,-0.878546,-0.808974,-0.760297,-0.933523,-0.923931
terra,run1,CorefOnly,0.984424,0.188725,0.310936,0.223805,0.266206,0.189749,0.000000,0.000000,0.000000,0.000000,-0.603599,-0.687128,-0.808974,-0.760297,-0.933523,-0.923931
terra,run2,Full,0.893777,0.915355,0.902978,0.909975,0.898129,0.890055,0.805434,0.785507,0.930737,0.929242,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
terra,run2,FullNameOnly,0.902203,0.813971,0.853274,0.828768,0.826917,0.782027,0.726303,0.657770,0.870990,0.829244,-0.049704,-0.081207,-0.079131,-0.127737,-0.059747,-0.099998
terra,run2,PartialNameOnly,0.108671,0.024591,0.040107,0.029093,0.087273,0.069164,0.000000,0.000000,0.000000,0.000000,-0.862871,-0.880882,-0.805434,-0.785507,-0.930737,-0.929242
terra,run2,CorefOnly,0.950488,0.145602,0.246805,0.174044,0.241564,0.170857,0.035063,0.023456,0.066736,0.047893,-0.656173,-0.735931,-0.770371,-0.762051,-0.864000,-0.881349
terra,run3,Full,0.893225,0.911034,0.900683,0.906507,0.895140,0.887934,0.803177,0.760297,0.919337,0.922319,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
terra,run3,FullNameOnly,0.903828,0.809563,0.851738,0.825475,0.827732,0.780892,0.690990,0.624685,0.860307,0.816170,-0.048945,-0.081032,-0.112188,-0.135612,-0.059030,-0.106149
terra,run3,PartialNameOnly,0.108247,0.027469,0.043818,0.032288,0.086957,0.071023,0.000000,0.000000,0.000000,0.000000,-0.856864,-0.874219,-0.803177,-0.760297,-0.919337,-0.922319
terra,run3,CorefOnly,0.967028,0.154771,0.260526,0.184634,0.256110,0.182125,0.035063,0.023456,0.071807,0.052053,-0.640157,-0.721873,-0.768114,-0.736841,-0.847530,-0.870267
luna,run1,Full,0.849141,0.942086,0.891882,0.920972,0.899441,0.908710,0.818674,0.819621,0.927157,0.946203,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
luna,run1,FullNameOnly,0.861112,0.854269,0.852033,0.852194,0.864946,0.840692,0.706419,0.680596,0.877328,0.859446,-0.039849,-0.068778,-0.112255,-0.139026,-0.049829,-0.086757
luna,run1,PartialNameOnly,0.071028,0.009941,0.017441,0.012006,0.042553,0.030211,0.000000,0.000000,0.000000,0.000000,-0.874440,-0.908966,-0.818674,-0.819621,-0.927157,-0.946203
luna,run1,CorefOnly,0.901822,0.142031,0.238718,0.169290,0.232078,0.167286,0.000000,0.000000,0.000000,0.000000,-0.653164,-0.751682,-0.818674,-0.819621,-0.927157,-0.946203
luna,run2,Full,0.848661,0.935005,0.887693,0.914930,0.907440,0.909262,0.759816,0.802871,0.915075,0.940921,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
luna,run2,FullNameOnly,0.850900,0.839906,0.839781,0.838681,0.845466,0.813457,0.674390,0.669900,0.852503,0.842005,-0.047912,-0.076249,-0.085427,-0.132971,-0.062573,-0.098916
luna,run2,PartialNameOnly,0.110968,0.022498,0.037412,0.026766,0.082243,0.063953,0.000000,0.000000,0.000000,0.000000,-0.850281,-0.888164,-0.759816,-0.802871,-0.915075,-0.940921
luna,run2,CorefOnly,0.911494,0.217489,0.342272,0.254272,0.326354,0.240833,0.141011,0.104690,0.194516,0.150150,-0.545421,-0.660658,-0.618806,-0.698181,-0.720559,-0.790770
luna,run3,Full,0.843165,0.944345,0.889376,0.921136,0.896447,0.906452,0.777998,0.840479,0.917578,0.946330,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
luna,run3,FullNameOnly,0.847034,0.848156,0.841298,0.844014,0.843272,0.818618,0.674390,0.669900,0.855424,0.848312,-0.048077,-0.077122,-0.103608,-0.170579,-0.062154,-0.098018
luna,run3,PartialNameOnly,0.127273,0.018313,0.032018,0.022096,0.072000,0.053412,0.000000,0.000000,0.000000,0.000000,-0.857357,-0.899040,-0.777998,-0.840479,-0.917578,-0.946330
luna,run3,CorefOnly,0.946068,0.262626,0.401661,0.304419,0.356999,0.269739,0.000000,0.000000,0.000000,0.000000,-0.487714,-0.616716,-0.777998,-0.840479,-0.917578,-0.946330
luna,average,CorefOnly,0.919795,0.207382,0.327550,0.242660,0.305144,0.225953,0.047004,0.034897,0.064839,0.050050,-0.562100,-0.676352,-0.738493,-0.786094,-0.855098,-0.894434
luna,average,Full,0.846989,0.940479,0.889650,0.919013,0.901109,0.908141,0.785496,0.820990,0.919937,0.944485,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
luna,average,FullNameOnly,0.853015,0.847444,0.844371,0.844963,0.851228,0.824256,0.685066,0.673465,0.861752,0.849921,-0.045279,-0.074050,-0.100430,-0.147525,-0.058185,-0.094564
luna,average,PartialNameOnly,0.103090,0.016917,0.028957,0.020289,0.065599,0.049192,0.000000,0.000000,0.000000,0.000000,-0.860693,-0.898723,-0.785496,-0.820990,-0.919937,-0.944485
terra,average,CorefOnly,0.967313,0.163033,0.272756,0.194161,0.254627,0.180910,0.023375,0.015637,0.046181,0.033315,-0.633310,-0.714977,-0.782486,-0.753063,-0.881684,-0.891849
terra,average,Full,0.904455,0.912079,0.906065,0.909138,0.897232,0.887839,0.805862,0.768700,0.927866,0.925164,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
terra,average,FullNameOnly,0.913999,0.809361,0.855475,0.826628,0.826004,0.779056,0.698158,0.630538,0.863651,0.818880,-0.050590,-0.082511,-0.107704,-0.138162,-0.064215,-0.106284
terra,average,PartialNameOnly,0.110349,0.026510,0.042735,0.031256,0.088107,0.070675,0.000000,0.000000,0.000000,0.000000,-0.863330,-0.877882,-0.805862,-0.768700,-0.927866,-0.925164
