variant,project,tp,fp,fn,f1,f2
Full,teammates,54,14,3,0.864000,0.912162
NoNameValid,teammates,57,83,0,0.578680,0.774457
NoCitation,teammates,55,35,2,0.748299,0.864780
NoValidator,teammates,57,99,0,0.535211,0.742187
