backend,run,variant,doc_to_code_file_precision,doc_to_code_file_recall,doc_to_code_file_f1,doc_to_code_file_f2,doc_to_code_component_micro_f1,doc_to_code_component_micro_f2,doc_to_code_worst_component_f1,doc_to_code_worst_component_f2,doc_to_code_harmonic_component_f1,doc_to_code_harmonic_component_f2,delta_doc_to_code_file_f1_vs_full,delta_doc_to_code_file_f2_vs_full,delta_doc_to_code_worst_component_f1_vs_full,delta_doc_to_code_worst_component_f2_vs_full,delta_doc_to_code_harmonic_component_f1_vs_full,delta_doc_to_code_harmonic_component_f2_vs_full
terra,run1,Full,0.921203,0.708785,0.772623,0.728474,0.818790,0.767119,0.435262,0.403734,0.518882,0.505980,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
terra,run1,NoNameValid,0.824347,0.766090,0.743631,0.747471,0.815807,0.812767,0.268772,0.361818,0.436300,0.507050,-0.028992,+0.018997,-0.166490,-0.041916,-0.082583,+0.001070
terra,run1,NoCitation,0.777007,0.865423,0.803845,0.835633,0.819792,0.837965,0.570104,0.591486,0.673822,0.701406,+0.031222,+0.107160,+0.134842,+0.187752,+0.154940,+0.195426
terra,run1,NoValidator,0.741239,0.911119,0.786433,0.845936,0.811052,0.862712,0.450590,0.545343,0.612373,0.692080,+0.013809,+0.117463,+0.015329,+0.141609,+0.093491,+0.186100
terra,run2,Full,0.930977,0.701647,0.773371,0.724473,0.824209,0.769333,0.435262,0.403734,0.524527,0.507665,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
terra,run2,NoNameValid,0.829040,0.766090,0.746284,0.748617,0.819878,0.814505,0.268772,0.361818,0.438729,0.508102,-0.027087,+0.024144,-0.166490,-0.041916,-0.085798,+0.000436
terra,run2,NoCitation,0.795397,0.850258,0.807824,0.829333,0.814971,0.828907,0.576813,0.592877,0.673516,0.699302,+0.034452,+0.104859,+0.141552,+0.189143,+0.148989,+0.191637
terra,run2,NoValidator,0.748484,0.892693,0.784367,0.836522,0.802106,0.849538,0.446550,0.539596,0.605270,0.685980,+0.010995,+0.112049,+0.011288,+0.135862,+0.080743,+0.178314
terra,run3,Full,0.921342,0.710007,0.774206,0.729795,0.826996,0.776662,0.454309,0.423936,0.523112,0.511164,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
terra,run3,NoNameValid,0.829315,0.772511,0.751621,0.754712,0.824665,0.821046,0.268772,0.361818,0.438791,0.508230,-0.022585,+0.024917,-0.185537,-0.062118,-0.084321,-0.002935
terra,run3,NoCitation,0.779392,0.848324,0.798096,0.823819,0.807152,0.822831,0.582667,0.587085,0.669790,0.692890,+0.023889,+0.094025,+0.128358,+0.163148,+0.146678,+0.181726
terra,run3,NoValidator,0.738629,0.902863,0.783999,0.842293,0.804130,0.854490,0.446550,0.539596,0.601885,0.684624,+0.009793,+0.112499,-0.007759,+0.115660,+0.078773,+0.173460
terra,average,Full,0.924507,0.706813,0.773400,0.727581,0.823332,0.771038,0.441611,0.410468,0.522174,0.508270,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
terra,average,NoCitation,0.783932,0.854668,0.803255,0.829595,0.813972,0.829901,0.576528,0.590483,0.672376,0.697866,+0.029854,+0.102015,+0.134917,+0.180014,+0.150202,+0.189596
terra,average,NoNameValid,0.827567,0.768230,0.747179,0.750267,0.820117,0.816106,0.268772,0.361818,0.437940,0.507794,-0.026221,+0.022686,-0.172839,-0.048650,-0.084234,-0.000476
terra,average,NoValidator,0.742784,0.902225,0.784933,0.841584,0.805763,0.855580,0.447897,0.541512,0.606509,0.687561,+0.011532,+0.114004,+0.006286,+0.131044,+0.084336,+0.179291
