variant,project,tp,fp,fn,f1,f2
Full,jabref,18,2,0,0.947368,0.978261
NoNameValid,jabref,18,2,0,0.947368,0.978261
NoCitation,jabref,18,4,0,0.900000,0.957447
NoValidator,jabref,18,4,0,0.900000,0.957447
