variant,project,tp,fp,fn,f1,f2
Full,teastore,19,0,8,0.826087,0.748031
NoFullNameValid,teastore,20,0,7,0.851064,0.781250
NoPartialNameValid,teastore,19,0,8,0.826087,0.748031
NoCitation,teastore,21,7,6,0.763636,0.772059
NoValidator,teastore,21,7,6,0.763636,0.772059
