backend,run,variant,doc_to_code_file_precision,doc_to_code_file_recall,doc_to_code_file_f1,doc_to_code_file_f2,doc_to_code_component_micro_f1,doc_to_code_component_micro_f2,doc_to_code_worst_component_f1,doc_to_code_worst_component_f2,doc_to_code_harmonic_component_f1,doc_to_code_harmonic_component_f2,delta_doc_to_code_file_f1_vs_full,delta_doc_to_code_file_f2_vs_full,delta_doc_to_code_worst_component_f1_vs_full,delta_doc_to_code_worst_component_f2_vs_full,delta_doc_to_code_harmonic_component_f1_vs_full,delta_doc_to_code_harmonic_component_f2_vs_full
luna,run2,NoFullNameValid,0.793528,0.947648,0.860340,0.909572,0.867559,0.896166,0.689393,0.784381,0.872882,0.922335,-0.019245,-0.005665,-0.069558,-0.023529,-0.018650,-0.006658
luna,run2,NoPartialNameValid,0.788607,0.948739,0.851802,0.903871,0.853843,0.894769,0.613600,0.720817,0.820407,0.895390,-0.027783,-0.011366,-0.145351,-0.087094,-0.071125,-0.033603
luna,run2,NoCitation,0.635542,0.946233,0.752843,0.854855,0.781873,0.861090,0.567116,0.722074,0.767918,0.876222,-0.126743,-0.060381,-0.191835,-0.085837,-0.123614,-0.052772
luna,run2,NoValidator,0.603113,0.956026,0.727050,0.843160,0.753053,0.855203,0.471502,0.651916,0.704800,0.837680,-0.152536,-0.072077,-0.287449,-0.155994,-0.186732,-0.091313
luna,run3,Full,0.847061,0.923658,0.881732,0.905841,0.876239,0.880314,0.748026,0.790943,0.895408,0.918898,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
luna,run3,NoFullNameValid,0.800527,0.946135,0.864033,0.910465,0.877189,0.898651,0.684151,0.809187,0.874319,0.924804,-0.017699,+0.004624,-0.063875,+0.018244,-0.021090,+0.005906
luna,run3,NoPartialNameValid,0.805659,0.929936,0.855298,0.895604,0.849932,0.878248,0.613600,0.720817,0.822199,0.884301,-0.026435,-0.010237,-0.134426,-0.070127,-0.073210,-0.034596
luna,run3,NoCitation,0.626479,0.941864,0.746066,0.849643,0.767242,0.847721,0.595265,0.748708,0.774894,0.874461,-0.135666,-0.056198,-0.152761,-0.042235,-0.120514,-0.044437
luna,run3,NoValidator,0.591288,0.953633,0.718483,0.837748,0.742018,0.846294,0.495897,0.675037,0.708686,0.836721,-0.163249,-0.068093,-0.252128,-0.115907,-0.186722,-0.082176
luna,average,Full,0.839970,0.935111,0.881685,0.911993,0.879859,0.892278,0.735652,0.789610,0.888959,0.923381,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
luna,average,NoCitation,0.638714,0.946830,0.754633,0.855710,0.773254,0.855904,0.574096,0.733841,0.765332,0.871559,-0.127052,-0.056283,-0.161556,-0.055769,-0.123627,-0.051823
luna,average,NoFullNameValid,0.794928,0.945847,0.860241,0.908479,0.869314,0.896162,0.679232,0.787848,0.869335,0.920694,-0.021444,-0.003514,-0.056420,-0.001762,-0.019625,-0.002688
luna,average,NoPartialNameValid,0.801420,0.940971,0.855826,0.901365,0.854402,0.889714,0.607539,0.711621,0.821474,0.891188,-0.025859,-0.010628,-0.128113,-0.077989,-0.067486,-0.032193
luna,average,NoValidator,0.602249,0.955552,0.726666,0.842842,0.745777,0.850545,0.480026,0.662112,0.706550,0.837474,-0.155019,-0.069151,-0.255626,-0.127498,-0.182409,-0.085907
terra,average,Full,0.907715,0.914734,0.908967,0.911893,0.888215,0.885382,0.726846,0.742964,0.898253,0.910388,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
terra,average,NoCitation,0.735181,0.930721,0.813313,0.877183,0.807413,0.862818,0.693227,0.776510,0.832365,0.894079,-0.095654,-0.034710,-0.033619,+0.033547,-0.065888,-0.016309
terra,average,NoFullNameValid,0.840650,0.948346,0.889161,0.923120,0.903050,0.917236,0.705554,0.756765,0.885430,0.926090,-0.019806,+0.011227,-0.021292,+0.013801,-0.012823,+0.015702
terra,average,NoPartialNameValid,0.848833,0.921186,0.872998,0.897609,0.853355,0.874864,0.613600,0.720817,0.828498,0.884470,-0.035969,-0.014284,-0.113247,-0.022147,-0.069756,-0.025918
terra,average,NoValidator,0.682777,0.959138,0.780660,0.871971,0.791944,0.874151,0.586156,0.706135,0.769444,0.869036,-0.128307,-0.039922,-0.140690,-0.036829,-0.128810,-0.041352
