model,encoding,strategy,cv_folds,cv_repeats,total_trials,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,random_f1_mean,random_f1_std,f1_improvement,wilcoxon_p_value,cohens_d,significantly_better_than_random,system,detector,text_source
knn,tfidf,random_undersample,5,2,10,0.521530463277889,0.0790936112989279,0.130125471674205,0.0166762839008199,0.637330316742081,0.0789632375356951,0.21521914805816,0.024035296292348,0.0921338769962623,0.0309296072867855,0.123085271061898,0.0009765625,4.21582030153622,True,inkscape,acdc,description
naive_bayes,tfidf,random_undersample,5,2,10,0.581843171970368,0.0525586913648282,0.147781577976319,0.0222952664103321,0.643363499245852,0.086239827854817,0.239809515470864,0.0335757893276744,0.0921338769962623,0.0309296072867855,0.147675638474601,0.0009765625,4.3400920135069,True,inkscape,acdc,description
xgboost,tfidf,random_undersample,5,2,10,0.571180248179037,0.0245404004961203,0.127177165156261,0.0146878267602168,0.546380090497738,0.0537297900638986,0.206258053835168,0.0229005786873426,0.0921338769962623,0.0309296072867855,0.114124176838905,0.0009765625,3.97855233663142,True,inkscape,acdc,description
logistic_regression,sbert_avg,random_undersample,5,2,10,0.590904890586901,0.0402889215261134,0.138769452439199,0.0141417643041422,0.575678733031674,0.0553687933750016,0.223277278314975,0.0205653605458872,0.0921338769962623,0.0309296072867855,0.131143401318712,0.0009765625,4.73707315149494,True,inkscape,acdc,description
random_forest,sbert_avg,random_undersample,5,2,10,0.591285002096632,0.0266151391581201,0.139480154274121,0.0086508800684601,0.581485671191554,0.0323952135174163,0.224824024145358,0.0122278487055692,0.0921338769962623,0.0309296072867855,0.132690147149096,0.0009765625,5.35261218558907,True,inkscape,acdc,description
svm,sbert_avg,random_undersample,5,2,10,0.601556166425942,0.0560364479081357,0.145709463494387,0.0161769418357635,0.589102564102564,0.0604370900124665,0.232762277790318,0.0205060652464664,0.0921338769962623,0.0309296072867855,0.140628400794056,0.0009765625,5.08417337044198,True,inkscape,acdc,description
knn,sbert_avg,random_undersample,5,2,10,0.576909875910482,0.0514961440087815,0.145179594976111,0.015750198986353,0.637481146304676,0.0541883411267708,0.236014345813149,0.022170515348853,0.0921338769962623,0.0309296072867855,0.143880468816887,0.0009765625,5.07256907886785,True,inkscape,acdc,description
naive_bayes,sbert_avg,random_undersample,5,2,10,0.591488064731554,0.0340567494653004,0.137469116722498,0.0125810237645344,0.569720965309201,0.0636443229906874,0.221190537287002,0.0194937723221495,0.0921338769962623,0.0309296072867855,0.129056660290739,0.0009765625,4.73596175254701,True,inkscape,acdc,description
xgboost,sbert_avg,random_undersample,5,2,10,0.604497274379164,0.015094590360903,0.14603150112846,0.0161006002379575,0.596983408748115,0.076978656760999,0.23460334894073,0.0265628164457025,0.0921338769962623,0.0309296072867855,0.142469471944468,0.0009765625,4.68827756556107,True,inkscape,acdc,description
feedforward_nn,sbert_avg,random_undersample,5,2,10,0.544202037615121,0.0920308448804534,0.139278671197748,0.0243867792679251,0.644947209653092,0.107493209241161,0.226394998543219,0.02738808020256,0.0921338769962623,0.0309296072867855,0.134261121546956,0.0009765625,4.36015451429264,True,inkscape,acdc,description
logistic_regression,sbert_max,random_undersample,5,2,10,0.589131295718213,0.0412395758430368,0.142230795058537,0.0149218020897198,0.599019607843137,0.0598584369194739,0.229497742914424,0.0219847961710025,0.0921338769962623,0.0309296072867855,0.137363865918162,0.0009765625,4.8565934910531,True,inkscape,acdc,description
random_forest,sbert_max,random_undersample,5,2,10,0.586564475298576,0.0202991179942813,0.137602493279818,0.0095572654835763,0.581447963800905,0.0505110167409965,0.222437988287264,0.0155455339657797,0.0921338769962623,0.0309296072867855,0.130304111291002,0.0009765625,5.05022612701209,True,inkscape,acdc,description
svm,sbert_max,random_undersample,5,2,10,0.611608349252202,0.0562933550878883,0.149962028332514,0.0179087602327842,0.59106334841629,0.0483208845846586,0.238449087436943,0.0229750293395801,0.0921338769962623,0.0309296072867855,0.146315210440681,0.0009765625,5.09491230513539,True,inkscape,acdc,description
knn,sbert_max,random_undersample,5,2,10,0.569418689527714,0.0343637497149416,0.133902415436318,0.0117927907097278,0.58895173453997,0.0569604927584163,0.217980904574653,0.0183551435685017,0.0921338769962623,0.0309296072867855,0.12584702757839,0.0009765625,4.69447775333763,True,inkscape,acdc,description
naive_bayes,sbert_max,random_undersample,5,2,10,0.603520399447111,0.0387177008250708,0.13828145813596,0.0150425381511701,0.548529411764706,0.0549623345179337,0.220427449207796,0.0212294871619029,0.0921338769962623,0.0309296072867855,0.128293572211533,0.0009765625,4.58820601914664,True,inkscape,acdc,description
xgboost,sbert_max,random_undersample,5,2,10,0.592873006258833,0.0234158624548933,0.139403339726019,0.0144888900312642,0.579638009049774,0.0646029621631665,0.224647813619107,0.0231136804141287,0.0921338769962623,0.0309296072867855,0.132513936622844,0.0009765625,4.60443187727953,True,inkscape,acdc,description
feedforward_nn,sbert_max,random_undersample,5,2,10,0.591691903896628,0.116429323823367,0.150243115519314,0.0297751743193069,0.591251885369532,0.158629036425369,0.229341702017771,0.017379935482624,0.0921338769962623,0.0309296072867855,0.137207825021509,0.0009765625,5.18864000326144,True,inkscape,acdc,description
logistic_regression,sbert_tfidf_weighted,random_undersample,5,2,10,0.595835080526177,0.0370441272317944,0.138766089128626,0.0114358410783143,0.567835595776772,0.0536494017235467,0.222696845064047,0.0167454638914179,0.0921338769962623,0.0309296072867855,0.130562968067784,0.0009765625,4.9803794791481,True,inkscape,acdc,description
random_forest,sbert_tfidf_weighted,random_undersample,5,2,10,0.595625417384957,0.0247088141513889,0.135986788870257,0.0134425288693641,0.556372549019608,0.070606774340955,0.218361969722966,0.021980724654745,0.0921338769962623,0.0309296072867855,0.126228092726704,0.0009765625,4.46315803009583,True,inkscape,acdc,description
svm,sbert_tfidf_weighted,random_undersample,5,2,10,0.611409557533119,0.0555279790484245,0.146894511290082,0.0148351944314354,0.577337858220211,0.0667634774951954,0.233309485123301,0.0189652944525016,0.0921338769962623,0.0309296072867855,0.141175608127038,0.0009765625,5.22053106933615,True,inkscape,acdc,description
knn,sbert_tfidf_weighted,random_undersample,5,2,10,0.584788550839429,0.0582797297664614,0.149702992785693,0.018313413876637,0.645286576168929,0.0437802292019761,0.24243647697907,0.0248911244277701,0.0921338769962623,0.0309296072867855,0.150302599982808,0.0009765625,5.07920671319347,True,inkscape,acdc,description
naive_bayes,sbert_tfidf_weighted,random_undersample,5,2,10,0.595828480019879,0.0399379735423944,0.139767450794808,0.0132350253960879,0.573604826546003,0.0670258388368372,0.224341803260323,0.019920811020194,0.0921338769962623,0.0309296072867855,0.132207926264061,0.0009765625,4.82134194036889,True,inkscape,acdc,description
xgboost,sbert_tfidf_weighted,random_undersample,5,2,10,0.599568249235118,0.0183317603346985,0.143036595473273,0.017740296611428,0.58921568627451,0.0813361964265656,0.230137094286824,0.0290000337943148,0.0921338769962623,0.0309296072867855,0.138003217290562,0.0009765625,4.36690548293254,True,inkscape,acdc,description
feedforward_nn,sbert_tfidf_weighted,random_undersample,5,2,10,0.609041528832565,0.102849753726357,0.147892998786949,0.0170866633060692,0.567760180995475,0.167204200805581,0.224582775711903,0.0211848561020662,0.0921338769962623,0.0309296072867855,0.13244889871564,0.0009765625,4.74000330735364,True,inkscape,acdc,description
logistic_regression,openai,random_undersample,5,2,10,0.590748911871581,0.0334210439232329,0.271057313273037,0.0251498971321732,0.775974025974026,0.05374999754851,0.401617225902501,0.0340815632962845,0.16964782964783,0.0370197103678154,0.231969396254671,0.0009765625,6.18491979884008,True,stackgres,acdc,description
random_forest,openai,random_undersample,5,2,10,0.62142814359302,0.0324399682248766,0.279687240581712,0.0271203648586184,0.722175324675325,0.0591925146864566,0.402986231563826,0.0361447644410403,0.16964782964783,0.0370197103678154,0.233338401915996,0.0009765625,6.05070749105809,True,stackgres,acdc,description
svm,openai,random_undersample,5,2,10,0.60055304875614,0.0279072052759952,0.280461819949952,0.0187516533062498,0.80288961038961,0.0491774236802959,0.41535699256051,0.0239740549724557,0.16964782964783,0.0370197103678154,0.24570916291268,0.0009765625,7.47435776419817,True,stackgres,acdc,description
knn,openai,random_undersample,5,2,10,0.603440083057142,0.036628869324585,0.274430738216238,0.0209949215488874,0.750844155844156,0.0516960608953245,0.40125315570872,0.0244406081566769,0.16964782964783,0.0370197103678154,0.231605326060891,0.0009765625,7.0047729832208,True,stackgres,acdc,description
naive_bayes,openai,random_undersample,5,2,10,0.597084015493351,0.0302796428196337,0.272247719659979,0.0224004787680674,0.763344155844156,0.0557705740693872,0.401135652883748,0.0307050511442506,0.16964782964783,0.0370197103678154,0.231487823235918,0.0009765625,6.45731930268245,True,stackgres,acdc,description
xgboost,openai,random_undersample,5,2,10,0.642929161841632,0.0321399962668843,0.291349618124474,0.0269673608505458,0.70775974025974,0.0519302830812033,0.412377110218099,0.0335009231987473,0.16964782964783,0.0370197103678154,0.242729280570269,0.0009765625,6.52254743098929,True,stackgres,acdc,description
feedforward_nn,openai,random_undersample,5,2,10,0.636578085692609,0.0633553477614043,0.290232415498713,0.0394110720430504,0.704188311688312,0.0827439953841785,0.408742550660929,0.0440584955723166,0.16964782964783,0.0370197103678154,0.239094721013099,0.0009765625,5.57425263838067,True,stackgres,acdc,description
logistic_regression,tfidf,random_undersample,5,2,10,0.662861877570579,0.0305237395516416,0.306670320498581,0.0307035253662337,0.716818181818182,0.0592366192645996,0.429282176386635,0.039445068585042,0.16964782964783,0.0370197103678154,0.259634346738805,0.0009765625,6.43922501304021,True,stackgres,acdc,description
random_forest,tfidf,random_undersample,5,2,10,0.611319530407699,0.0425004575444573,0.283564559534972,0.0240291562568497,0.775909090909091,0.0575977686338096,0.414405710282622,0.0278938638523506,0.16964782964783,0.0370197103678154,0.244757880634792,0.0009765625,7.08439176350068,True,stackgres,acdc,description
svm,tfidf,random_undersample,5,2,10,0.65970830172104,0.0374550602485667,0.30673073182342,0.0330415492211733,0.725714285714286,0.0575457681556109,0.43057404620108,0.0397686559601892,0.16964782964783,0.0370197103678154,0.260926216553251,0.0009765625,6.4431082609582,True,stackgres,acdc,description
knn,tfidf,random_undersample,5,2,10,0.583501377630476,0.0252607437623317,0.262922149921927,0.0123273318539523,0.750844155844156,0.0263712323520644,0.389238760647911,0.0143266668982937,0.16964782964783,0.0370197103678154,0.219590931000081,0.0009765625,7.42185019995317,True,stackgres,acdc,description
naive_bayes,tfidf,random_undersample,5,2,10,0.646737611308549,0.0252956709906248,0.298169412991611,0.0234287244571214,0.736525974025974,0.0474295533567861,0.4243131708696,0.0305417736685626,0.16964782964783,0.0370197103678154,0.25466534122177,0.0009765625,7.11925776464787,True,stackgres,acdc,description
xgboost,tfidf,random_undersample,5,2,10,0.629031066565507,0.0248621510931453,0.271043285195295,0.0205437733832408,0.648733766233766,0.0431824162638007,0.381989865990603,0.0253107235693658,0.16964782964783,0.0370197103678154,0.212342036342773,0.0009765625,6.3526699949611,True,stackgres,acdc,description
logistic_regression,sbert_avg,random_undersample,5,2,10,0.623014415205846,0.0136426841507139,0.273471567626992,0.0087850090111083,0.686525974025974,0.0562048998373609,0.390750807550513,0.0154536794891315,0.16964782964783,0.0370197103678154,0.221102977902683,0.0009765625,7.39461708371387,True,stackgres,acdc,description
random_forest,sbert_avg,random_undersample,5,2,10,0.62807570977918,0.0173714269587015,0.27641946185045,0.0171897299646754,0.684772727272727,0.0527941346431959,0.393703834120276,0.0250639347655697,0.16964782964783,0.0370197103678154,0.224056004472446,0.0009765625,6.72393339645064,True,stackgres,acdc,description
svm,sbert_avg,random_undersample,5,2,10,0.625551052190233,0.0232852463946744,0.283368787082435,0.0148758580218501,0.731233766233766,0.0457874635666624,0.40812962711877,0.0198216085445245,0.16964782964783,0.0370197103678154,0.23848179747094,0.0009765625,7.61941445032389,True,stackgres,acdc,description
knn,sbert_avg,random_undersample,5,2,10,0.589507047877651,0.027782228024496,0.254632105519744,0.0218069641303797,0.684675324675325,0.0433627689982992,0.371043407501573,0.0285224286021395,0.16964782964783,0.0370197103678154,0.201395577853743,0.0009765625,5.78177344306999,True,stackgres,acdc,description
naive_bayes,sbert_avg,random_undersample,5,2,10,0.610364173621371,0.0233302071717708,0.268851631675239,0.0174162009022864,0.700876623376623,0.0534964154075823,0.388327570538638,0.0240917979975025,0.16964782964783,0.0370197103678154,0.218679740890808,0.0009765625,6.64247957545591,True,stackgres,acdc,description
xgboost,sbert_avg,random_undersample,5,2,10,0.64104041049395,0.0229604888504735,0.286157747542424,0.0173792757092309,0.689967532467532,0.0641506928501345,0.403878653832678,0.0238335057156539,0.16964782964783,0.0370197103678154,0.234230824184848,0.0009765625,7.1375302534938,True,stackgres,acdc,description
feedforward_nn,sbert_avg,random_undersample,5,2,10,0.607856486842631,0.0629060840117765,0.273261437983063,0.0245173352391404,0.711396103896104,0.0887171329347831,0.391590332004077,0.0199030281909906,0.16964782964783,0.0370197103678154,0.221942502356247,0.0009765625,7.08449519483058,True,stackgres,acdc,description
logistic_regression,sbert_max,random_undersample,5,2,10,0.62395978916264,0.0152922423458734,0.274782932550253,0.0091954604365295,0.690064935064935,0.0552372258681196,0.392641815151952,0.0151774653789983,0.16964782964783,0.0370197103678154,0.222993985504122,0.0009765625,7.47754283405179,True,stackgres,acdc,description
random_forest,sbert_max,random_undersample,5,2,10,0.631878169548377,0.0250732071162709,0.28363354746829,0.0180870233670763,0.707824675324675,0.0370802675128714,0.404692763372065,0.0221450514130563,0.16964782964783,0.0370197103678154,0.235044933724235,0.0009765625,7.31021303490308,True,stackgres,acdc,description
svm,sbert_max,random_undersample,5,2,10,0.62681587669209,0.0226711466225278,0.284471984426337,0.015430304401818,0.733019480519481,0.0440126234402675,0.409579533753671,0.020119411738641,0.16964782964783,0.0370197103678154,0.239931704105841,0.0009765625,7.64001425810834,True,stackgres,acdc,description
knn,sbert_max,random_undersample,5,2,10,0.596784530607355,0.0279261181630748,0.259847415140339,0.0225677837144503,0.691850649350649,0.047237403403628,0.377632575016397,0.029834897741572,0.16964782964783,0.0370197103678154,0.207984745368568,0.0009765625,5.86891456319445,True,stackgres,acdc,description
naive_bayes,sbert_max,random_undersample,5,2,10,0.612891826059178,0.0244672424047897,0.269845078872281,0.0202864692773271,0.699090909090909,0.0666112872249507,0.38900188389525,0.0293022657886427,0.16964782964783,0.0370197103678154,0.219354054247421,0.0009765625,6.23331280485404,True,stackgres,acdc,description
xgboost,sbert_max,random_undersample,5,2,10,0.633140997484327,0.0191330979587058,0.279302572298741,0.0198830497483331,0.682662337662338,0.0595777362961114,0.396160796500791,0.028518577583669,0.16964782964783,0.0370197103678154,0.226512966852961,0.0009765625,6.50318411882681,True,stackgres,acdc,description
feedforward_nn,sbert_max,random_undersample,5,2,10,0.61072754861638,0.0704502091890526,0.275244670733085,0.0328979288346054,0.704253246753247,0.0845025089422846,0.392270736007971,0.0278366732960994,0.16964782964783,0.0370197103678154,0.222622906360142,0.0009765625,6.44849107112572,True,stackgres,acdc,description
logistic_regression,sbert_tfidf_weighted,random_undersample,5,2,10,0.625542067643653,0.0129031914566063,0.276295557391773,0.0088578383957,0.693701298701299,0.0569627474412295,0.394821145669493,0.0158806645820223,0.16964782964783,0.0370197103678154,0.225173316021663,0.0009765625,7.49963542336186,True,stackgres,acdc,description
random_forest,sbert_tfidf_weighted,random_undersample,5,2,10,0.624910154534201,0.019555857665084,0.275964107153608,0.0123549735147143,0.691720779220779,0.0453875317696575,0.394183462417977,0.0167881489478712,0.16964782964783,0.0370197103678154,0.224535632770148,0.0009765625,7.41100240284727,True,stackgres,acdc,description
svm,sbert_tfidf_weighted,random_undersample,5,2,10,0.627134328954199,0.0251249776830705,0.285063594332595,0.018020282852074,0.734805194805195,0.0457190356888805,0.410488636809794,0.0236238145152674,0.16964782964783,0.0370197103678154,0.240840807161964,0.0009765625,7.35786134192808,True,stackgres,acdc,description
knn,sbert_tfidf_weighted,random_undersample,5,2,10,0.591090324641616,0.0295410744051926,0.257917646737333,0.0216445398272934,0.697175324675325,0.0358398177546161,0.37637570985491,0.0275553442118163,0.16964782964783,0.0370197103678154,0.206727880207081,0.0009765625,6.00994342542864,True,stackgres,acdc,description
naive_bayes,sbert_tfidf_weighted,random_undersample,5,2,10,0.609097352553608,0.0243802527020065,0.268551365422467,0.0181322087054844,0.70262987012987,0.0480691549571007,0.388317157304145,0.0242465313764858,0.16964782964783,0.0370197103678154,0.218669327656315,0.0009765625,6.62946690340771,True,stackgres,acdc,description
xgboost,sbert_tfidf_weighted,random_undersample,5,2,10,0.636924489877411,0.0223005646679193,0.28229599843046,0.0215380511231766,0.68448051948052,0.0624643261320387,0.399353912524603,0.0298733193183082,0.16964782964783,0.0370197103678154,0.229706082876773,0.0009765625,6.47856091552379,True,stackgres,acdc,description
feedforward_nn,sbert_tfidf_weighted,random_undersample,5,2,10,0.612601325719762,0.0664830534893088,0.277654000060115,0.0287997562652714,0.715,0.0865036215371667,0.396453764280698,0.0218430465405903,0.16964782964783,0.0370197103678154,0.226805934632868,0.0009765625,7.07928372070886,True,stackgres,acdc,description
logistic_regression,openai,random_undersample,5,2,10,0.627792197420437,0.02642385764259,0.255087534213578,0.0143771084303042,0.768129432624114,0.033694037569323,0.382731105707823,0.0181049260930076,0.160130443930149,0.0339142797956882,0.222600661777674,0.0009765625,7.76837846692329,True,stackgres,arcan,description
random_forest,openai,random_undersample,5,2,10,0.665749910154534,0.0315384935425118,0.272841102438746,0.0172524294950329,0.730097517730497,0.0430446145789258,0.396483528742579,0.017710818101869,0.160130443930149,0.0339142797956882,0.23635308481243,0.0009765625,8.28798628275343,True,stackgres,arcan,description
svm,openai,random_undersample,5,2,10,0.654048037375714,0.0368337815704365,0.271427019191367,0.0174395145933264,0.765824468085107,0.0570167287019223,0.399728494893637,0.0165892657638158,0.160130443930149,0.0339142797956882,0.239598050963488,0.0009765625,8.51439670817571,True,stackgres,arcan,description
knn,openai,random_undersample,5,2,10,0.56452501697081,0.0297500209468834,0.229483127920664,0.0185847417446618,0.805496453900709,0.0658562648564586,0.356967030614455,0.0274076513259201,0.160130443930149,0.0339142797956882,0.196836586684306,0.0009765625,6.05633878517134,True,stackgres,arcan,description
naive_bayes,openai,random_undersample,5,2,10,0.657840514315378,0.0338536162595071,0.266701030043734,0.0220091321916631,0.723758865248227,0.0290110422755679,0.389325255078922,0.0256824246739563,0.160130443930149,0.0339142797956882,0.229194811148773,0.0009765625,7.22819572658223,True,stackgres,arcan,description
xgboost,openai,random_undersample,5,2,10,0.676810885277323,0.0312235384390532,0.275200557371971,0.0213234654244349,0.698448581560284,0.040125924287605,0.394124501563922,0.0228189771525011,0.160130443930149,0.0339142797956882,0.233994057633773,0.0009765625,7.68011846204876,True,stackgres,arcan,description
feedforward_nn,openai,random_undersample,5,2,10,0.661948448668291,0.0370034112184778,0.264014723316663,0.0191063389533717,0.692198581560284,0.0754890852664574,0.380556896309335,0.0214505030183071,0.160130443930149,0.0339142797956882,0.220426452379185,0.0009765625,7.3696393672876,True,stackgres,arcan,description
logistic_regression,tfidf,random_undersample,5,2,10,0.671130655272931,0.0395204181923856,0.271791846977106,0.0241391177887563,0.698448581560284,0.059359457307979,0.390150056335172,0.027486622010973,0.160130443930149,0.0339142797956882,0.230019612405022,0.0009765625,7.06927176178504,True,stackgres,arcan,description
random_forest,tfidf,random_undersample,5,2,10,0.710024757417242,0.0355586482766146,0.283030736128757,0.0288433952868779,0.595035460992908,0.0465092755062178,0.382295152432821,0.0286971046602489,0.160130443930149,0.0339142797956882,0.222164708502672,0.0009765625,6.7091965073422,True,stackgres,arcan,description
svm,tfidf,random_undersample,5,2,10,0.673361817673601,0.0561046601149767,0.277785874206507,0.0279647668798579,0.708820921985816,0.0627251396156824,0.396782345898696,0.0251157802032448,0.160130443930149,0.0339142797956882,0.236651901968546,0.0009765625,7.52344298887559,True,stackgres,arcan,description
knn,tfidf,random_undersample,5,2,10,0.592361138841193,0.0298136564726266,0.227743864209608,0.0087458928312358,0.71706560283688,0.0611589856332735,0.34512294582881,0.0128762644599525,0.160130443930149,0.0339142797956882,0.184992501898661,0.0009765625,6.8417358327142,True,stackgres,arcan,description
naive_bayes,tfidf,random_undersample,5,2,10,0.612612306832249,0.0343829727784239,0.252002970956316,0.0159781918130476,0.797650709219858,0.0448055863650237,0.382408703974539,0.0181498933511602,0.160130443930149,0.0339142797956882,0.22227826004439,0.0009765625,7.75285246740322,True,stackgres,arcan,description
xgboost,tfidf,random_undersample,5,2,10,0.621467076628199,0.0284277940299919,0.230907097098176,0.0187972919681186,0.651950354609929,0.0655976852491364,0.340483794529245,0.0261857307386178,0.160130443930149,0.0339142797956882,0.180353350599095,0.0009765625,5.64728105515233,True,stackgres,arcan,description
logistic_regression,sbert_avg,random_undersample,5,2,10,0.624628638741365,0.0393480735073287,0.244652755207125,0.0315885394820373,0.71511524822695,0.0869153950211382,0.364174898253787,0.0451760354717513,0.160130443930149,0.0339142797956882,0.204044454323638,0.0009765625,4.84611894924831,True,stackgres,arcan,description
random_forest,sbert_avg,random_undersample,5,2,10,0.649603681667532,0.0349294111062323,0.253682524310508,0.0307453653091184,0.683776595744681,0.0769246635709232,0.369774086166063,0.0430530759529962,0.160130443930149,0.0339142797956882,0.209643642235914,0.0009765625,5.13199667267396,True,stackgres,arcan,description
svm,sbert_avg,random_undersample,5,2,10,0.629689933314699,0.0398534232682229,0.254738129070885,0.0281341543886515,0.755274822695035,0.072745952264519,0.380390459291257,0.0378480207032252,0.160130443930149,0.0339142797956882,0.220260015361108,0.0009765625,5.81485718143223,True,stackgres,arcan,description
knn,sbert_avg,random_undersample,5,2,10,0.526244858842791,0.0343320932992362,0.214927171585448,0.012781245349304,0.810106382978723,0.0299667683504905,0.33954579140261,0.0172280624685375,0.160130443930149,0.0339142797956882,0.179415347472461,0.0009765625,6.32796257537307,True,stackgres,arcan,description
naive_bayes,sbert_avg,random_undersample,5,2,10,0.64359900970331,0.0322282172599777,0.249223089451918,0.0273056084586503,0.679343971631206,0.0633096667399315,0.364380017942455,0.0371338864717911,0.160130443930149,0.0339142797956882,0.204249574012306,0.0009765625,5.44896572930073,True,stackgres,arcan,description
xgboost,sbert_avg,random_undersample,5,2,10,0.635054705905842,0.0331234863254848,0.242957793689487,0.0249391090162826,0.67322695035461,0.0652237104148612,0.356609259575016,0.0340051779284799,0.160130443930149,0.0339142797956882,0.196478815644867,0.0009765625,5.48873651649301,True,stackgres,arcan,description
feedforward_nn,sbert_avg,random_undersample,5,2,10,0.622715928602803,0.0225282074365494,0.246628261635784,0.0198288615532016,0.740514184397163,0.0920025705580352,0.369611404658413,0.0324283263412959,0.160130443930149,0.0339142797956882,0.209480960728263,0.0009765625,5.98955240012076,True,stackgres,arcan,description
logistic_regression,sbert_max,random_undersample,5,2,10,0.627789202571577,0.041357244568698,0.243352151390947,0.0326036429255329,0.696054964539007,0.0844330657923161,0.360191761429775,0.0457773622169928,0.160130443930149,0.0339142797956882,0.200061317499626,0.0009765625,4.71131520232351,True,stackgres,arcan,description
random_forest,sbert_max,random_undersample,5,2,10,0.65435051711057,0.0395510734055376,0.258229139733228,0.0308830047159606,0.687854609929078,0.0620956058621781,0.375065302261606,0.0406735216684162,0.160130443930149,0.0339142797956882,0.214934858331457,0.0009765625,5.44520609639102,True,stackgres,arcan,description
svm,sbert_max,random_undersample,5,2,10,0.629690931597652,0.0439984640854812,0.251958155255464,0.0322974366590652,0.736258865248227,0.0735911725756035,0.374882953961767,0.0433397051205227,0.160130443930149,0.0339142797956882,0.214752510031618,0.0009765625,5.23552344626623,True,stackgres,arcan,description
knn,sbert_max,random_undersample,5,2,10,0.561666932875454,0.0369380559825435,0.219122816644415,0.0152780628544013,0.74468085106383,0.0244148678646526,0.338373153725649,0.0195832230823782,0.160130443930149,0.0339142797956882,0.1782427097955,0.0009765625,6.10633336066721,True,stackgres,arcan,description
naive_bayes,sbert_max,random_undersample,5,2,10,0.643281555724155,0.0286503686807752,0.249965611438139,0.0240300131594855,0.685505319148936,0.057272951420046,0.366076218853822,0.0325763114153298,0.160130443930149,0.0339142797956882,0.205945774923673,0.0009765625,5.87565155141355,True,stackgres,arcan,description
xgboost,sbert_max,random_undersample,5,2,10,0.642337180050314,0.0396101587460823,0.253684068357652,0.0313432703477542,0.702659574468085,0.048852585622214,0.372383057066119,0.0396852770581303,0.160130443930149,0.0339142797956882,0.212252613135969,0.0009765625,5.45504213134465,True,stackgres,arcan,description
