sentence,component_id,component_name,confidence,source
2,rustc,rustc,1.00,swattr
3,rustc,rustc,1.00,swattr
6,rustc,rustc,1.00,swattr
10,rustc,rustc,1.00,swattr
11,rustc,rustc,1.00,swattr
12,rustc,rustc,1.00,swattr
15,rustc,rustc,1.00,swattr
18,rustc,rustc,1.00,swattr
19,rustc,rustc,1.00,swattr
23,rustc,rustc,1.00,swattr
24,rustc,rustc,1.00,swattr
28,rustc,rustc,1.00,swattr
33,rustc,rustc,1.00,swattr
34,rustc,rustc,1.00,swattr
44,rustc,rustc,1.00,swattr
65,rustc,rustc,1.00,swattr
70,rustc,rustc,1.00,swattr
72,rustc,rustc,1.00,swattr
74,rustc,rustc,1.00,swattr
78,rustc,rustc,1.00,swattr
104,rustc,rustc,1.00,swattr
105,rustc,rustc,1.00,swattr
106,rustc,rustc,1.00,swattr
129,rustc,rustc,1.00,swattr
130,rustc,rustc,1.00,swattr
131,rustc,rustc,1.00,swattr
132,rustc,rustc,1.00,swattr
135,rustc,rustc,1.00,swattr
136,rustc,rustc,1.00,swattr
142,rustc,rustc,1.00,swattr
147,rustc,rustc,1.00,swattr
149,rustc,rustc,1.00,swattr
151,rustc,rustc,1.00,swattr
152,rustc,rustc,1.00,swattr
154,rustc,rustc,1.00,swattr
156,rustc,rustc,1.00,swattr
160,rustc,rustc,1.00,swattr
161,rustc,rustc,1.00,swattr
162,rustc,rustc,1.00,swattr
163,rustc,rustc,1.00,swattr
165,rustc,rustc,1.00,swattr
166,rustc,rustc,1.00,swattr
168,rustc,rustc,1.00,swattr
169,rustc,rustc,1.00,swattr
182,rustc,rustc,1.00,swattr
186,rustc,rustc,1.00,swattr
189,rustc,rustc,1.00,swattr
190,rustc,rustc,1.00,swattr
192,rustc,rustc,1.00,swattr
193,rustc,rustc,1.00,swattr
194,rustc,rustc,1.00,swattr
195,rustc,rustc,1.00,swattr
196,rustc,rustc,1.00,swattr
197,rustc,rustc,1.00,swattr
201,rustc,rustc,1.00,swattr
205,rustc,rustc,1.00,swattr
207,rustc,rustc,1.00,swattr
212,rustc,rustc,1.00,swattr
213,rustc,rustc,1.00,swattr
223,rustc,rustc,1.00,swattr
235,rustc,rustc,1.00,swattr
241,rustc,rustc,1.00,swattr
242,rustc,rustc,1.00,swattr
243,rustc,rustc,1.00,swattr
245,rustc,rustc,1.00,swattr
246,rustc,rustc,1.00,swattr
250,rustc,rustc,1.00,swattr
251,rustc,rustc,1.00,swattr
252,rustc,rustc,1.00,swattr
254,rustc,rustc,1.00,swattr
258,rustc,rustc,1.00,swattr
259,rustc,rustc,1.00,swattr
260,rustc,rustc,1.00,swattr
262,rustc,rustc,1.00,swattr
263,rustc,rustc,1.00,swattr
265,rustc,rustc,1.00,swattr
266,rustc,rustc,1.00,swattr
269,rustc,rustc,1.00,swattr
278,rustc,rustc,1.00,swattr
279,rustc,rustc,1.00,swattr
282,rustc,rustc,1.00,swattr
313,rustc,rustc,1.00,swattr
314,rustc,rustc,1.00,swattr
316,rustc,rustc,1.00,swattr
317,rustc,rustc,1.00,swattr
322,rustc,rustc,1.00,swattr
325,rustc,rustc,1.00,swattr
331,rustc,rustc,1.00,swattr
335,rustc,rustc,1.00,swattr
337,rustc,rustc,1.00,swattr
338,rustc,rustc,1.00,swattr
340,rustc,rustc,1.00,swattr
342,rustc,rustc,1.00,swattr
356,rustc,rustc,1.00,swattr
365,rustc,rustc,1.00,swattr
366,rustc,rustc,1.00,swattr
375,rustc,rustc,1.00,swattr
391,rustc,rustc,1.00,swattr
396,rustc,rustc,1.00,swattr
397,rustc,rustc,1.00,swattr
398,rustc,rustc,1.00,swattr
404,rustc,rustc,1.00,swattr
405,rustc,rustc,1.00,swattr
406,rustc,rustc,1.00,swattr
413,rustc,rustc,1.00,swattr
414,rustc,rustc,1.00,swattr
415,rustc,rustc,1.00,swattr
416,rustc,rustc,1.00,swattr
417,rustc,rustc,1.00,swattr
423,rustc,rustc,1.00,swattr
424,rustc,rustc,1.00,swattr
437,rustc,rustc,1.00,swattr
439,rustc,rustc,1.00,swattr
446,rustc,rustc,1.00,swattr
448,rustc,rustc,1.00,swattr
449,rustc,rustc,1.00,swattr
453,rustc,rustc,1.00,swattr
464,rustc,rustc,1.00,swattr
465,rustc,rustc,1.00,swattr
473,rustc,rustc,1.00,swattr
483,rustc,rustc,1.00,swattr
512,rustc,rustc,1.00,swattr
516,rustc,rustc,1.00,swattr
517,rustc,rustc,1.00,swattr
523,rustc,rustc,1.00,swattr
525,rustc,rustc,1.00,swattr
527,rustc,rustc,1.00,swattr
533,rustc,rustc,1.00,swattr
535,rustc,rustc,1.00,swattr
541,rustc,rustc,1.00,swattr
542,rustc,rustc,1.00,swattr
552,rustc,rustc,1.00,swattr
553,rustc,rustc,1.00,swattr
554,rustc,rustc,1.00,swattr
556,rustc,rustc,1.00,swattr
558,rustc,rustc,1.00,swattr
567,rustc,rustc,1.00,swattr
568,rustc,rustc,1.00,swattr
569,rustc,rustc,1.00,swattr
579,rustc,rustc,1.00,swattr
589,rustc,rustc,1.00,swattr
592,rustc,rustc,1.00,swattr
598,rustc,rustc,1.00,swattr
599,rustc,rustc,1.00,swattr
602,rustc,rustc,1.00,swattr
621,rustc,rustc,1.00,swattr
623,rustc,rustc,1.00,swattr
627,rustc,rustc,1.00,swattr
628,rustc,rustc,1.00,swattr
629,rustc,rustc,1.00,swattr
641,rustc,rustc,1.00,swattr
656,rustc,rustc,1.00,swattr
663,rustc,rustc,1.00,swattr
668,rustc,rustc,1.00,swattr
670,rustc,rustc,1.00,swattr
674,rustc,rustc,1.00,swattr
682,rustc,rustc,1.00,swattr
707,rustc,rustc,1.00,swattr
713,rustc,rustc,1.00,swattr
718,rustc,rustc,1.00,swattr
721,rustc,rustc,1.00,swattr
736,rustc,rustc,1.00,swattr
749,rustc,rustc,1.00,swattr
754,rustc,rustc,1.00,swattr
758,rustc,rustc,1.00,swattr
759,rustc,rustc,1.00,swattr
760,rustc,rustc,1.00,swattr
789,rustc,rustc,1.00,swattr
790,rustc,rustc,1.00,swattr
810,rustc,rustc,1.00,swattr
876,rustc,rustc,1.00,swattr
892,rustc,rustc,1.00,swattr
904,rustc,rustc,1.00,swattr
905,rustc,rustc,1.00,swattr
906,rustc,rustc,1.00,swattr
907,rustc,rustc,1.00,swattr
908,rustc,rustc,1.00,swattr
910,rustc,rustc,1.00,swattr
912,rustc,rustc,1.00,swattr
915,rustc,rustc,1.00,swattr
916,rustc,rustc,1.00,swattr
918,rustc,rustc,1.00,swattr
961,rustc,rustc,1.00,swattr
966,rustc,rustc,1.00,swattr
968,rustc,rustc,1.00,swattr
969,rustc,rustc,1.00,swattr
990,rustc,rustc,1.00,swattr
1006,rustc,rustc,1.00,swattr
1012,rustc,rustc,1.00,swattr
1015,rustc,rustc,1.00,swattr
1018,rustc,rustc,1.00,swattr
1052,rustc,rustc,1.00,swattr
1072,rustc,rustc,1.00,swattr
1074,rustc,rustc,1.00,swattr
1075,rustc,rustc,1.00,swattr
1076,rustc,rustc,1.00,swattr
1089,rustc,rustc,1.00,swattr
1090,rustc,rustc,1.00,swattr
1092,rustc,rustc,1.00,swattr
1093,rustc,rustc,1.00,swattr
1095,rustc,rustc,1.00,swattr
1099,rustc,rustc,1.00,swattr
1103,rustc,rustc,1.00,swattr
1105,rustc,rustc,1.00,swattr
1111,rustc,rustc,1.00,swattr
1118,rustc,rustc,1.00,swattr
1119,rustc,rustc,1.00,swattr
1120,rustc,rustc,1.00,swattr
1121,rustc,rustc,1.00,swattr
