model,strategy,encoding,cv_folds,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,positive_smell_recall_mean,positive_smell_recall_std,top_1_positive_count_mean,top_1_positive_count_std,top_5_positive_count_mean,top_5_positive_count_std,top_10_positive_count_mean,top_10_positive_count_std,recall
logistic_regression,none,openai,7,0.7585895117540689,0.023298551042902585,0.3560582688796368,0.07192818558473586,0.289602534562212,0.08898860742821042,0.3168597154141661,0.07999986138021543,0.289602534562212,0.08898860742821042,9.0,2.7255405754769875,31.142857142857142,0.3499271061118826,31.142857142857142,0.3499271061118826,0.289602534562212
logistic_regression,class_weight,openai,7,0.7359855334538878,0.030581436754589093,0.3410000855578768,0.0698422535870678,0.36779953917050695,0.09106029700797451,0.35243373406937856,0.07680066195852742,0.36779953917050695,0.09106029700797451,11.428571428571429,2.770102775666474,31.142857142857142,0.3499271061118826,31.142857142857142,0.3499271061118826,0.36779953917050695
logistic_regression,random_undersample,openai,7,0.6094032549728752,0.03747627807606275,0.28305708124985235,0.022501730936613236,0.633352534562212,0.07277582381075655,0.38984926772961553,0.02621724797618388,0.633352534562212,0.07277582381075655,19.714285714285715,2.1852940772540506,31.142857142857142,0.3499271061118826,31.142857142857142,0.3499271061118826,0.633352534562212
random_forest,none,openai,7,0.8028933092224231,0.0022147285196954325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.142857142857142,0.3499271061118826,31.142857142857142,0.3499271061118826,0.0
random_forest,class_weight,openai,7,0.7992766726943942,0.005573611214257642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.142857142857142,0.3499271061118826,31.142857142857142,0.3499271061118826,0.0
random_forest,random_undersample,openai,7,0.6112115732368898,0.039140797146317095,0.2970876574846947,0.029146186609819654,0.7067972350230415,0.08693005158046488,0.41747187524835355,0.03977256502289244,0.7067972350230415,0.08693005158046488,22.0,2.6186146828319083,31.142857142857142,0.3499271061118826,31.142857142857142,0.3499271061118826,0.7067972350230415
knn,none,openai,7,0.779385171790235,0.011926678081621093,0.3470238095238095,0.07591094555680886,0.14674539170506912,0.059232095438993854,0.20324053217151297,0.0702387289090829,0.14674539170506912,0.059232095438993854,4.571428571428571,1.8405855323893037,31.142857142857142,0.3499271061118826,31.142857142857142,0.3499271061118826,0.14674539170506912
knn,class_weight,openai,7,0.779385171790235,0.011926678081621093,0.3470238095238095,0.07591094555680886,0.14674539170506912,0.059232095438993854,0.20324053217151297,0.0702387289090829,0.14674539170506912,0.059232095438993854,4.571428571428571,1.8405855323893037,31.142857142857142,0.3499271061118826,31.142857142857142,0.3499271061118826,0.14674539170506912
knn,random_undersample,openai,7,0.6193490054249547,0.049191575076800886,0.30863601048122735,0.032878519364596875,0.7340149769585252,0.0762338057564861,0.4330204267657436,0.03773287269944556,0.7340149769585252,0.0762338057564861,22.857142857142858,2.3560603574958066,31.142857142857142,0.3499271061118826,31.142857142857142,0.3499271061118826,0.7340149769585252
naive_bayes,none,openai,7,0.6247739602169983,0.035757178902866525,0.3002806301691693,0.03673363384329165,0.6795794930875576,0.09561583004964794,0.4161026871260591,0.052103905615343483,0.6795794930875576,0.09561583004964794,21.142857142857142,2.8499910490371434,31.142857142857142,0.3499271061118826,31.142857142857142,0.3499271061118826,0.6795794930875576
naive_bayes,class_weight,openai,7,0.6247739602169983,0.035757178902866525,0.3002806301691693,0.03673363384329165,0.6795794930875576,0.09561583004964794,0.4161026871260591,0.052103905615343483,0.6795794930875576,0.09561583004964794,21.142857142857142,2.8499910490371434,31.142857142857142,0.3499271061118826,31.142857142857142,0.3499271061118826,0.6795794930875576
