group,model,arm,run,project,label,chars
alias,luna,typedalias,2,bigbluebutton,Doc knowledge,8732
alias,luna,typedalias,2,bigbluebutton,Doc knowledge judge,1710
alias,luna,typedalias,2,bigbluebutton,batch,6671
alias,luna,typedalias,2,bigbluebutton,batch,4624
alias,luna,typedalias,2,bigbluebutton,Validation pass,19447
alias,luna,typedalias,2,bigbluebutton,Validation pass,18608
alias,luna,typedalias,2,jabref,Doc knowledge,2175
alias,luna,typedalias,2,jabref,batch,2467
alias,luna,typedalias,2,jabref,Validation pass,20296
alias,luna,typedalias,2,mediastore,Doc knowledge,4575
alias,luna,typedalias,2,mediastore,Doc knowledge judge,1070
alias,luna,typedalias,2,mediastore,batch,5085
alias,luna,typedalias,2,mediastore,Validation pass,16251
alias,luna,typedalias,2,mediastore,Validation pass,2725
alias,luna,typedalias,2,teammates,Doc knowledge,17583
alias,luna,typedalias,2,teammates,Doc knowledge judge,1420
alias,luna,typedalias,2,teammates,batch,5858
alias,luna,typedalias,2,teammates,batch,5926
alias,luna,typedalias,2,teammates,batch,5745
alias,luna,typedalias,2,teammates,batch,5515
alias,luna,typedalias,2,teammates,Validation pass,25196
alias,luna,typedalias,2,teammates,Validation pass,25987
alias,luna,typedalias,2,teammates,Validation pass,19538
alias,luna,typedalias,2,teastore,Doc knowledge,5002
alias,luna,typedalias,2,teastore,Doc knowledge judge,1142
alias,luna,typedalias,2,teastore,batch,5595
alias,luna,typedalias,2,teastore,Validation pass,14463
alias,luna,typedalias,3,bigbluebutton,Doc knowledge,8732
alias,luna,typedalias,3,bigbluebutton,Doc knowledge judge,1680
alias,luna,typedalias,3,bigbluebutton,batch,6641
alias,luna,typedalias,3,bigbluebutton,batch,4594
alias,luna,typedalias,3,bigbluebutton,Validation pass,17797
alias,luna,typedalias,3,bigbluebutton,Validation pass,12256
alias,luna,typedalias,3,jabref,Doc knowledge,2175
alias,luna,typedalias,3,jabref,Doc knowledge judge,827
alias,luna,typedalias,3,jabref,batch,2528
alias,luna,typedalias,3,jabref,Validation pass,20296
alias,luna,typedalias,3,mediastore,Doc knowledge,4575
alias,luna,typedalias,3,mediastore,Doc knowledge judge,1070
alias,luna,typedalias,3,mediastore,batch,5085
alias,luna,typedalias,3,mediastore,Validation pass,16251
alias,luna,typedalias,3,mediastore,Validation pass,2725
alias,luna,typedalias,3,teammates,Doc knowledge,17583
alias,luna,typedalias,3,teammates,Doc knowledge judge,979
alias,luna,typedalias,3,teammates,batch,5653
alias,luna,typedalias,3,teammates,batch,5721
alias,luna,typedalias,3,teammates,batch,5540
alias,luna,typedalias,3,teammates,batch,5310
alias,luna,typedalias,3,teammates,Validation pass,22933
alias,luna,typedalias,3,teammates,Validation pass,24874
alias,luna,typedalias,3,teammates,Validation pass,23188
alias,luna,typedalias,3,teastore,Doc knowledge,5002
alias,luna,typedalias,3,teastore,Doc knowledge judge,1248
alias,luna,typedalias,3,teastore,batch,5645
alias,luna,typedalias,3,teastore,Validation pass,14463
alias,terra,ctl,1,bigbluebutton,Doc knowledge,8732
alias,terra,ctl,1,bigbluebutton,Doc knowledge judge,975
alias,terra,ctl,1,bigbluebutton,batch,6416
alias,terra,ctl,1,bigbluebutton,batch,4369
alias,terra,ctl,1,bigbluebutton,Validation pass,19698
alias,terra,ctl,1,bigbluebutton,Validation pass,7909
alias,terra,ctl,1,jabref,Doc knowledge,2175
alias,terra,ctl,1,jabref,Doc knowledge judge,657
alias,terra,ctl,1,jabref,batch,2508
alias,terra,ctl,1,jabref,Validation pass,21561
alias,terra,ctl,1,mediastore,Doc knowledge,4575
alias,terra,ctl,1,mediastore,Doc knowledge judge,863
alias,terra,ctl,1,mediastore,batch,5085
alias,terra,ctl,1,mediastore,Validation pass,16251
alias,terra,ctl,1,mediastore,Validation pass,2725
alias,terra,ctl,1,teammates,Doc knowledge,17583
alias,terra,ctl,1,teammates,Doc knowledge judge,931
alias,terra,ctl,1,teammates,batch,5728
alias,terra,ctl,1,teammates,batch,5796
alias,terra,ctl,1,teammates,batch,5615
alias,terra,ctl,1,teammates,batch,5385
alias,terra,ctl,1,teammates,Validation pass,22872
alias,terra,ctl,1,teammates,Validation pass,24651
alias,terra,ctl,1,teammates,Validation pass,11721
alias,terra,ctl,1,teastore,Doc knowledge,5002
alias,terra,ctl,1,teastore,Doc knowledge judge,923
alias,terra,ctl,1,teastore,batch,5583
alias,terra,ctl,1,teastore,Validation pass,18398
alias,terra,ctl,2,bigbluebutton,Doc knowledge,8732
alias,terra,ctl,2,bigbluebutton,Doc knowledge judge,1272
alias,terra,ctl,2,bigbluebutton,batch,6529
alias,terra,ctl,2,bigbluebutton,batch,4482
alias,terra,ctl,2,bigbluebutton,Validation pass,18369
alias,terra,ctl,2,bigbluebutton,Validation pass,11357
alias,terra,ctl,2,jabref,Doc knowledge,2175
alias,terra,ctl,2,jabref,Doc knowledge judge,572
alias,terra,ctl,2,jabref,batch,2508
alias,terra,ctl,2,jabref,Validation pass,21561
alias,terra,ctl,2,mediastore,Doc knowledge,4575
alias,terra,ctl,2,mediastore,Doc knowledge judge,863
alias,terra,ctl,2,mediastore,batch,5060
alias,terra,ctl,2,mediastore,Validation pass,15809
alias,terra,ctl,2,teammates,Doc knowledge,17583
alias,terra,ctl,2,teammates,Doc knowledge judge,859
alias,terra,ctl,2,teammates,batch,5659
alias,terra,ctl,2,teammates,batch,5727
alias,terra,ctl,2,teammates,batch,5546
alias,terra,ctl,2,teammates,batch,5316
alias,terra,ctl,2,teammates,Validation pass,23892
alias,terra,ctl,2,teammates,Validation pass,25745
alias,terra,ctl,2,teammates,Validation pass,3626
alias,terra,ctl,2,teastore,Doc knowledge,5002
alias,terra,ctl,2,teastore,Doc knowledge judge,917
alias,terra,ctl,2,teastore,batch,5567
alias,terra,ctl,2,teastore,Validation pass,11391
alias,terra,ctl,3,bigbluebutton,Doc knowledge,8732
alias,terra,ctl,3,bigbluebutton,Doc knowledge judge,1160
alias,terra,ctl,3,bigbluebutton,batch,6473
alias,terra,ctl,3,bigbluebutton,batch,4426
alias,terra,ctl,3,bigbluebutton,Validation pass,18225
alias,terra,ctl,3,bigbluebutton,Validation pass,11287
alias,terra,ctl,3,jabref,Doc knowledge,2175
alias,terra,ctl,3,jabref,Doc knowledge judge,572
alias,terra,ctl,3,jabref,batch,2508
alias,terra,ctl,3,jabref,Validation pass,21561
alias,terra,ctl,3,mediastore,Doc knowledge,4575
alias,terra,ctl,3,mediastore,Doc knowledge judge,863
alias,terra,ctl,3,mediastore,batch,5085
alias,terra,ctl,3,mediastore,Validation pass,16251
alias,terra,ctl,3,mediastore,Validation pass,2725
alias,terra,ctl,3,teammates,Doc knowledge,17583
alias,terra,ctl,3,teammates,Doc knowledge judge,1001
alias,terra,ctl,3,teammates,batch,5742
alias,terra,ctl,3,teammates,batch,5810
alias,terra,ctl,3,teammates,batch,5629
alias,terra,ctl,3,teammates,batch,5399
alias,terra,ctl,3,teammates,Validation pass,23416
alias,terra,ctl,3,teammates,Validation pass,25996
alias,terra,ctl,3,teammates,Validation pass,19728
alias,terra,ctl,3,teastore,Doc knowledge,5002
alias,terra,ctl,3,teastore,Doc knowledge judge,1025
alias,terra,ctl,3,teastore,batch,5629
alias,terra,ctl,3,teastore,Validation pass,16101
alias,terra,typedalias,1,bigbluebutton,Doc knowledge,8732
alias,terra,typedalias,1,bigbluebutton,Doc knowledge judge,1604
alias,terra,typedalias,1,bigbluebutton,batch,6642
alias,terra,typedalias,1,bigbluebutton,batch,4595
alias,terra,typedalias,1,bigbluebutton,Validation pass,18369
alias,terra,typedalias,1,bigbluebutton,Validation pass,11790
alias,terra,typedalias,1,jabref,Doc knowledge,2175
alias,terra,typedalias,1,jabref,Doc knowledge judge,779
alias,terra,typedalias,1,jabref,batch,2508
alias,terra,typedalias,1,jabref,Validation pass,21561
alias,terra,typedalias,1,mediastore,Doc knowledge,4575
alias,terra,typedalias,1,mediastore,Doc knowledge judge,1070
alias,terra,typedalias,1,mediastore,batch,5022
alias,terra,typedalias,1,mediastore,Validation pass,12950
alias,terra,typedalias,1,teammates,Doc knowledge,17583
alias,terra,typedalias,1,teammates,Doc knowledge judge,1138
alias,terra,typedalias,1,teammates,batch,5728
alias,terra,typedalias,1,teammates,batch,5796
alias,terra,typedalias,1,teammates,batch,5615
alias,terra,typedalias,1,teammates,batch,5385
alias,terra,typedalias,1,teammates,Validation pass,24258
alias,terra,typedalias,1,teammates,Validation pass,24272
alias,terra,typedalias,1,teammates,Validation pass,11721
alias,terra,typedalias,1,teastore,Doc knowledge,5002
alias,terra,typedalias,1,teastore,Doc knowledge judge,1171
alias,terra,typedalias,1,teastore,batch,5596
alias,terra,typedalias,1,teastore,Validation pass,18398
alias,terra,typedalias,2,bigbluebutton,Doc knowledge,8732
alias,terra,typedalias,2,bigbluebutton,Doc knowledge judge,1607
alias,terra,typedalias,2,bigbluebutton,batch,6645
alias,terra,typedalias,2,bigbluebutton,batch,4598
alias,terra,typedalias,2,bigbluebutton,Validation pass,19911
alias,terra,typedalias,2,bigbluebutton,Validation pass,15336
alias,terra,typedalias,2,jabref,Doc knowledge,2175
alias,terra,typedalias,2,jabref,Doc knowledge judge,779
alias,terra,typedalias,2,jabref,batch,2508
alias,terra,typedalias,2,jabref,Validation pass,21561
alias,terra,typedalias,2,mediastore,Doc knowledge,4575
alias,terra,typedalias,2,mediastore,Doc knowledge judge,1070
alias,terra,typedalias,2,mediastore,batch,5047
alias,terra,typedalias,2,mediastore,Validation pass,13752
alias,terra,typedalias,2,teammates,Doc knowledge,17583
alias,terra,typedalias,2,teammates,Doc knowledge judge,1138
alias,terra,typedalias,2,teammates,batch,5728
alias,terra,typedalias,2,teammates,batch,5796
alias,terra,typedalias,2,teammates,batch,5615
alias,terra,typedalias,2,teammates,batch,5385
alias,terra,typedalias,2,teammates,Validation pass,23112
alias,terra,typedalias,2,teammates,Validation pass,24651
alias,terra,typedalias,2,teammates,Validation pass,11721
alias,terra,typedalias,2,teastore,Doc knowledge,5002
alias,terra,typedalias,2,teastore,Doc knowledge judge,1171
alias,terra,typedalias,2,teastore,batch,5596
alias,terra,typedalias,2,teastore,Validation pass,18398
alias,terra,typedalias,3,bigbluebutton,Doc knowledge,8732
alias,terra,typedalias,3,bigbluebutton,Doc knowledge judge,1407
alias,terra,typedalias,3,bigbluebutton,batch,6529
alias,terra,typedalias,3,bigbluebutton,batch,4482
alias,terra,typedalias,3,bigbluebutton,Validation pass,18852
alias,terra,typedalias,3,bigbluebutton,Validation pass,9059
alias,terra,typedalias,3,jabref,Doc knowledge,2175
alias,terra,typedalias,3,jabref,Doc knowledge judge,945
alias,terra,typedalias,3,jabref,batch,2508
alias,terra,typedalias,3,jabref,Validation pass,21561
alias,terra,typedalias,3,mediastore,Doc knowledge,4575
alias,terra,typedalias,3,mediastore,Doc knowledge judge,1070
alias,terra,typedalias,3,mediastore,batch,5085
alias,terra,typedalias,3,mediastore,Validation pass,16251
alias,terra,typedalias,3,mediastore,Validation pass,2725
alias,terra,typedalias,3,teammates,Doc knowledge,17583
alias,terra,typedalias,3,teammates,Doc knowledge judge,1208
alias,terra,typedalias,3,teammates,batch,5742
alias,terra,typedalias,3,teammates,batch,5810
alias,terra,typedalias,3,teammates,batch,5629
alias,terra,typedalias,3,teammates,batch,5399
alias,terra,typedalias,3,teammates,Validation pass,23636
alias,terra,typedalias,3,teammates,Validation pass,26016
alias,terra,typedalias,3,teammates,Validation pass,19728
alias,terra,typedalias,3,teastore,Doc knowledge,5002
alias,terra,typedalias,3,teastore,Doc knowledge judge,1232
alias,terra,typedalias,3,teastore,batch,5629
alias,terra,typedalias,3,teastore,Validation pass,14756
coref2,luna,ctl,1,bigbluebutton,Validation pass,12045
coref2,luna,ctl,1,bigbluebutton,Validation pass,13332
coref2,luna,ctl,1,bigbluebutton,Validation pass,10120
coref2,luna,ctl,1,jabref,Validation pass,7755
coref2,luna,ctl,1,mediastore,Validation pass,7316
coref2,luna,ctl,1,teammates,Validation pass,12100
coref2,luna,ctl,1,teammates,Validation pass,11290
coref2,luna,ctl,1,teammates,Validation pass,10698
coref2,luna,ctl,1,teammates,Validation pass,11262
coref2,luna,ctl,1,teammates,Validation pass,7202
coref2,luna,ctl,1,teastore,Validation pass,11921
coref2,luna,ctl,1,teastore,Validation pass,3369
coref2,luna,ctl,2,bigbluebutton,Validation pass,12235
coref2,luna,ctl,2,bigbluebutton,Validation pass,12812
coref2,luna,ctl,2,bigbluebutton,Validation pass,10174
coref2,luna,ctl,2,jabref,Validation pass,7755
coref2,luna,ctl,2,mediastore,Validation pass,5892
coref2,luna,ctl,2,teammates,Validation pass,12291
coref2,luna,ctl,2,teammates,Validation pass,10343
coref2,luna,ctl,2,teammates,Validation pass,10816
coref2,luna,ctl,2,teammates,Validation pass,11623
coref2,luna,ctl,2,teammates,Validation pass,6419
coref2,luna,ctl,2,teastore,Validation pass,12118
coref2,luna,ctl,2,teastore,Validation pass,2940
coref2,luna,ctl,3,bigbluebutton,Validation pass,13401
coref2,luna,ctl,3,bigbluebutton,Validation pass,12079
coref2,luna,ctl,3,bigbluebutton,Validation pass,8311
coref2,luna,ctl,3,jabref,Validation pass,6608
coref2,luna,ctl,3,mediastore,Validation pass,7000
coref2,luna,ctl,3,teammates,Validation pass,11062
coref2,luna,ctl,3,teammates,Validation pass,11000
coref2,luna,ctl,3,teammates,Validation pass,11488
coref2,luna,ctl,3,teammates,Validation pass,11844
coref2,luna,ctl,3,teammates,Validation pass,9544
coref2,luna,ctl,3,teastore,Validation pass,12343
coref2,luna,typedcorefstrict,1,bigbluebutton,Validation pass,12111
coref2,luna,typedcorefstrict,1,bigbluebutton,Validation pass,13398
coref2,luna,typedcorefstrict,1,bigbluebutton,Validation pass,10186
coref2,luna,typedcorefstrict,1,jabref,Validation pass,7821
coref2,luna,typedcorefstrict,1,mediastore,Validation pass,7382
coref2,luna,typedcorefstrict,1,teammates,Validation pass,12166
coref2,luna,typedcorefstrict,1,teammates,Validation pass,11356
coref2,luna,typedcorefstrict,1,teammates,Validation pass,10764
coref2,luna,typedcorefstrict,1,teammates,Validation pass,11328
coref2,luna,typedcorefstrict,1,teammates,Validation pass,7268
coref2,luna,typedcorefstrict,1,teastore,Validation pass,11987
coref2,luna,typedcorefstrict,1,teastore,Validation pass,3435
coref2,luna,typedcorefstrict,2,bigbluebutton,Validation pass,12301
coref2,luna,typedcorefstrict,2,bigbluebutton,Validation pass,12878
coref2,luna,typedcorefstrict,2,bigbluebutton,Validation pass,10240
coref2,luna,typedcorefstrict,2,jabref,Validation pass,7821
coref2,luna,typedcorefstrict,2,mediastore,Validation pass,5958
coref2,luna,typedcorefstrict,2,teammates,Validation pass,12357
coref2,luna,typedcorefstrict,2,teammates,Validation pass,10409
coref2,luna,typedcorefstrict,2,teammates,Validation pass,10882
coref2,luna,typedcorefstrict,2,teammates,Validation pass,11689
coref2,luna,typedcorefstrict,2,teammates,Validation pass,6485
coref2,luna,typedcorefstrict,2,teastore,Validation pass,12184
coref2,luna,typedcorefstrict,2,teastore,Validation pass,3006
coref2,luna,typedcorefstrict,3,bigbluebutton,Validation pass,13467
coref2,luna,typedcorefstrict,3,bigbluebutton,Validation pass,12145
coref2,luna,typedcorefstrict,3,bigbluebutton,Validation pass,8377
coref2,luna,typedcorefstrict,3,jabref,Validation pass,6674
coref2,luna,typedcorefstrict,3,mediastore,Validation pass,7066
coref2,luna,typedcorefstrict,3,teammates,Validation pass,11128
coref2,luna,typedcorefstrict,3,teammates,Validation pass,11066
coref2,luna,typedcorefstrict,3,teammates,Validation pass,11554
coref2,luna,typedcorefstrict,3,teammates,Validation pass,11910
coref2,luna,typedcorefstrict,3,teammates,Validation pass,9610
coref2,luna,typedcorefstrict,3,teastore,Validation pass,12409
coref2,terra,ctl,1,bigbluebutton,Validation pass,11827
coref2,terra,ctl,1,bigbluebutton,Validation pass,9012
coref2,terra,ctl,1,jabref,Validation pass,2156
coref2,terra,ctl,1,mediastore,Validation pass,6803
coref2,terra,ctl,1,teammates,Validation pass,8737
coref2,terra,ctl,1,teammates,Validation pass,10446
coref2,terra,ctl,1,teammates,Validation pass,8375
coref2,terra,ctl,1,teastore,Validation pass,10014
coref2,terra,ctl,1,teastore,Validation pass,4984
coref2,terra,ctl,2,bigbluebutton,Validation pass,10520
coref2,terra,ctl,2,bigbluebutton,Validation pass,9851
coref2,terra,ctl,2,jabref,Validation pass,5319
coref2,terra,ctl,2,mediastore,Validation pass,4009
coref2,terra,ctl,2,teammates,Validation pass,8859
coref2,terra,ctl,2,teammates,Validation pass,10629
coref2,terra,ctl,2,teammates,Validation pass,1986
coref2,terra,ctl,2,teastore,Validation pass,10290
coref2,terra,ctl,3,bigbluebutton,Validation pass,11729
coref2,terra,ctl,3,bigbluebutton,Validation pass,9593
coref2,terra,ctl,3,bigbluebutton,Validation pass,2245
coref2,terra,ctl,3,jabref,Validation pass,3607
coref2,terra,ctl,3,mediastore,Validation pass,3730
coref2,terra,ctl,3,teammates,Validation pass,8623
coref2,terra,ctl,3,teammates,Validation pass,8382
coref2,terra,ctl,3,teastore,Validation pass,9979
coref2,terra,ctl,3,teastore,Validation pass,2043
coref2,terra,typedcorefstrict,1,bigbluebutton,Validation pass,11893
coref2,terra,typedcorefstrict,1,bigbluebutton,Validation pass,9078
coref2,terra,typedcorefstrict,1,jabref,Validation pass,2222
coref2,terra,typedcorefstrict,1,mediastore,Validation pass,6869
coref2,terra,typedcorefstrict,1,teammates,Validation pass,8803
coref2,terra,typedcorefstrict,1,teammates,Validation pass,10512
coref2,terra,typedcorefstrict,1,teammates,Validation pass,8441
coref2,terra,typedcorefstrict,1,teastore,Validation pass,10080
coref2,terra,typedcorefstrict,1,teastore,Validation pass,5050
coref2,terra,typedcorefstrict,2,bigbluebutton,Validation pass,10586
coref2,terra,typedcorefstrict,2,bigbluebutton,Validation pass,9917
coref2,terra,typedcorefstrict,2,jabref,Validation pass,5385
coref2,terra,typedcorefstrict,2,mediastore,Validation pass,4075
coref2,terra,typedcorefstrict,2,teammates,Validation pass,8925
coref2,terra,typedcorefstrict,2,teammates,Validation pass,10695
coref2,terra,typedcorefstrict,2,teammates,Validation pass,2052
coref2,terra,typedcorefstrict,2,teastore,Validation pass,10356
coref2,terra,typedcorefstrict,3,bigbluebutton,Validation pass,11795
coref2,terra,typedcorefstrict,3,bigbluebutton,Validation pass,9659
coref2,terra,typedcorefstrict,3,bigbluebutton,Validation pass,2311
coref2,terra,typedcorefstrict,3,jabref,Validation pass,3673
coref2,terra,typedcorefstrict,3,mediastore,Validation pass,3796
coref2,terra,typedcorefstrict,3,teammates,Validation pass,8689
coref2,terra,typedcorefstrict,3,teammates,Validation pass,8448
coref2,terra,typedcorefstrict,3,teastore,Validation pass,10045
coref2,terra,typedcorefstrict,3,teastore,Validation pass,2109
coref,luna,ctl,1,bigbluebutton,Validation pass,12045
coref,luna,ctl,1,bigbluebutton,Validation pass,13332
coref,luna,ctl,1,bigbluebutton,Validation pass,10120
coref,luna,ctl,1,jabref,Validation pass,7755
coref,luna,ctl,1,mediastore,Validation pass,7316
coref,luna,ctl,1,teammates,Validation pass,12100
coref,luna,ctl,1,teammates,Validation pass,11290
coref,luna,ctl,1,teammates,Validation pass,10698
coref,luna,ctl,1,teammates,Validation pass,11262
coref,luna,ctl,1,teammates,Validation pass,7202
coref,luna,ctl,1,teastore,Validation pass,11921
coref,luna,ctl,1,teastore,Validation pass,3369
coref,luna,ctl,2,bigbluebutton,Validation pass,12235
coref,luna,ctl,2,bigbluebutton,Validation pass,12812
coref,luna,ctl,2,bigbluebutton,Validation pass,10174
coref,luna,ctl,2,jabref,Validation pass,7755
coref,luna,ctl,2,mediastore,Validation pass,5892
coref,luna,ctl,2,teammates,Validation pass,12291
coref,luna,ctl,2,teammates,Validation pass,10343
coref,luna,ctl,2,teammates,Validation pass,10816
coref,luna,ctl,2,teammates,Validation pass,11623
coref,luna,ctl,2,teammates,Validation pass,6419
coref,luna,ctl,2,teastore,Validation pass,12118
coref,luna,ctl,2,teastore,Validation pass,2940
coref,luna,ctl,3,bigbluebutton,Validation pass,13401
coref,luna,ctl,3,bigbluebutton,Validation pass,12079
coref,luna,ctl,3,bigbluebutton,Validation pass,8311
coref,luna,ctl,3,jabref,Validation pass,6608
coref,luna,ctl,3,mediastore,Validation pass,7000
coref,luna,ctl,3,teammates,Validation pass,11062
coref,luna,ctl,3,teammates,Validation pass,11000
coref,luna,ctl,3,teammates,Validation pass,11488
coref,luna,ctl,3,teammates,Validation pass,11844
coref,luna,ctl,3,teammates,Validation pass,9544
coref,luna,ctl,3,teastore,Validation pass,12343
coref,luna,typedcoref,1,bigbluebutton,Validation pass,11962
coref,luna,typedcoref,1,bigbluebutton,Validation pass,13249
coref,luna,typedcoref,1,bigbluebutton,Validation pass,10037
coref,luna,typedcoref,1,jabref,Validation pass,7672
coref,luna,typedcoref,1,mediastore,Validation pass,7233
coref,luna,typedcoref,1,teammates,Validation pass,12017
coref,luna,typedcoref,1,teammates,Validation pass,11207
coref,luna,typedcoref,1,teammates,Validation pass,10615
coref,luna,typedcoref,1,teammates,Validation pass,11179
coref,luna,typedcoref,1,teammates,Validation pass,7119
coref,luna,typedcoref,1,teastore,Validation pass,11838
coref,luna,typedcoref,1,teastore,Validation pass,3286
coref,luna,typedcoref,2,bigbluebutton,Validation pass,12152
coref,luna,typedcoref,2,bigbluebutton,Validation pass,12729
coref,luna,typedcoref,2,bigbluebutton,Validation pass,10091
coref,luna,typedcoref,2,jabref,Validation pass,7672
coref,luna,typedcoref,2,mediastore,Validation pass,5809
coref,luna,typedcoref,2,teammates,Validation pass,12208
coref,luna,typedcoref,2,teammates,Validation pass,10260
coref,luna,typedcoref,2,teammates,Validation pass,10733
