issue_id,in_recovar,recovar_issue_state,in_classification,smell_label,issue_state_ours,has_dep_change_commits,dep_change_missing_recovar,smelly_missing_recovar,dep_mr_count,dep_commit_count,dep_files_with_dep_changes
2171,False,,True,no_smell,closed,False,False,False,0,0,0
2177,True,closed,True,no_smell,closed,True,False,False,1,1,1
2179,True,closed,True,no_smell,closed,False,False,False,0,0,0
2180,False,,True,no_smell,closed,False,False,False,0,0,0
2181,False,,True,no_smell,closed,False,False,False,0,0,0
2185,False,,True,no_smell,closed,False,False,False,0,0,0
2187,False,,True,no_smell,closed,False,False,False,0,0,0
2189,False,,True,no_smell,closed,True,True,False,1,1,1
2191,False,,True,no_smell,closed,False,False,False,0,0,0
2193,False,,True,no_smell,closed,False,False,False,0,0,0
2195,False,,True,no_smell,closed,False,False,False,0,0,0
2197,False,,True,no_smell,opened,True,True,False,1,10,11
2201,False,,True,no_smell,closed,False,False,False,0,0,0
2203,True,closed,True,no_smell,closed,False,False,False,0,0,0
2204,False,,True,no_smell,closed,False,False,False,0,0,0
2206,True,closed,True,no_smell,closed,False,False,False,0,0,0
2208,False,,True,no_smell,closed,False,False,False,0,0,0
2210,False,,True,no_smell,closed,False,False,False,0,0,0
2212,True,closed,True,no_smell,closed,False,False,False,0,0,0
2213,False,,True,no_smell,closed,False,False,False,0,0,0
2215,False,,True,no_smell,closed,False,False,False,0,0,0
2216,False,,True,no_smell,closed,False,False,False,0,0,0
2217,False,,True,no_smell,closed,False,False,False,0,0,0
2218,False,,True,no_smell,closed,False,False,False,0,0,0
2222,False,,True,smell,closed,True,True,True,1,5,8
2225,False,,True,no_smell,opened,True,True,False,1,1,4
2228,False,,True,no_smell,closed,False,False,False,0,0,0
2229,False,,True,no_smell,closed,True,True,False,1,1,1
2232,False,,True,no_smell,closed,False,False,False,0,0,0
2234,False,,True,no_smell,opened,True,True,False,1,1,1
2239,True,opened,True,smell,opened,True,False,False,1,4,13
2240,False,,True,no_smell,closed,False,False,False,0,0,0
2243,False,,True,no_smell,closed,False,False,False,0,0,0
2252,False,,True,no_smell,opened,False,False,False,0,0,0
2255,False,,True,no_smell,closed,False,False,False,0,0,0
2257,False,,True,no_smell,closed,False,False,False,0,0,0
2259,False,,True,smell,opened,True,True,True,1,12,5
2262,True,closed,True,no_smell,closed,False,False,False,0,0,0
2263,False,,True,no_smell,opened,True,True,False,1,1,1
2265,True,closed,True,no_smell,closed,False,False,False,0,0,0
2266,True,closed,True,no_smell,closed,True,False,False,1,1,1
2267,True,closed,True,no_smell,closed,False,False,False,0,0,0
2268,False,,True,no_smell,closed,False,False,False,0,0,0
2269,False,,True,no_smell,opened,False,False,False,0,0,0
2271,True,closed,True,no_smell,closed,True,False,False,2,3,7
2274,False,,True,no_smell,closed,False,False,False,0,0,0
2276,False,,True,no_smell,closed,False,False,False,0,0,0
2277,True,closed,True,no_smell,closed,True,False,False,1,2,1
2279,True,closed,True,no_smell,closed,True,False,False,1,1,2
2280,True,closed,True,no_smell,closed,False,False,False,0,0,0
2281,True,closed,True,no_smell,closed,False,False,False,0,0,0
2282,False,,True,no_smell,closed,False,False,False,0,0,0
2283,False,,True,no_smell,closed,True,True,False,1,1,2
2285,False,,True,no_smell,closed,False,False,False,0,0,0
2287,True,opened,True,smell,opened,True,False,False,1,1,1
2288,False,,True,smell,closed,True,True,True,2,2,2
2289,False,,True,no_smell,closed,True,True,False,1,1,1
2292,False,,True,smell,closed,True,True,True,1,1,3
2294,False,,True,no_smell,closed,False,False,False,0,0,0
2295,False,,True,smell,closed,True,True,True,1,6,10
2297,False,,True,smell,closed,True,True,True,1,1,1
2298,False,,True,no_smell,closed,True,True,False,1,1,4
2300,False,,True,no_smell,closed,False,False,False,0,0,0
2303,False,,True,no_smell,closed,False,False,False,0,0,0
2304,False,,True,no_smell,closed,False,False,False,0,0,0
2305,False,,True,no_smell,closed,False,False,False,0,0,0
2306,True,closed,True,no_smell,closed,False,False,False,0,0,0
2307,False,,True,no_smell,opened,True,True,False,1,1,2
2310,False,,True,no_smell,closed,False,False,False,0,0,0
2311,False,,True,smell,closed,True,True,True,1,2,2
2313,False,,True,no_smell,closed,True,True,False,1,2,1
2314,True,closed,True,no_smell,closed,False,False,False,0,0,0
2315,True,closed,True,no_smell,closed,False,False,False,0,0,0
2316,True,closed,True,no_smell,closed,True,False,False,1,1,1
2317,True,closed,True,no_smell,closed,True,False,False,1,1,1
2320,False,,True,no_smell,closed,False,False,False,0,0,0
2321,False,,True,no_smell,closed,False,False,False,0,0,0
2322,False,,True,no_smell,closed,False,False,False,0,0,0
2326,True,closed,True,smell,closed,True,False,False,1,15,41
2328,True,closed,True,no_smell,closed,False,False,False,0,0,0
2330,True,closed,True,no_smell,closed,False,False,False,0,0,0
2333,False,,True,no_smell,closed,True,True,False,2,2,2
2335,False,,True,no_smell,closed,False,False,False,0,0,0
2336,True,closed,True,no_smell,closed,False,False,False,0,0,0
2340,False,,True,no_smell,closed,False,False,False,0,0,0
2341,True,closed,True,smell,closed,True,False,False,2,5,5
2342,False,,True,no_smell,closed,False,False,False,0,0,0
2344,False,,True,no_smell,closed,False,False,False,0,0,0
2345,True,closed,True,no_smell,closed,True,False,False,1,1,3
2346,True,closed,True,no_smell,closed,False,False,False,0,0,0
2348,False,,True,no_smell,closed,False,False,False,0,0,0
2350,False,,True,no_smell,closed,False,False,False,0,0,0
2351,True,closed,True,no_smell,closed,True,False,False,1,1,5
2352,True,closed,True,no_smell,closed,True,False,False,1,1,1
2353,False,,True,no_smell,closed,False,False,False,0,0,0
2354,False,,True,no_smell,closed,False,False,False,0,0,0
2355,True,closed,True,no_smell,closed,False,False,False,0,0,0
2356,True,closed,True,no_smell,closed,True,False,False,1,1,2
2357,False,,True,no_smell,closed,False,False,False,0,0,0
2358,True,closed,True,no_smell,closed,False,False,False,0,0,0
2359,False,,True,no_smell,opened,False,False,False,0,0,0
2365,True,closed,True,no_smell,closed,True,False,False,1,1,4
2367,True,closed,True,smell,closed,True,False,False,1,3,4
2369,False,,True,no_smell,closed,False,False,False,0,0,0
2370,False,,True,no_smell,closed,False,False,False,0,0,0
2371,False,,True,no_smell,closed,True,True,False,1,10,11
2372,False,,True,smell,closed,True,True,True,2,3,4
2373,False,,True,no_smell,closed,False,False,False,0,0,0
2376,False,,True,no_smell,closed,False,False,False,0,0,0
2381,True,closed,True,smell,closed,True,False,False,1,1,4
2382,True,closed,True,no_smell,closed,True,False,False,1,1,1
2383,False,,True,no_smell,closed,False,False,False,0,0,0
2384,True,closed,True,no_smell,closed,False,False,False,0,0,0
2388,False,,True,no_smell,closed,False,False,False,0,0,0
2389,True,closed,True,no_smell,closed,False,False,False,0,0,0
2390,True,closed,True,no_smell,closed,True,False,False,1,1,4
2392,False,,True,no_smell,closed,True,True,False,1,1,1
2393,False,,True,smell,closed,True,True,True,1,1,1
2397,True,closed,True,no_smell,closed,False,False,False,0,0,0
2399,False,,True,no_smell,closed,False,False,False,0,0,0
2400,False,,True,no_smell,opened,False,False,False,0,0,0
2401,False,,True,no_smell,opened,False,False,False,0,0,0
2404,False,,True,no_smell,closed,False,False,False,0,0,0
2409,False,,True,smell,opened,True,True,True,1,1,1
2416,False,,True,no_smell,closed,False,False,False,0,0,0
2417,False,,True,no_smell,opened,False,False,False,0,0,0
2419,False,,True,no_smell,closed,False,False,False,0,0,0
2420,True,closed,True,no_smell,closed,False,False,False,0,0,0
2421,False,,True,no_smell,closed,True,True,False,1,1,4
2422,True,closed,True,no_smell,closed,False,False,False,0,0,0
2425,True,closed,True,no_smell,closed,False,False,False,0,0,0
2427,False,,True,no_smell,closed,True,True,False,1,1,1
2428,False,,True,no_smell,opened,False,False,False,0,0,0
2429,False,,True,no_smell,closed,False,False,False,0,0,0
2433,False,,True,no_smell,opened,False,False,False,0,0,0
2436,True,closed,True,no_smell,closed,False,False,False,0,0,0
2437,False,,True,no_smell,closed,True,True,False,2,2,2
2439,True,closed,True,no_smell,closed,False,False,False,0,0,0
2441,False,,True,no_smell,opened,True,True,False,1,1,2
2442,True,closed,True,no_smell,closed,False,False,False,0,0,0
2444,False,,True,no_smell,opened,False,False,False,0,0,0
2445,False,,True,no_smell,closed,False,False,False,0,0,0
2447,False,,True,no_smell,closed,True,True,False,1,1,4
2449,True,closed,True,smell,closed,True,False,False,1,1,1
2450,False,,True,no_smell,closed,False,False,False,0,0,0
2452,False,,True,smell,opened,True,True,True,1,12,5
2453,True,closed,True,no_smell,closed,False,False,False,0,0,0
2454,True,closed,True,no_smell,closed,True,False,False,1,1,4
2455,False,,True,no_smell,closed,False,False,False,0,0,0
2462,True,closed,True,no_smell,closed,False,False,False,0,0,0
2465,True,closed,True,no_smell,closed,False,False,False,0,0,0
2469,False,,True,no_smell,closed,False,False,False,0,0,0
2471,False,,True,no_smell,closed,False,False,False,0,0,0
2472,True,closed,True,no_smell,closed,False,False,False,0,0,0
2473,False,,True,no_smell,closed,True,True,False,1,5,16
2475,False,,True,no_smell,opened,False,False,False,0,0,0
2476,False,,True,no_smell,closed,False,False,False,0,0,0
2477,True,closed,True,smell,closed,True,False,False,2,3,4
2478,True,opened,True,no_smell,opened,True,False,False,1,4,3
2483,True,opened,True,no_smell,opened,False,False,False,0,0,0
2484,True,closed,True,smell,closed,True,False,False,1,2,3
2486,False,,True,no_smell,closed,False,False,False,0,0,0
2487,True,closed,True,no_smell,closed,True,False,False,1,2,3
2489,False,,True,no_smell,closed,False,False,False,0,0,0
2490,False,,True,no_smell,opened,False,False,False,0,0,0
2492,True,closed,True,no_smell,closed,True,False,False,1,1,2
2495,False,,True,no_smell,closed,False,False,False,0,0,0
2496,True,closed,True,no_smell,closed,False,False,False,0,0,0
2497,True,opened,True,no_smell,opened,True,False,False,1,1,2
2498,True,closed,True,smell,closed,True,False,False,1,37,50
2500,False,,True,no_smell,closed,False,False,False,0,0,0
2502,False,,True,no_smell,closed,True,True,False,2,2,2
2503,False,,True,no_smell,closed,False,False,False,0,0,0
2504,True,closed,True,no_smell,closed,True,False,False,1,1,2
2505,False,,True,no_smell,closed,False,False,False,0,0,0
2510,True,closed,True,no_smell,closed,False,False,False,0,0,0
2511,True,closed,True,no_smell,closed,False,False,False,0,0,0
2513,False,,True,no_smell,opened,True,True,False,1,1,3
2514,False,,True,no_smell,closed,False,False,False,0,0,0
2522,False,,True,no_smell,closed,True,True,False,1,1,1
2523,False,,True,no_smell,closed,True,True,False,1,10,11
2525,False,,True,no_smell,closed,True,True,False,1,2,9
2527,True,closed,True,no_smell,closed,False,False,False,0,0,0
2529,False,,True,no_smell,closed,False,False,False,0,0,0
2531,True,closed,True,no_smell,closed,False,False,False,0,0,0
2536,False,,True,no_smell,closed,False,False,False,0,0,0
2537,True,closed,True,no_smell,closed,True,False,False,2,4,5
2545,False,,True,no_smell,closed,False,False,False,0,0,0
2547,False,,True,no_smell,closed,False,False,False,0,0,0
2548,False,,True,no_smell,closed,False,False,False,0,0,0
2549,True,closed,True,no_smell,closed,False,False,False,0,0,0
2550,False,,True,no_smell,closed,False,False,False,0,0,0
2552,False,,True,no_smell,opened,False,False,False,0,0,0
2554,False,,True,no_smell,opened,True,True,False,1,1,1
2560,True,closed,True,no_smell,closed,True,False,False,1,2,3
2562,True,closed,True,no_smell,closed,False,False,False,0,0,0
2567,True,closed,True,smell,closed,True,False,False,1,4,13
2570,False,,True,no_smell,closed,False,False,False,0,0,0
2572,False,,True,no_smell,closed,True,True,False,2,2,2
2574,False,,True,no_smell,closed,False,False,False,0,0,0
2575,False,,True,no_smell,closed,False,False,False,0,0,0
2576,True,closed,True,no_smell,closed,False,False,False,0,0,0
2577,False,,True,no_smell,closed,False,False,False,0,0,0
2578,False,,True,no_smell,opened,True,True,False,1,1,1
2579,False,,True,no_smell,closed,True,True,False,2,2,2
2581,True,closed,True,no_smell,closed,False,False,False,0,0,0
2582,False,,True,no_smell,closed,False,False,False,0,0,0
2584,True,closed,True,smell,closed,True,False,False,1,2,3
2585,True,closed,True,no_smell,closed,True,False,False,1,3,7
2587,False,,True,no_smell,closed,False,False,False,0,0,0
2588,True,opened,True,no_smell,opened,False,False,False,0,0,0
2590,False,,True,no_smell,closed,True,True,False,1,1,1
2593,False,,True,no_smell,closed,False,False,False,0,0,0
2594,True,opened,True,no_smell,opened,False,False,False,0,0,0
2595,True,opened,True,no_smell,opened,True,False,False,1,2,1
2596,False,,True,no_smell,opened,True,True,False,1,3,7
2598,False,,True,no_smell,closed,False,False,False,0,0,0
2601,True,closed,True,smell,closed,True,False,False,1,4,13
2602,True,closed,True,no_smell,closed,True,False,False,2,3,4
2604,False,,True,no_smell,opened,True,True,False,1,1,2
2607,False,,True,no_smell,closed,False,False,False,0,0,0
2621,True,closed,True,no_smell,closed,False,False,False,0,0,0
2623,True,closed,True,no_smell,closed,True,False,False,1,2,3
2624,True,closed,True,no_smell,closed,True,False,False,1,2,3
2627,False,,True,no_smell,opened,False,False,False,0,0,0
2628,True,closed,True,no_smell,closed,True,False,False,1,2,3
2629,True,closed,True,no_smell,closed,True,False,False,1,2,3
2630,True,closed,True,no_smell,closed,True,False,False,1,2,3
2636,False,,True,no_smell,closed,False,False,False,0,0,0
2643,True,closed,True,no_smell,closed,False,False,False,0,0,0
2649,False,,True,no_smell,closed,False,False,False,0,0,0
2658,False,,True,no_smell,closed,True,True,False,1,1,4
2659,True,closed,True,no_smell,closed,False,False,False,0,0,0
2661,True,closed,True,no_smell,closed,False,False,False,0,0,0
2663,False,,True,smell,closed,True,True,True,1,18,40
2664,False,,True,no_smell,closed,False,False,False,0,0,0
2668,True,closed,True,no_smell,closed,False,False,False,0,0,0
2669,True,closed,True,smell,closed,True,False,False,1,2,11
2674,True,closed,True,no_smell,closed,True,False,False,1,2,3
2677,False,,True,no_smell,closed,False,False,False,0,0,0
2678,False,,True,no_smell,closed,False,False,False,0,0,0
2683,True,closed,True,no_smell,closed,True,False,False,1,1,1
2685,True,closed,True,smell,closed,True,False,False,1,1,3
2686,True,closed,True,smell,closed,True,False,False,1,1,3
2688,True,opened,True,smell,opened,True,False,False,1,4,13
2689,True,opened,True,smell,opened,True,False,False,1,4,13
2700,False,,True,no_smell,closed,False,False,False,0,0,0
2701,True,closed,True,no_smell,closed,False,False,False,0,0,0
2702,True,opened,True,no_smell,opened,True,False,False,1,23,33
2703,True,closed,True,smell,closed,True,False,False,1,37,50
2705,True,closed,True,smell,closed,True,False,False,2,3,13
2710,False,,True,no_smell,closed,False,False,False,0,0,0
2711,False,,True,no_smell,closed,False,False,False,0,0,0
2712,True,closed,True,no_smell,closed,False,False,False,0,0,0
2713,False,,True,no_smell,closed,False,False,False,0,0,0
2714,False,,True,no_smell,closed,False,False,False,0,0,0
2716,False,,True,no_smell,closed,False,False,False,0,0,0
2717,False,,True,no_smell,closed,False,False,False,0,0,0
2718,False,,True,no_smell,closed,True,True,False,1,1,1
2720,False,,True,no_smell,closed,True,True,False,1,1,2
2721,False,,True,smell,opened,True,True,True,1,1,1
2723,True,closed,True,no_smell,closed,True,False,False,1,1,2
2724,True,closed,True,no_smell,closed,False,False,False,0,0,0
2725,True,closed,True,no_smell,closed,False,False,False,0,0,0
2728,False,,True,no_smell,closed,False,False,False,0,0,0
2732,False,,True,no_smell,closed,False,False,False,0,0,0
2733,True,closed,True,no_smell,closed,True,False,False,1,3,4
2734,True,closed,True,no_smell,closed,True,False,False,2,11,11
2735,True,closed,True,smell,closed,True,False,False,2,7,20
2736,True,closed,True,smell,closed,True,False,False,3,17,58
2740,False,,True,no_smell,closed,True,True,False,1,1,1
2741,True,closed,True,no_smell,closed,True,False,False,1,2,3
2743,False,,True,no_smell,opened,False,False,False,0,0,0
2747,False,,True,no_smell,closed,False,False,False,0,0,0
2748,True,closed,True,smell,closed,True,False,False,1,1,3
2749,False,,True,no_smell,closed,False,False,False,0,0,0
2753,True,closed,True,no_smell,closed,True,False,False,1,2,3
2754,True,closed,True,no_smell,closed,True,False,False,1,1,1
2755,False,,True,no_smell,closed,True,True,False,1,2,2
2759,False,,True,no_smell,closed,False,False,False,0,0,0
2762,True,closed,True,no_smell,closed,False,False,False,0,0,0
2763,True,opened,True,smell,opened,True,False,False,1,4,13
2764,True,closed,True,no_smell,closed,False,False,False,0,0,0
2765,False,,True,no_smell,closed,True,True,False,1,1,1
2766,True,closed,True,no_smell,closed,False,False,False,0,0,0
2771,False,,True,no_smell,closed,False,False,False,0,0,0
2773,True,opened,True,smell,opened,True,False,False,1,4,13
2774,False,,True,no_smell,closed,False,False,False,0,0,0
2776,False,,True,no_smell,closed,True,True,False,1,2,3
2777,False,,True,no_smell,closed,False,False,False,0,0,0
2778,True,closed,True,no_smell,closed,False,False,False,0,0,0
2780,False,,True,no_smell,closed,False,False,False,0,0,0
2781,False,,True,no_smell,closed,False,False,False,0,0,0
2782,False,,True,no_smell,closed,False,False,False,0,0,0
2784,True,closed,True,no_smell,closed,False,False,False,0,0,0
2785,True,closed,True,no_smell,closed,False,False,False,0,0,0
2787,False,,True,no_smell,closed,False,False,False,0,0,0
2791,True,closed,True,smell,closed,True,False,False,1,4,13
2792,False,,True,no_smell,closed,False,False,False,0,0,0
2794,False,,True,no_smell,opened,True,True,False,1,1,1
2797,False,,True,no_smell,closed,True,True,False,1,2,2
2798,False,,True,no_smell,closed,False,False,False,0,0,0
2799,True,closed,True,no_smell,closed,True,False,False,1,1,2
2800,True,closed,True,no_smell,closed,True,False,False,1,2,3
2801,False,,True,no_smell,closed,False,False,False,0,0,0
2807,False,,True,no_smell,closed,False,False,False,0,0,0
2811,False,,True,no_smell,closed,False,False,False,0,0,0
2813,True,closed,True,no_smell,closed,False,False,False,0,0,0
2815,False,,True,no_smell,closed,False,False,False,0,0,0
2820,False,,True,no_smell,closed,False,False,False,0,0,0
2821,True,closed,True,no_smell,closed,False,False,False,0,0,0
2822,True,closed,True,no_smell,closed,True,False,False,1,1,1
2823,False,,True,no_smell,closed,False,False,False,0,0,0
2825,False,,True,no_smell,closed,False,False,False,0,0,0
2827,False,,True,no_smell,closed,False,False,False,0,0,0
2830,True,closed,True,smell,closed,True,False,False,1,2,11
2831,False,,True,no_smell,closed,False,False,False,0,0,0
2832,True,closed,True,no_smell,closed,False,False,False,0,0,0
2833,False,,True,no_smell,closed,False,False,False,0,0,0
2837,True,closed,True,no_smell,closed,True,False,False,1,5,6
2838,False,,True,no_smell,closed,False,False,False,0,0,0
2839,False,,True,smell,closed,True,True,True,3,22,53
2841,True,opened,True,no_smell,opened,True,False,False,1,1,1
2843,True,closed,True,no_smell,closed,False,False,False,0,0,0
2845,False,,True,no_smell,closed,False,False,False,0,0,0
2851,False,,True,no_smell,closed,True,True,False,1,1,3
2854,False,,True,no_smell,closed,False,False,False,0,0,0
2855,True,closed,True,smell,closed,True,False,False,1,5,18
2857,True,closed,True,smell,closed,True,False,False,1,1,3
2861,True,closed,True,no_smell,closed,False,False,False,0,0,0
2863,False,,True,no_smell,closed,False,False,False,0,0,0
2864,True,closed,True,no_smell,closed,False,False,False,0,0,0
2865,False,,True,no_smell,opened,False,False,False,0,0,0
2867,False,,True,no_smell,opened,False,False,False,0,0,0
2875,False,,True,smell,closed,True,True,True,1,3,6
2876,True,closed,True,no_smell,closed,False,False,False,0,0,0
2878,False,,True,no_smell,closed,True,True,False,1,2,2
2879,False,,True,no_smell,closed,False,False,False,0,0,0
2881,True,closed,True,no_smell,closed,False,False,False,0,0,0
2888,False,,True,no_smell,closed,True,True,False,1,5,6
2889,False,,True,no_smell,opened,True,True,False,1,4,7
2890,False,,True,no_smell,closed,False,False,False,0,0,0
2891,False,,True,no_smell,closed,False,False,False,0,0,0
2895,True,closed,True,no_smell,closed,True,False,False,1,4,7
2896,False,,True,no_smell,closed,False,False,False,0,0,0
2899,False,,True,no_smell,closed,False,False,False,0,0,0
2900,True,closed,True,no_smell,closed,False,False,False,0,0,0
2906,True,closed,True,no_smell,closed,False,False,False,0,0,0
2908,False,,True,no_smell,closed,False,False,False,0,0,0
2910,True,closed,True,no_smell,closed,False,False,False,0,0,0
2912,False,,True,no_smell,closed,True,True,False,1,1,1
2918,False,,True,no_smell,closed,False,False,False,0,0,0
2920,False,,True,no_smell,closed,False,False,False,0,0,0
2922,False,,True,smell,closed,True,True,True,1,17,47
2923,False,,True,no_smell,closed,True,True,False,1,1,1
2924,True,closed,True,smell,closed,True,False,False,3,55,98
2925,True,closed,True,smell,closed,True,False,False,2,54,97
2926,True,closed,True,smell,closed,True,False,False,2,38,52
2927,True,closed,True,smell,closed,True,False,False,1,37,50
2928,False,,True,no_smell,closed,False,False,False,0,0,0
2929,True,closed,True,smell,closed,True,False,False,3,39,54
2930,False,,True,no_smell,closed,False,False,False,0,0,0
2933,True,closed,True,smell,closed,True,False,False,2,38,51
2934,True,closed,True,no_smell,closed,False,False,False,0,0,0
2936,False,,True,no_smell,opened,True,True,False,1,1,3
2937,False,,True,no_smell,closed,True,True,False,1,1,3
2939,False,,True,no_smell,closed,True,True,False,1,1,3
2947,True,closed,True,smell,closed,True,False,False,1,37,50
2949,True,closed,True,smell,closed,True,False,False,1,37,50
2951,False,,True,no_smell,closed,True,True,False,1,1,4
2952,True,closed,True,smell,closed,True,False,False,1,4,13
2953,False,,True,no_smell,closed,True,True,False,1,1,1
2954,False,,True,no_smell,closed,False,False,False,0,0,0
2955,False,,True,no_smell,closed,False,False,False,0,0,0
2957,True,closed,True,no_smell,closed,True,False,False,2,6,10
2958,True,opened,True,no_smell,opened,False,False,False,0,0,0
2961,False,,True,no_smell,closed,False,False,False,0,0,0
2964,False,,True,no_smell,closed,True,True,False,2,5,9
2965,False,,True,no_smell,closed,False,False,False,0,0,0
2970,False,,True,no_smell,closed,False,False,False,0,0,0
2972,False,,True,no_smell,opened,False,False,False,0,0,0
2974,False,,True,no_smell,closed,True,True,False,1,1,2
2976,False,,True,no_smell,closed,False,False,False,0,0,0
2981,False,,True,no_smell,closed,False,False,False,0,0,0
2983,False,,True,no_smell,closed,False,False,False,0,0,0
2984,False,,True,no_smell,closed,False,False,False,0,0,0
2986,True,closed,True,no_smell,closed,True,False,False,1,1,4
2991,True,opened,True,no_smell,opened,True,False,False,1,1,1
2992,False,,True,no_smell,closed,False,False,False,0,0,0
2994,False,,True,no_smell,closed,False,False,False,0,0,0
2996,True,closed,True,no_smell,closed,True,False,False,2,2,6
3001,True,opened,True,smell,opened,True,False,False,1,4,13
3003,False,,True,no_smell,closed,False,False,False,0,0,0
3005,False,,True,smell,closed,True,True,True,1,15,41
3007,False,,True,smell,closed,True,True,True,2,2,4
3008,False,,True,no_smell,closed,False,False,False,0,0,0
3010,False,,True,no_smell,closed,False,False,False,0,0,0
3014,True,opened,True,no_smell,opened,False,False,False,0,0,0
3017,False,,True,no_smell,closed,False,False,False,0,0,0
3018,False,,True,no_smell,closed,False,False,False,0,0,0
3019,False,,True,no_smell,closed,False,False,False,0,0,0
3020,False,,True,no_smell,closed,False,False,False,0,0,0
3021,False,,True,no_smell,opened,False,False,False,0,0,0
3022,False,,True,no_smell,closed,False,False,False,0,0,0
3026,True,closed,True,no_smell,closed,False,False,False,0,0,0
3027,True,closed,True,no_smell,closed,False,False,False,0,0,0
3031,False,,True,no_smell,closed,False,False,False,0,0,0
3032,False,,True,no_smell,closed,True,True,False,1,1,1
3033,True,closed,True,no_smell,closed,True,False,False,1,4,5
3034,True,closed,True,no_smell,closed,True,False,False,1,1,1
3035,False,,True,no_smell,closed,True,True,False,2,2,4
3036,True,closed,True,no_smell,closed,True,False,False,1,1,1
3037,False,,True,smell,closed,True,True,True,1,15,41
3038,False,,True,no_smell,closed,False,False,False,0,0,0
3039,False,,True,no_smell,closed,False,False,False,0,0,0
3044,False,,True,no_smell,closed,True,True,False,1,1,4
3045,False,,True,no_smell,opened,True,True,False,1,1,3
3047,False,,True,no_smell,closed,False,False,False,0,0,0
3048,False,,True,no_smell,closed,False,False,False,0,0,0
3051,False,,True,no_smell,closed,False,False,False,0,0,0
3053,True,closed,True,no_smell,closed,False,False,False,0,0,0
3054,False,,True,no_smell,opened,True,True,False,1,1,3
3062,False,,True,no_smell,closed,False,False,False,0,0,0
3063,False,,True,no_smell,closed,False,False,False,0,0,0
3066,False,,True,no_smell,opened,False,False,False,0,0,0
3067,False,,True,no_smell,closed,False,False,False,0,0,0
3068,True,closed,True,smell,closed,True,False,False,2,38,58
3070,False,,True,smell,closed,True,True,True,1,1,1
3073,False,,True,no_smell,closed,True,True,False,1,10,11
3077,True,closed,True,no_smell,closed,True,False,False,1,1,2
3078,False,,True,no_smell,closed,False,False,False,0,0,0
3084,False,,True,no_smell,closed,True,True,False,1,1,2
3085,False,,True,no_smell,closed,False,False,False,0,0,0
3087,True,opened,True,smell,opened,True,False,False,1,4,13
3089,True,closed,True,no_smell,closed,False,False,False,0,0,0
3091,False,,True,no_smell,closed,False,False,False,0,0,0
3094,True,closed,True,no_smell,closed,False,False,False,0,0,0
3097,False,,True,no_smell,closed,False,False,False,0,0,0
3098,False,,True,smell,opened,True,True,True,1,37,56
3101,True,closed,True,no_smell,closed,False,False,False,0,0,0
3102,True,closed,True,no_smell,closed,False,False,False,0,0,0
3104,True,closed,True,no_smell,closed,False,False,False,0,0,0
3105,False,,True,no_smell,closed,True,True,False,1,1,2
3107,False,,True,no_smell,closed,True,True,False,1,2,4
3111,False,,True,no_smell,closed,True,True,False,1,1,2
3112,False,,True,no_smell,closed,False,False,False,0,0,0
3113,False,,True,no_smell,closed,False,False,False,0,0,0
3114,True,closed,True,no_smell,closed,True,False,False,1,2,3
3115,True,closed,True,no_smell,closed,False,False,False,0,0,0
3116,False,,True,no_smell,opened,False,False,False,0,0,0
3120,False,,True,no_smell,closed,False,False,False,0,0,0
3121,True,closed,True,smell,closed,True,False,False,1,4,13
3122,True,closed,True,no_smell,closed,False,False,False,0,0,0
3123,False,,True,no_smell,closed,False,False,False,0,0,0
3125,False,,True,no_smell,closed,False,False,False,0,0,0
3126,True,closed,True,no_smell,closed,False,False,False,0,0,0
3128,True,closed,True,no_smell,closed,True,False,False,1,1,1
3130,False,,True,no_smell,closed,False,False,False,0,0,0
3131,False,,True,no_smell,closed,True,True,False,1,1,1
3132,False,,True,no_smell,closed,False,False,False,0,0,0
3133,False,,True,no_smell,closed,True,True,False,1,1,1
3134,False,,True,no_smell,opened,False,False,False,0,0,0
3135,False,,True,no_smell,closed,True,True,False,1,1,1
3137,False,,True,no_smell,closed,False,False,False,0,0,0
3138,True,closed,True,no_smell,closed,True,False,False,1,1,5
3140,True,closed,True,no_smell,closed,False,False,False,0,0,0
3141,True,closed,True,no_smell,closed,True,False,False,1,1,2
3144,False,,True,no_smell,opened,False,False,False,0,0,0
3145,True,closed,True,no_smell,closed,False,False,False,0,0,0
3146,False,,True,no_smell,closed,True,True,False,2,5,6
3147,False,,True,no_smell,closed,False,False,False,0,0,0
3149,False,,True,smell,closed,True,True,True,1,17,47
3150,False,,True,no_smell,closed,False,False,False,0,0,0
3151,True,closed,True,no_smell,closed,False,False,False,0,0,0
3152,True,closed,True,no_smell,closed,True,False,False,1,1,2
3153,False,,True,no_smell,closed,False,False,False,0,0,0
3154,True,closed,True,no_smell,closed,False,False,False,0,0,0
3156,False,,True,no_smell,opened,True,True,False,1,2,2
3159,False,,True,no_smell,closed,False,False,False,0,0,0
3160,True,closed,True,no_smell,closed,False,False,False,0,0,0
3165,False,,True,no_smell,closed,False,False,False,0,0,0
3166,False,,True,no_smell,opened,True,True,False,1,2,16
3169,True,closed,True,no_smell,closed,True,False,False,1,1,2
3170,False,,True,no_smell,opened,True,True,False,1,1,2
3171,False,,True,no_smell,opened,True,True,False,1,10,11
3172,True,closed,True,no_smell,closed,True,False,False,2,11,16
3173,True,closed,True,no_smell,closed,False,False,False,0,0,0
