backend,run,variant,project,doc_to_code_file_precision,doc_to_code_file_recall,doc_to_code_file_f1,doc_to_code_file_f2,doc_to_code_component_micro_f1,doc_to_code_component_micro_f2,doc_to_code_worst_component_f1,doc_to_code_worst_component_f2,doc_to_code_harmonic_component_f1,doc_to_code_harmonic_component_f2
luna,run1,Full,mediastore,1.000000,0.474576,0.643678,0.530303,0.808511,0.725191,0.000000,0.000000,0.000000,0.000000
luna,run1,NoNameValid,mediastore,1.000000,0.474576,0.643678,0.530303,0.808511,0.725191,0.000000,0.000000,0.000000,0.000000
luna,run1,NoCitation,mediastore,0.580000,0.491525,0.532110,0.506993,0.645161,0.684932,0.000000,0.000000,0.000000,0.000000
luna,run1,NoValidator,mediastore,0.580000,0.491525,0.532110,0.506993,0.645161,0.684932,0.000000,0.000000,0.000000,0.000000
luna,run1,Full,teastore,0.962264,0.504950,0.662338,0.557987,0.857143,0.807692,0.000000,0.000000,0.000000,0.000000
luna,run1,NoNameValid,teastore,0.962264,0.504950,0.662338,0.557987,0.857143,0.807692,0.000000,0.000000,0.000000,0.000000
luna,run1,NoCitation,teastore,0.791574,0.504950,0.616580,0.544373,0.750000,0.766423,0.000000,0.000000,0.000000,0.000000
luna,run1,NoValidator,teastore,0.791574,0.504950,0.616580,0.544373,0.750000,0.766423,0.000000,0.000000,0.000000,0.000000
luna,run1,Full,teammates,0.903656,0.802766,0.850229,0.821101,0.640449,0.557730,0.571429,0.611746,0.756172,0.792422
luna,run1,NoNameValid,teammates,0.700848,0.938619,0.802492,0.878979,0.657895,0.668449,0.210526,0.400000,0.567866,0.757271
luna,run1,NoCitation,teammates,0.455157,0.827343,0.587245,0.711056,0.601770,0.608229,0.527241,0.545058,0.618965,0.738147
luna,run1,NoValidator,teammates,0.422934,0.939731,0.583333,0.755176,0.592593,0.663350,0.210526,0.400000,0.495625,0.702854
luna,run1,Full,bigbluebutton,0.753488,0.953564,0.841801,0.905478,0.902857,0.958738,0.606061,0.641026,0.855098,0.909757
luna,run1,NoNameValid,bigbluebutton,0.555429,0.953564,0.701974,0.834001,0.831579,0.925059,0.333333,0.555556,0.700792,0.831812
luna,run1,NoCitation,bigbluebutton,0.641014,0.958797,0.768344,0.872308,0.831579,0.925059,0.425532,0.543478,0.787259,0.878125
luna,run1,NoValidator,bigbluebutton,0.494936,0.958797,0.652861,0.807447,0.774510,0.895692,0.333333,0.520833,0.654566,0.805289
luna,run1,Full,jabref,0.999516,1.000000,0.999758,0.999903,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
luna,run1,NoNameValid,jabref,0.892680,1.000000,0.943297,0.976520,0.956522,0.982143,0.800000,0.909091,0.941176,0.975610
luna,run1,NoCitation,jabref,0.810112,1.000000,0.895096,0.955220,0.862745,0.940171,0.800000,0.909091,0.867470,0.942408
luna,run1,NoValidator,jabref,0.739667,1.000000,0.850355,0.934237,0.846154,0.932203,0.800000,0.909091,0.852071,0.935065
luna,run2,Full,mediastore,1.000000,0.474576,0.643678,0.530303,0.808511,0.725191,0.000000,0.000000,0.000000,0.000000
luna,run2,NoNameValid,mediastore,1.000000,0.474576,0.643678,0.530303,0.808511,0.725191,0.000000,0.000000,0.000000,0.000000
luna,run2,NoCitation,mediastore,0.557692,0.491525,0.522523,0.503472,0.625000,0.675676,0.000000,0.000000,0.000000,0.000000
luna,run2,NoValidator,mediastore,0.557692,0.491525,0.522523,0.503472,0.625000,0.675676,0.000000,0.000000,0.000000,0.000000
luna,run2,Full,teastore,0.945087,0.462518,0.621083,0.515123,0.833333,0.775194,0.000000,0.000000,0.000000,0.000000
luna,run2,NoNameValid,teastore,0.945087,0.462518,0.621083,0.515123,0.833333,0.775194,0.000000,0.000000,0.000000,0.000000
luna,run2,NoCitation,teastore,0.759574,0.504950,0.606627,0.541237,0.736842,0.760870,0.000000,0.000000,0.000000,0.000000
luna,run2,NoValidator,teastore,0.759574,0.504950,0.606627,0.541237,0.736842,0.760870,0.000000,0.000000,0.000000,0.000000
luna,run2,Full,teammates,0.944329,0.783500,0.856429,0.811129,0.631579,0.535714,0.615385,0.611746,0.796285,0.789651
luna,run2,NoNameValid,teammates,0.699212,0.931333,0.798750,0.873347,0.651982,0.660714,0.210526,0.400000,0.565316,0.751205
luna,run2,NoCitation,teammates,0.437717,0.808942,0.568059,0.691629,0.570136,0.568592,0.500835,0.533428,0.631686,0.730255
luna,run2,NoValidator,teammates,0.420974,0.939484,0.581419,0.753795,0.585185,0.655058,0.210526,0.400000,0.494464,0.701850
luna,run2,Full,bigbluebutton,0.695271,0.932636,0.796648,0.873026,0.892857,0.925926,0.571429,0.641026,0.827388,0.886372
luna,run2,NoNameValid,bigbluebutton,0.555429,0.953564,0.701974,0.834001,0.831579,0.925059,0.333333,0.555556,0.700792,0.831812
luna,run2,NoCitation,bigbluebutton,0.600583,0.943100,0.733842,0.846542,0.837989,0.901442,0.444444,0.641026,0.772001,0.860980
luna,run2,NoValidator,bigbluebutton,0.512161,0.964029,0.668936,0.819435,0.797980,0.908046,0.307692,0.526316,0.674763,0.817795
luna,run2,Full,jabref,0.968150,1.000000,0.983817,0.993463,0.956522,0.982143,0.800000,0.909091,0.947368,0.978261
luna,run2,NoNameValid,jabref,0.869218,1.000000,0.930034,0.970787,0.936170,0.973451,0.800000,0.909091,0.929032,0.970350
luna,run2,NoCitation,jabref,0.870499,1.000000,0.930767,0.971106,0.897959,0.956522,0.800000,0.909091,0.900000,0.957447
luna,run2,NoValidator,jabref,0.789685,1.000000,0.882485,0.949428,0.880000,0.948276,0.800000,0.909091,0.883436,0.949868
luna,run3,Full,mediastore,1.000000,0.627119,0.770833,0.677656,0.880000,0.820896,0.486486,0.371901,0.869799,0.806773
luna,run3,NoNameValid,mediastore,1.000000,0.627119,0.770833,0.677656,0.880000,0.820896,0.486486,0.371901,0.869799,0.806773
luna,run3,NoCitation,mediastore,0.840909,0.627119,0.718447,0.660714,0.785714,0.785714,0.486486,0.371901,0.765053,0.767773
luna,run3,NoValidator,mediastore,0.840909,0.627119,0.718447,0.660714,0.785714,0.785714,0.486486,0.371901,0.765053,0.767773
luna,run3,Full,teastore,0.908333,0.462518,0.612933,0.512861,0.816327,0.769231,0.000000,0.000000,0.000000,0.000000
luna,run3,NoNameValid,teastore,0.908333,0.462518,0.612933,0.512861,0.816327,0.769231,0.000000,0.000000,0.000000,0.000000
luna,run3,NoCitation,teastore,0.556075,0.504950,0.529281,0.514409,0.626866,0.709459,0.000000,0.000000,0.000000,0.000000
luna,run3,NoValidator,teastore,0.556075,0.504950,0.529281,0.514409,0.626866,0.709459,0.000000,0.000000,0.000000,0.000000
luna,run3,Full,teammates,0.908937,0.797579,0.849625,0.817613,0.636364,0.550098,0.615385,0.611746,0.765570,0.793774
luna,run3,NoNameValid,teammates,0.700848,0.938619,0.802492,0.878979,0.657895,0.668449,0.210526,0.400000,0.567866,0.757271
luna,run3,NoCitation,teammates,0.441882,0.825861,0.575721,0.703584,0.612613,0.612613,0.500835,0.533428,0.624465,0.740686
luna,run3,NoValidator,teammates,0.429232,0.939731,0.589297,0.759154,0.603774,0.668896,0.210526,0.400000,0.500002,0.706361
luna,run3,Full,bigbluebutton,0.747854,0.911707,0.821692,0.873434,0.876543,0.889724,0.606061,0.641026,0.851938,0.884228
luna,run3,NoNameValid,bigbluebutton,0.553741,0.953564,0.700625,0.833238,0.831579,0.925059,0.333333,0.555556,0.700503,0.831649
luna,run3,NoCitation,bigbluebutton,0.660525,0.937868,0.775135,0.865211,0.852273,0.907990,0.606061,0.641026,0.818958,0.883036
luna,run3,NoValidator,bigbluebutton,0.510090,0.958797,0.665910,0.815350,0.797980,0.908046,0.307692,0.526316,0.674432,0.817134
luna,run3,Full,jabref,0.999501,0.969763,0.984408,0.975568,0.976744,0.963303,0.909091,0.862069,0.983607,0.974026
luna,run3,NoNameValid,jabref,0.892680,1.000000,0.943297,0.976520,0.956522,0.982143,0.800000,0.909091,0.941176,0.975610
luna,run3,NoCitation,jabref,0.810112,1.000000,0.895096,0.955220,0.862745,0.940171,0.800000,0.909091,0.867470,0.942408
luna,run3,NoValidator,jabref,0.739667,1.000000,0.850355,0.934237,0.846154,0.932203,0.800000,0.909091,0.852071,0.935065
luna,average,Full,bigbluebutton,0.732204,0.932636,0.820047,0.883979,0.890752,0.924796,0.594517,0.641026,0.844808,0.893452
luna,average,Full,jabref,0.989056,0.989921,0.989328,0.989645,0.977755,0.981815,0.903030,0.923720,0.976992,0.984096
luna,average,Full,mediastore,1.000000,0.525424,0.686063,0.579421,0.832341,0.757093,0.162162,0.123967,0.289933,0.268924
luna,average,Full,teammates,0.918974,0.794615,0.852094,0.816614,0.636131,0.547847,0.600733,0.611746,0.772676,0.791949
luna,average,Full,teastore,0.938561,0.476662,0.632118,0.528657,0.835601,0.784039,0.000000,0.000000,0.000000,0.000000
