backend,run,variant,doc_to_code_file_precision,doc_to_code_file_recall,doc_to_code_file_f1,doc_to_code_file_f2,doc_to_code_component_micro_f1,doc_to_code_component_micro_f2,doc_to_code_worst_component_f1,doc_to_code_worst_component_f2,doc_to_code_harmonic_component_f1,doc_to_code_harmonic_component_f2,delta_doc_to_code_file_f1_vs_full,delta_doc_to_code_file_f2_vs_full,delta_doc_to_code_worst_component_f1_vs_full,delta_doc_to_code_worst_component_f2_vs_full,delta_doc_to_code_harmonic_component_f1_vs_full,delta_doc_to_code_harmonic_component_f2_vs_full
luna,run1,Full,0.932610,0.696418,0.761837,0.716485,0.807315,0.746767,0.403175,0.447576,0.512930,0.511324,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
luna,run1,NoNameValid,0.828489,0.744418,0.726747,0.727313,0.802109,0.791436,0.268772,0.361818,0.435395,0.502071,-0.035089,+0.010828,-0.134403,-0.085758,-0.077535,-0.009253
luna,run1,NoCitation,0.717172,0.794316,0.730003,0.760976,0.758273,0.781143,0.434255,0.494286,0.595344,0.639655,-0.031833,+0.044491,+0.031080,+0.046710,+0.082414,+0.128331
luna,run1,NoValidator,0.675070,0.829640,0.710452,0.766989,0.755042,0.809070,0.348772,0.448201,0.550195,0.635375,-0.051385,+0.050504,-0.054403,+0.000625,+0.037265,+0.124051
luna,run2,Full,0.945203,0.721735,0.794398,0.745827,0.821573,0.771801,0.390476,0.411111,0.496880,0.504767,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
luna,run2,NoNameValid,0.829093,0.763036,0.743403,0.745506,0.818695,0.812958,0.268772,0.361818,0.435943,0.503336,-0.050995,-0.000322,-0.121704,-0.049293,-0.060937,-0.001432
luna,run2,NoCitation,0.654706,0.796200,0.701943,0.751299,0.729271,0.775924,0.386374,0.467003,0.571798,0.633904,-0.092454,+0.005472,-0.004103,+0.055892,+0.074918,+0.129137
luna,run2,NoValidator,0.604280,0.822048,0.669935,0.745172,0.723607,0.795596,0.335439,0.442275,0.528804,0.626837,-0.124462,-0.000655,-0.055038,+0.031164,+0.031924,+0.122069
luna,run3,Full,0.951645,0.712682,0.789483,0.738100,0.828052,0.770074,0.428571,0.427374,0.522272,0.515131,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
luna,run3,NoNameValid,0.828987,0.764274,0.744490,0.746761,0.818302,0.812922,0.268772,0.361818,0.438281,0.507016,-0.044993,+0.008661,-0.159799,-0.065556,-0.083991,-0.008114
luna,run3,NoCitation,0.675470,0.829170,0.731476,0.783602,0.755801,0.797773,0.400439,0.468717,0.581453,0.640924,-0.058006,+0.045502,-0.028133,+0.041343,+0.059180,+0.125793
luna,run3,NoValidator,0.628422,0.862207,0.704005,0.783466,0.749469,0.820944,0.330310,0.437933,0.531982,0.631463,-0.085478,+0.045366,-0.098261,+0.010559,+0.009710,+0.116332
luna,average,Full,0.943153,0.710278,0.781906,0.733471,0.818980,0.762881,0.407407,0.428687,0.510694,0.510407,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
luna,average,NoCitation,0.682449,0.806562,0.721141,0.765292,0.747782,0.784947,0.407023,0.476669,0.582865,0.638161,-0.060764,+0.031822,-0.000385,+0.047982,+0.072171,+0.127754
luna,average,NoNameValid,0.828856,0.757243,0.738213,0.739860,0.813035,0.805772,0.268772,0.361818,0.436540,0.504141,-0.043692,+0.006389,-0.138635,-0.066869,-0.074154,-0.006266
luna,average,NoValidator,0.635924,0.837965,0.694797,0.765209,0.742706,0.808537,0.338174,0.442803,0.536994,0.631225,-0.087108,+0.031738,-0.069234,+0.014116,+0.026300,+0.120817
