backend,run,variant,project,doc_to_code_file_precision,doc_to_code_file_recall,doc_to_code_file_f1,doc_to_code_file_f2,doc_to_code_component_micro_f1,doc_to_code_component_micro_f2,doc_to_code_worst_component_f1,doc_to_code_worst_component_f2,doc_to_code_harmonic_component_f1,doc_to_code_harmonic_component_f2
luna,run1,Full,mediastore,1.000000,0.440678,0.611765,0.496183,0.782609,0.692308,0.000000,0.000000,0.000000,0.000000
luna,run1,NoNameValid,mediastore,1.000000,0.440678,0.611765,0.496183,0.782609,0.692308,0.000000,0.000000,0.000000,0.000000
luna,run1,NoCitation,mediastore,0.918919,0.576271,0.708333,0.622711,0.823529,0.777778,0.000000,0.000000,0.000000,0.000000
luna,run1,NoValidator,mediastore,0.918919,0.576271,0.708333,0.622711,0.823529,0.777778,0.000000,0.000000,0.000000,0.000000
luna,run1,Full,teastore,1.000000,0.373409,0.543769,0.426908,0.772727,0.680000,0.000000,0.000000,0.000000,0.000000
luna,run1,NoNameValid,teastore,1.000000,0.415842,0.587413,0.470852,0.800000,0.714286,0.000000,0.000000,0.000000,0.000000
luna,run1,NoCitation,teastore,0.650930,0.643564,0.647226,0.645024,0.721311,0.774648,0.400000,0.400000,0.724346,0.739523
luna,run1,NoValidator,teastore,0.665295,0.685997,0.675487,0.681754,0.741935,0.804196,0.400000,0.400000,0.737705,0.762066
luna,run1,Full,teammates,0.941526,0.803384,0.866987,0.827671,0.627907,0.534653,0.571429,0.682325,0.787816,0.787878
luna,run1,NoNameValid,teammates,0.698092,0.926392,0.796200,0.869520,0.646018,0.652952,0.210526,0.400000,0.551199,0.727119
luna,run1,NoCitation,teammates,0.509828,0.836112,0.633421,0.741235,0.540541,0.540541,0.403754,0.548131,0.576993,0.704698
luna,run1,NoValidator,teammates,0.458583,0.927134,0.613643,0.769822,0.565056,0.631229,0.210526,0.400000,0.457696,0.656515
luna,run1,Full,bigbluebutton,0.722010,0.864617,0.786905,0.831760,0.853333,0.826873,0.444444,0.555556,0.776834,0.768745
luna,run1,NoNameValid,bigbluebutton,0.551671,0.939176,0.695063,0.823489,0.825397,0.915493,0.333333,0.500000,0.684600,0.807628
luna,run1,NoCitation,bigbluebutton,0.535988,0.915631,0.676165,0.802016,0.728205,0.821759,0.444444,0.555556,0.689078,0.759580
luna,run1,NoValidator,bigbluebutton,0.463338,0.958797,0.624760,0.789871,0.708520,0.858696,0.333333,0.531915,0.626542,0.787946
luna,run1,Full,jabref,0.999516,1.000000,0.999758,0.999903,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
luna,run1,NoNameValid,jabref,0.892680,1.000000,0.943297,0.976520,0.956522,0.982143,0.800000,0.909091,0.941176,0.975610
luna,run1,NoCitation,jabref,0.970195,1.000000,0.984872,0.993893,0.977778,0.990991,0.923077,0.967742,0.986301,0.994475
luna,run1,NoValidator,jabref,0.869218,1.000000,0.930034,0.970787,0.936170,0.973451,0.800000,0.909091,0.929032,0.970350
luna,run2,Full,mediastore,1.000000,0.474576,0.643678,0.530303,0.808511,0.725191,0.000000,0.000000,0.000000,0.000000
luna,run2,NoNameValid,mediastore,1.000000,0.474576,0.643678,0.530303,0.808511,0.725191,0.000000,0.000000,0.000000,0.000000
luna,run2,NoCitation,mediastore,0.775000,0.525424,0.626263,0.561594,0.740741,0.724638,0.000000,0.000000,0.000000,0.000000
luna,run2,NoValidator,mediastore,0.775000,0.525424,0.626263,0.561594,0.740741,0.724638,0.000000,0.000000,0.000000,0.000000
luna,run2,Full,teastore,1.000000,0.462518,0.632495,0.518225,0.851064,0.781250,0.000000,0.000000,0.000000,0.000000
luna,run2,NoNameValid,teastore,1.000000,0.462518,0.632495,0.518225,0.851064,0.781250,0.000000,0.000000,0.000000,0.000000
luna,run2,NoCitation,teastore,0.569249,0.685997,0.622194,0.658967,0.718750,0.793103,0.333333,0.370370,0.688337,0.740132
luna,run2,NoValidator,teastore,0.569249,0.685997,0.622194,0.658967,0.718750,0.793103,0.333333,0.370370,0.688337,0.740132
luna,run2,Full,teammates,0.900248,0.806966,0.851058,0.824043,0.577540,0.519231,0.285714,0.500000,0.657497,0.734527
luna,run2,NoNameValid,teammates,0.699741,0.933679,0.799958,0.875162,0.651982,0.660714,0.210526,0.400000,0.553623,0.732801
luna,run2,NoCitation,teammates,0.484237,0.844140,0.615433,0.734899,0.534979,0.564236,0.285714,0.500000,0.510579,0.666569
