variant,project,tp,fp,fn,f1,f2
Full,mediastore,31,3,0,0.953846,0.981013
NoFullNameValid,mediastore,31,3,0,0.953846,0.981013
NoPartialNameValid,mediastore,31,3,0,0.953846,0.981013
NoCitation,mediastore,31,5,0,0.925373,0.968750
NoValidator,mediastore,31,5,0,0.925373,0.968750
