variant,project,tp,fp,fn,f1,f2
Full,jabref,18,1,0,0.972973,0.989011
NoFullNameValid,jabref,18,2,0,0.947368,0.978261
NoPartialNameValid,jabref,18,1,0,0.972973,0.989011
NoCitation,jabref,18,4,0,0.900000,0.957447
NoValidator,jabref,18,4,0,0.900000,0.957447
