variant,project,tp,fp,fn,f1,f2
Full,teastore,26,2,1,0.945455,0.955882
NoFullNameValid,teastore,26,6,1,0.881356,0.928571
NoPartialNameValid,teastore,26,2,1,0.945455,0.955882
NoCitation,teastore,27,13,0,0.805970,0.912162
NoValidator,teastore,27,17,0,0.760563,0.888158
