variant,project,tp,fp,fn,f1,f2
Full,mediastore,31,3,0,0.953846,0.981013
NoNameValid,mediastore,31,3,0,0.953846,0.981013
NoCitation,mediastore,31,7,0,0.898551,0.956790
NoValidator,mediastore,31,7,0,0.898551,0.956790
