variant,project,tp,fp,fn,f1,f2
Full,bigbluebutton,61,10,1,0.917293,0.956113
NoNameValid,bigbluebutton,62,30,0,0.805195,0.911765
NoCitation,bigbluebutton,61,15,1,0.884058,0.941358
NoValidator,bigbluebutton,62,35,0,0.779874,0.898551
