variant,project,tp,fp,fn,f1,f2
Full,teastore,27,0,0,1.000000,1.000000
NoFullNameValid,teastore,27,4,0,0.931034,0.971223
NoPartialNameValid,teastore,27,0,0,1.000000,1.000000
NoCitation,teastore,27,8,0,0.870968,0.944056
NoValidator,teastore,27,12,0,0.818182,0.918367
